id_estacion,no2_ugm3,no2_max_ugm3,nox_ugm3,pm10_ugm3,pm10_max_ugm3,pm25_ugm3,pm25_max_ugm3,o3_ugm3,o3_max_ugm3,so2_ugm3,co_mgm3,benceno_ugm3,nh3_ugm3,ruido_db,trafico_indice,intensidad_trafico,pct_vehiculos_pesados,densidad_poblacion,dist_industria_km,dist_via_principal_m,superficie_verde_pct,temp_media_c,humedad_pct,viento_kmh,precipitacion_mm,radiacion_solar,altitud_m,num_dias_superacion,entorno
EST007485,72,260,129,41,80,31,8,28,98,0.0,1.51,1.93,3.6,79.8,100,47860,9.1,5625,8.0,61,14.8,18.9,31,30.4,751,459,659,52,costa
EST007486,61,236,132,32,99,30,22,22,122,14.2,1.29,3.33,0.5,72.0,100,33970,18.1,12000,8.0,224,0.0,20.5,54,23.8,1017,505,201,70,costa
EST007487,2,12,18,23,18,9,8,106,165,2.4,0.31,0.1,17.3,47.9,0,9134,0.0,20,18.1,1368,35.0,18.5,67,8.1,522,403,290,8,interior
EST007488,67,149,54,50,96,41,22,39,60,43.6,1.85,3.73,13.8,63.9,77,45163,25.3,2605,1.0,488,7.8,13.6,66,15.6,480,471,0,47,costa
EST007489,18,54,3,14,32,2,32,135,122,18.8,0.1,1.27,21.6,53.6,0,100,8.8,20,20.9,619,36.1,17.5,72,10.0,213,380,606,48,costa
EST007490,13,10,3,16,10,14,13,120,158,6.3,0.1,0.1,21.0,38.4,18,100,0.0,2421,9.8,469,59.7,16.2,34,10.5,120,295,948,49,interior
EST007491,53,246,97,44,83,30,5,29,94,1.7,1.64,1.96,0.5,75.9,96,41916,10.1,6343,7.6,68,22.2,17.6,33,24.1,761,552,847,57,interior
EST007492,2,81,3,7,49,13,43,88,208,0.4,0.48,0.16,26.5,35.0,5,5054,1.7,1609,16.6,678,55.0,11.7,61,1.0,415,342,592,32,interior
EST007493,2,10,3,29,47,2,33,89,201,0.0,0.1,0.53,16.1,35.0,48,100,0.0,20,18.6,1234,44.8,13.9,50,12.0,302,343,0,36,interior
EST007494,40,166,95,45,96,26,46,30,61,30.7,2.04,4.25,5.9,53.8,54,11380,17.8,1589,0.1,5,26.8,17.5,51,10.1,394,425,0,64,interior
EST007495,75,196,133,44,100,20,5,45,89,9.6,1.55,2.11,0.5,73.7,78,43810,10.2,9913,0.1,5,0.0,12.7,50,30.5,859,330,1059,42,costa
EST007496,6,67,25,27,10,3,5,96,179,7.4,0.13,0.62,19.8,35.0,0,10383,1.8,20,18.3,1299,43.9,12.4,57,7.8,463,409,0,33,costa
EST007497,80,267,104,46,83,29,36,51,74,0.0,1.17,1.67,4.2,78.3,100,69004,18.1,3246,2.7,57,8.4,20.1,43,21.4,1333,451,774,44,costa
EST007498,35,124,53,47,78,17,68,59,134,14.2,0.57,1.84,1.8,64.1,73,19892,1.6,6401,5.4,141,21.9,20.2,79,16.0,287,402,332,30,interior
EST007499,80,183,133,45,84,29,5,31,79,8.6,1.23,3.76,3.8,70.9,100,65006,23.1,9198,6.6,5,0.0,12.1,57,21.8,1269,236,962,60,interior
EST007500,24,60,9,14,33,13,8,114,184,12.3,0.1,2.74,12.9,46.7,0,6180,1.9,63,10.9,269,38.1,17.0,51,17.3,384,445,30,40,costa
EST007501,33,84,108,32,125,17,73,81,103,6.3,0.76,0.38,7.5,69.9,39,28006,1.2,5889,8.9,130,41.7,16.4,57,17.6,574,394,34,29,interior
EST007502,38,116,53,37,93,27,73,79,110,12.6,0.25,1.8,14.1,71.4,17,21644,8.9,4544,4.8,127,9.5,25.5,83,15.9,573,479,571,41,costa
EST007503,29,86,85,45,35,13,74,61,126,12.2,0.9,0.6,9.8,56.1,51,18186,10.1,7010,9.6,5,30.8,18.4,57,16.8,676,445,262,17,interior
EST007504,27,77,90,59,91,16,63,48,159,1.9,0.44,0.2,5.3,55.2,71,22609,12.3,5865,8.5,74,26.6,25.3,71,14.9,543,590,492,50,interior
EST007505,68,288,124,51,148,25,26,36,95,1.2,0.72,2.1,1.9,79.9,100,39441,17.8,10354,8.2,116,0.0,24.0,28,26.1,671,344,653,49,interior
EST007506,64,169,130,46,92,25,18,36,94,7.6,1.13,1.69,0.7,76.2,89,75722,11.5,5017,8.2,5,0.0,16.0,34,22.1,874,552,412,63,interior
EST007507,61,175,75,50,87,25,10,30,96,35.4,1.08,3.45,7.7,82.6,66,25117,22.6,3052,0.1,5,0.0,21.1,57,16.0,226,327,0,59,costa
EST007508,66,216,114,35,114,33,20,46,130,0.0,1.1,1.46,8.2,61.9,100,62227,13.8,9229,7.4,265,7.6,15.7,24,19.5,984,404,1012,59,costa
EST007509,69,139,120,46,132,21,27,46,117,26.0,1.21,3.58,3.8,72.4,80,40293,19.3,2917,0.1,415,23.4,16.5,63,13.3,584,380,0,54,costa
EST007510,2,33,22,12,43,2,5,88,209,5.2,0.1,1.22,13.9,38.8,29,2248,0.0,20,6.0,725,52.1,19.2,72,9.3,133,404,791,57,interior
EST007511,2,10,40,13,15,7,13,107,240,6.9,0.65,0.52,13.2,47.8,0,20719,2.1,20,7.4,713,69.3,18.4,74,13.0,218,364,101,42,costa
EST007512,18,66,36,32,68,30,53,59,97,0.0,0.88,1.36,3.3,55.5,54,44646,8.3,2044,4.9,938,26.3,22.5,71,19.7,721,410,178,34,interior
EST007513,62,197,88,54,139,38,40,15,135,47.8,1.46,1.72,18.3,53.3,74,5062,23.7,2277,8.8,5,1.3,17.0,66,17.1,120,509,0,61,costa
EST007514,14,115,75,28,73,22,73,80,133,0.0,0.49,2.31,8.6,70.0,18,39960,6.5,4546,8.3,244,29.0,28.0,69,20.1,498,407,0,44,interior
EST007515,28,174,88,60,119,38,22,19,65,34.3,1.01,3.83,0.5,75.2,71,27636,23.2,3974,0.1,5,0.0,18.6,81,16.4,246,401,0,31,interior
EST007516,81,158,111,33,112,27,5,38,85,0.0,1.32,2.05,0.5,70.3,100,40899,14.7,7375,3.6,38,35.8,18.4,28,23.9,516,503,599,68,costa
EST007517,77,199,124,44,93,28,23,42,88,0.0,1.53,1.17,0.5,71.0,88,52909,9.4,10541,13.3,172,13.7,22.6,26,25.3,1003,470,673,40,interior
EST007518,37,64,3,34,59,16,55,72,147,10.0,0.69,1.5,10.5,70.8,51,3811,6.5,5145,13.9,366,19.4,18.0,80,17.8,253,442,596,35,costa
EST007519,24,176,84,38,58,20,54,77,142,9.5,0.95,1.01,6.6,51.5,62,13157,0.0,2366,5.1,599,0.0,21.5,94,15.0,1050,343,708,23,costa
EST007520,34,175,38,37,77,28,83,86,181,8.3,0.69,0.53,4.4,46.5,85,18524,2.2,5341,13.6,5,24.6,19.8,55,18.8,580,472,459,49,interior
EST007521,30,97,3,27,62,6,8,90,176,0.0,0.57,0.3,21.5,43.2,0,10528,0.0,20,14.8,1097,48.0,13.1,49,3.6,206,298,0,13,interior
EST007522,35,168,86,51,100,27,21,16,46,39.0,0.9,4.08,0.5,84.8,56,11664,23.3,4281,0.1,462,12.0,13.1,65,17.5,802,515,77,47,interior
EST007523,46,195,78,48,124,40,5,40,83,36.6,1.22,3.94,7.9,50.8,42,34208,26.8,2314,6.6,5,14.4,17.8,48,16.9,610,404,0,71,costa
EST007524,2,58,3,36,29,12,22,85,173,8.1,0.17,0.1,22.9,50.9,0,100,1.6,20,3.4,1136,49.8,16.4,75,15.8,120,500,273,54,costa
EST007525,51,182,179,58,99,29,32,21,131,0.0,1.37,2.15,3.9,76.1,93,42328,12.1,3411,8.1,5,25.9,12.5,42,26.2,973,291,470,43,costa
EST007526,2,76,3,22,24,3,28,125,139,0.3,0.33,0.74,21.1,43.9,7,14171,4.2,20,14.6,751,56.0,10.7,50,15.4,391,412,554,8,costa
EST007527,2,10,16,25,31,14,48,137,179,14.9,0.1,2.57,10.8,44.8,33,100,3.3,1815,12.8,981,35.4,17.1,81,12.3,393,448,99,10,interior
EST007528,65,205,170,34,120,11,27,63,20,0.0,2.02,2.35,7.0,82.7,90,44679,4.6,8847,0.4,5,0.0,15.0,36,26.4,1022,460,852,8,interior
EST007529,2,11,3,17,48,13,24,116,158,5.5,0.1,0.1,24.9,58.4,3,13930,2.2,20,17.9,1175,62.2,16.6,55,9.3,671,443,0,14,costa
EST007530,81,197,144,48,149,24,5,34,87,7.9,1.67,2.95,3.3,77.6,100,71225,9.3,10660,14.0,5,10.1,21.1,37,18.4,774,360,924,65,costa
EST007531,62,173,77,56,147,30,24,34,135,35.1,0.98,4.2,5.3,70.4,71,34523,26.0,3728,7.5,5,7.0,19.4,86,16.9,218,346,433,63,costa
EST007532,75,194,103,41,87,21,5,22,124,4.8,1.66,4.82,0.5,75.7,89,62174,16.5,8027,11.3,401,11.5,19.0,65,19.2,1021,515,555,28,costa
EST007533,54,172,129,50,68,33,5,44,20,0.0,0.95,2.7,6.5,88.4,100,63150,15.0,10551,15.3,5,0.0,22.6,32,21.2,786,423,899,51,costa
EST007534,85,154,134,29,112,31,9,18,72,0.0,1.75,1.92,0.5,90.0,74,46092,16.0,5950,9.2,5,24.6,16.2,68,16.1,988,525,1038,45,interior
EST007535,76,228,105,50,108,11,8,40,29,6.7,1.25,3.86,5.0,77.9,100,51868,15.4,2372,11.0,5,0.0,21.9,39,18.6,801,451,676,48,costa
EST007536,23,208,130,55,109,31,5,15,79,40.0,0.78,3.09,5.8,67.5,60,23485,29.1,4602,6.0,165,8.9,16.1,69,17.9,308,398,60,51,costa
EST007537,19,186,32,42,82,16,83,68,111,6.5,1.09,1.73,2.4,73.1,58,7639,8.4,20,8.2,468,32.6,24.4,68,13.7,625,493,317,21,interior
EST007538,20,46,43,20,53,9,23,43,216,2.1,0.1,0.78,19.2,59.4,12,6561,0.0,20,12.5,546,43.6,16.8,54,7.1,120,417,549,19,interior
EST007539,57,156,106,54,130,36,5,43,82,34.0,0.52,3.36,8.0,67.0,61,25752,22.7,3349,1.3,5,9.9,18.6,69,18.5,413,449,0,47,interior
EST007540,72,201,104,48,105,26,5,55,92,6.3,1.24,0.46,0.5,90.0,88,39919,7.3,10803,5.9,140,14.3,19.5,39,30.1,1115,372,576,54,interior
EST007541,2,81,19,15,10,13,5,84,197,0.8,0.11,0.16,15.3,41.3,0,100,7.6,20,20.4,1195,50.2,22.6,43,11.9,281,150,0,29,interior
EST007542,12,160,95,13,117,23,27,78,174,8.6,1.09,1.94,6.3,53.8,54,100,17.5,5650,0.1,371,38.0,20.5,64,15.0,744,501,371,43,costa
EST007543,84,194,176,40,79,18,5,25,94,7.0,1.47,2.22,2.4,88.4,94,61903,18.8,8485,7.7,198,0.5,20.9,60,23.7,868,422,681,53,costa
EST007544,12,251,77,42,104,27,5,15,63,40.7,1.48,4.28,6.8,70.6,71,100,25.7,8186,0.8,5,0.0,16.2,56,11.0,258,496,119,59,costa
EST007545,71,226,146,35,113,33,5,43,21,10.0,1.89,1.92,2.6,81.9,100,39686,15.9,6943,8.5,99,0.0,18.5,57,18.6,1149,349,782,23,interior
EST007546,77,241,69,45,110,28,5,13,93,12.4,1.59,4.29,3.6,90.0,100,38906,16.1,9675,4.5,5,0.0,21.5,41,15.1,525,586,790,78,costa
EST007547,51,97,61,37,80,16,57,51,170,9.4,0.8,0.55,1.5,57.5,32,4921,7.7,6094,7.5,464,31.2,25.5,65,17.4,596,488,73,30,costa
EST007548,19,48,3,16,21,3,6,95,171,0.0,0.11,0.1,8.9,35.0,0,10336,8.9,20,15.3,1006,39.0,16.9,62,12.3,168,294,110,25,interior
EST007549,6,140,35,28,29,18,61,73,123,3.5,0.34,2.84,4.3,56.1,86,24645,12.0,7128,4.4,631,17.7,20.9,55,16.5,406,526,149,38,costa
EST007550,67,240,134,42,119,35,5,49,65,4.8,1.49,1.14,0.5,79.5,100,45420,14.8,12000,18.5,379,0.0,16.0,37,22.6,675,341,691,17,costa
EST007551,52,167,175,34,31,27,22,52,69,2.5,0.56,2.03,2.0,87.9,96,47206,13.6,9585,11.4,5,22.4,23.0,37,25.1,1190,382,1156,39,interior
EST007552,31,224,95,49,141,32,10,30,48,40.0,1.18,2.1,11.8,61.7,71,31312,19.8,4530,3.6,364,0.0,20.0,57,16.2,731,462,0,43,interior
EST007553,2,36,22,26,12,21,15,108,215,9.7,0.43,2.01,8.1,35.3,29,12348,2.6,20,15.5,799,40.8,15.7,68,9.6,593,293,250,20,costa
EST007554,54,227,114,56,131,36,24,46,32,26.1,1.42,2.49,16.8,61.3,54,31400,25.8,2701,1.2,434,6.6,17.8,65,16.1,503,359,30,50,interior
EST007555,21,166,66,44,101,14,45,72,132,0.0,0.62,0.1,2.5,52.7,45,29743,6.5,3828,5.9,678,17.4,20.1,78,14.4,763,633,617,58,interior
EST007556,46,184,117,55,156,35,22,15,82,8.1,1.2,3.09,0.5,90.0,100,60981,8.2,6367,4.5,26,0.0,21.7,48,13.0,664,259,1069,58,interior
EST007557,2,41,27,27,35,3,13,107,187,11.9,0.15,0.34,21.8,47.0,0,100,7.0,20,7.2,570,58.1,16.0,67,16.1,433,210,0,24,costa
EST007558,23,112,61,41,108,15,40,69,146,6.7,0.46,1.06,14.2,60.8,56,18182,2.7,5387,0.1,644,39.8,24.2,93,26.1,659,456,0,24,costa
EST007559,31,10,15,3,10,4,6,125,169,0.0,0.36,0.67,13.1,39.2,0,100,0.0,20,7.2,719,52.6,16.9,58,8.7,120,320,193,46,interior
EST007560,57,214,99,53,129,27,33,20,89,5.6,0.87,2.19,8.9,81.4,84,57850,9.4,11013,15.9,5,2.8,17.5,25,21.2,1090,515,485,59,interior
EST007561,42,149,67,54,101,37,5,46,79,42.5,0.88,3.16,13.1,67.5,27,22100,20.7,4052,2.7,219,1.9,19.6,60,9.7,831,545,39,36,costa
EST007562,70,187,101,40,81,22,32,50,92,4.1,1.1,2.72,3.3,65.4,98,54201,23.6,8546,7.7,5,0.0,21.4,48,17.5,1090,367,801,32,costa
EST007563,63,253,93,47,137,35,5,33,79,5.3,1.22,4.08,7.6,77.9,60,47721,8.5,8711,2.7,312,0.0,18.7,45,19.8,859,476,477,36,costa
EST007564,44,150,104,53,134,29,12,60,76,25.6,0.93,3.71,8.7,76.0,72,20118,29.8,3238,0.1,316,8.3,23.7,69,18.3,250,418,102,57,interior
EST007565,52,227,127,37,90,34,16,35,85,0.0,1.48,2.39,5.8,71.1,100,60842,23.2,9754,9.9,5,9.5,18.4,26,30.8,826,542,386,59,interior
EST007566,50,223,91,41,53,32,6,25,33,0.0,1.97,2.02,1.9,54.4,100,22684,16.7,7191,12.6,5,15.3,23.3,44,12.5,779,442,1131,86,costa
EST007567,19,112,71,34,79,24,79,74,174,24.1,1.12,1.18,6.5,55.9,67,13791,3.7,7806,4.9,228,21.9,22.5,57,23.5,565,476,270,24,costa
EST007568,38,155,33,40,99,11,66,79,68,1.3,0.75,2.71,13.2,59.9,37,19464,8.6,5092,3.8,569,5.9,19.2,87,15.6,802,478,311,18,costa
EST007569,31,106,57,37,87,23,60,107,86,0.0,1.12,0.94,3.0,66.1,39,27086,0.5,5773,6.7,98,4.0,18.7,72,22.8,659,516,0,33,costa
EST007570,34,39,21,33,71,20,66,64,109,15.0,0.68,0.54,9.2,71.7,51,21799,14.0,1282,5.4,270,25.1,19.5,70,19.6,645,476,103,49,costa
EST007571,14,185,46,33,80,17,78,79,125,0.8,1.57,1.96,0.5,56.2,61,35430,8.6,5562,9.2,532,27.5,24.1,67,18.8,639,443,146,33,interior
EST007572,48,192,24,52,62,19,79,75,161,10.4,0.62,2.64,6.8,53.0,65,48849,9.7,5456,0.1,259,13.1,20.8,75,10.4,966,537,144,40,costa
EST007573,29,110,77,46,68,17,71,60,153,3.7,0.95,2.86,5.5,69.9,55,7796,1.7,6143,0.1,598,7.8,20.9,54,18.7,418,484,469,42,costa
EST007574,5,134,73,43,83,15,61,75,140,15.0,0.62,2.22,0.5,73.4,86,18722,10.6,3643,0.9,475,16.2,20.8,59,15.3,986,586,547,26,costa
EST007575,2,87,25,9,10,5,7,99,165,0.0,0.16,0.35,18.3,40.4,14,100,0.8,20,16.6,1614,62.6,16.6,74,11.2,320,440,739,32,costa
EST007576,72,242,86,51,91,27,13,16,88,8.3,1.16,0.99,3.4,90.0,100,71470,10.4,8219,7.8,5,8.5,16.6,32,23.2,1168,537,1029,61,interior
EST007577,56,158,86,61,99,29,37,19,78,34.3,1.4,3.85,15.4,66.3,50,34233,21.5,3084,0.1,38,7.4,20.6,49,14.2,166,413,0,52,costa
EST007578,51,155,82,41,120,33,5,32,24,41.6,1.42,3.46,10.6,66.6,99,16417,20.3,9451,1.8,238,20.5,18.0,55,10.4,391,307,0,64,interior
EST007579,37,116,76,31,55,21,76,75,91,0.0,1.15,0.1,0.5,66.2,67,12098,6.8,5509,4.6,657,1.4,25.2,58,18.6,831,448,494,44,costa
EST007580,2,10,3,35,65,4,9,80,194,0.0,0.53,1.45,20.5,53.9,0,100,5.9,1754,20.0,766,28.3,14.9,46,1.0,120,321,66,50,interior
EST007581,57,157,94,52,96,32,42,26,20,38.7,1.26,3.44,12.3,71.4,36,32449,24.9,2515,7.0,65,9.4,14.0,53,17.8,514,433,0,60,interior
EST007582,24,126,68,37,76,6,74,115,161,6.8,0.92,1.04,3.6,62.3,83,23590,10.9,8781,0.1,355,9.0,20.7,91,13.8,821,416,805,33,costa
EST007583,49,92,85,49,48,19,68,53,54,4.2,0.65,0.56,0.5,65.8,62,18203,10.8,665,0.1,54,25.9,26.3,67,20.6,732,562,545,39,interior
EST007584,2,10,7,3,56,9,27,99,187,1.0,0.53,2.24,17.8,35.0,25,15018,0.0,20,20.9,545,59.6,15.1,64,10.2,120,469,369,20,costa
EST007585,79,254,167,54,90,31,12,33,82,5.2,0.71,2.48,8.9,64.0,52,59467,17.2,5573,9.8,5,0.0,17.8,30,22.5,875,582,965,73,costa
EST007586,25,23,17,3,42,10,26,105,180,10.8,0.3,0.61,12.1,42.5,0,100,9.3,385,14.7,459,56.0,7.8,81,11.5,281,431,544,18,costa
EST007587,68,196,107,30,110,16,18,36,123,0.0,1.12,2.58,0.5,90.0,100,70528,9.2,9139,8.5,545,23.9,16.4,26,23.7,981,566,434,70,costa
EST007588,64,181,119,50,89,26,5,19,84,0.0,1.15,1.28,0.5,80.7,100,68351,23.0,7520,8.9,5,5.2,17.9,39,24.8,988,414,281,66,costa
EST007589,6,70,41,24,20,2,31,94,162,0.0,0.54,0.1,21.8,35.0,5,100,4.1,20,12.6,842,53.0,21.3,46,4.7,324,276,184,35,costa
EST007590,37,84,50,30,76,18,40,90,92,14.5,1.17,1.9,6.2,71.5,40,28635,8.4,385,4.8,585,24.9,20.8,75,18.0,697,460,656,58,costa
EST007591,48,144,111,68,110,33,14,46,60,37.1,1.25,4.07,14.1,86.0,63,18335,26.7,7344,0.1,5,22.1,17.1,69,15.1,295,399,0,89,interior
EST007592,29,98,27,51,91,28,57,54,87,12.9,0.72,1.49,1.4,48.1,58,23984,8.2,20,1.7,501,39.8,20.6,53,15.8,487,508,556,0,costa
EST007593,2,10,31,12,49,6,5,89,224,0.0,0.62,0.55,19.8,35.0,0,100,7.5,20,16.3,984,44.7,19.9,50,5.0,536,268,0,25,interior
EST007594,52,156,105,29,106,29,5,48,75,0.0,1.78,3.14,6.2,77.8,100,46891,6.3,7874,11.7,5,4.0,19.0,38,20.6,975,432,658,59,costa
EST007595,34,122,103,33,82,19,82,26,139,7.1,0.52,1.95,4.8,70.7,67,38194,10.9,3406,13.2,172,17.0,14.1,67,20.4,467,445,398,38,interior
EST007596,2,50,39,25,32,5,27,123,167,0.0,0.1,0.1,19.5,45.3,3,100,0.0,20,19.4,744,27.5,13.7,53,11.5,120,433,8,7,costa
EST007597,20,128,50,23,76,17,73,72,125,0.0,1.08,1.06,0.5,46.3,55,14828,6.3,20,0.8,55,25.3,17.7,71,14.8,999,338,0,29,interior
EST007598,63,167,127,51,139,27,5,16,81,0.0,1.31,1.73,6.1,80.1,100,64112,15.7,8560,10.8,23,0.0,15.4,45,26.0,1014,430,912,52,interior
EST007599,6,79,85,34,65,14,62,68,150,0.0,0.18,2.39,2.4,56.2,47,48485,6.2,6850,0.1,1034,15.8,20.1,52,18.2,533,374,572,23,interior
EST007600,26,20,3,32,69,22,14,79,220,0.0,0.1,1.87,14.1,35.0,0,100,12.8,20,14.3,902,47.2,15.0,76,8.8,455,466,305,30,costa
EST007601,49,221,69,55,126,32,26,36,127,33.4,0.89,1.37,15.1,65.1,68,34760,27.6,4488,0.1,237,0.0,18.5,63,22.6,683,364,2,66,costa
EST007602,2,36,12,15,14,12,5,99,217,0.4,0.55,0.82,23.4,37.2,0,100,4.0,20,17.7,747,51.9,13.5,61,6.2,513,447,208,25,costa
EST007603,18,216,47,33,37,11,95,63,127,9.9,0.95,0.41,13.3,66.2,67,17656,5.0,4740,9.5,489,16.8,23.3,95,22.3,917,424,675,39,interior
EST007604,66,173,150,35,126,21,5,54,71,8.4,1.43,1.64,3.8,68.7,100,55508,18.6,10665,17.0,342,7.1,19.2,37,14.1,707,387,526,49,interior
EST007605,67,189,82,49,118,19,25,51,116,2.1,1.81,0.3,0.5,74.7,100,70817,8.0,5210,13.1,5,0.0,17.9,33,16.6,1334,431,909,62,interior
EST007606,54,197,135,44,119,34,6,32,62,1.4,1.36,3.52,2.1,74.2,100,38801,12.9,10099,12.9,246,5.0,18.7,45,22.5,1024,469,407,47,costa
EST007607,19,66,3,3,36,7,13,91,171,20.8,0.57,1.19,20.1,36.9,19,100,3.5,20,17.2,1025,42.6,14.7,80,7.8,468,428,0,51,costa
EST007608,2,67,32,3,49,6,31,90,179,8.3,0.1,0.54,22.3,51.2,37,100,2.7,20,12.9,928,38.7,17.0,62,10.8,307,336,199,9,interior
EST007609,56,210,124,49,133,24,10,64,97,33.9,1.05,4.2,5.4,62.5,72,11472,9.9,1085,0.1,436,27.4,21.3,81,14.0,224,483,0,63,costa
EST007610,57,270,101,33,74,32,9,40,65,6.6,1.44,2.81,5.5,72.8,94,49698,14.4,9075,11.2,5,15.6,13.4,23,16.5,783,473,674,33,costa
EST007611,2,10,9,5,14,7,21,101,185,6.7,0.2,0.1,16.9,44.0,0,100,0.6,20,12.2,646,49.3,19.6,55,11.7,298,374,252,48,interior
EST007612,21,143,57,53,69,21,50,64,97,3.5,0.56,2.54,14.1,48.9,51,10999,7.7,1647,8.0,416,18.9,17.7,68,20.3,929,436,226,28,interior
EST007613,60,158,103,35,167,42,17,5,147,41.5,0.81,1.77,13.9,73.3,43,5963,19.2,2310,0.1,61,21.9,15.9,81,19.6,462,377,217,42,costa
EST007614,39,167,88,41,92,29,5,41,92,30.4,0.71,4.15,8.8,62.8,38,26719,25.9,3270,0.1,686,7.1,21.2,59,16.1,408,493,0,45,interior
EST007615,2,10,41,19,68,3,13,96,140,9.9,0.12,0.88,19.3,35.0,0,9701,0.0,20,10.5,852,53.0,16.0,57,12.2,391,418,479,11,costa
EST007616,37,230,87,44,88,30,5,40,79,38.6,1.17,3.69,4.8,59.0,70,7248,22.9,3959,4.9,535,9.7,19.5,53,14.5,354,487,90,65,interior
EST007617,2,10,16,18,10,13,5,96,183,11.4,0.47,0.31,23.9,35.0,0,8383,0.4,20,11.1,1058,51.7,18.6,37,15.0,165,344,149,14,costa
EST007618,61,236,87,59,107,35,5,40,50,42.3,0.63,3.97,15.1,83.4,73,16234,13.9,1952,0.1,314,13.0,23.2,59,13.2,466,356,0,50,costa
EST007619,73,164,98,46,97,39,24,33,82,43.6,1.19,3.35,3.1,73.8,47,1842,13.0,3514,0.4,5,19.3,16.4,70,10.0,312,352,0,33,costa
EST007620,42,207,76,61,128,30,27,8,71,42.6,0.67,4.9,19.0,67.6,67,52074,21.8,3470,0.1,411,9.7,18.5,65,10.0,603,290,0,53,interior
EST007621,35,156,96,53,125,25,5,49,86,38.6,1.0,2.76,17.4,71.6,56,45883,19.5,4158,0.1,131,0.0,18.5,64,19.0,481,456,0,97,costa
EST007622,34,70,69,19,14,15,5,90,179,0.0,0.68,0.1,9.5,35.0,0,4385,1.2,458,0.1,1018,54.0,13.6,62,11.5,368,425,416,30,costa
EST007623,67,239,139,36,47,29,19,42,20,0.0,1.04,3.77,1.1,78.1,85,49292,15.9,8425,6.2,113,9.7,15.0,50,24.6,938,386,916,25,interior
EST007624,43,201,120,41,78,15,35,29,20,11.2,0.99,1.5,0.5,85.1,100,42347,18.7,4457,11.4,5,0.0,20.3,52,16.3,924,345,748,45,interior
EST007625,53,154,133,46,107,25,5,33,48,0.0,1.46,4.23,0.5,75.7,100,59603,11.4,3152,6.6,5,0.0,17.0,32,25.5,950,348,747,57,costa
EST007626,16,38,8,20,53,14,17,87,170,3.4,0.36,1.07,21.5,53.9,0,17256,0.0,1808,7.3,1167,28.8,11.0,45,1.7,318,328,414,26,costa
EST007627,8,24,3,9,101,11,5,127,166,6.4,0.51,1.3,20.7,35.0,0,1015,6.2,157,4.6,672,45.8,14.5,54,2.6,167,488,138,22,interior
EST007628,45,107,15,41,69,36,5,31,52,28.9,0.67,4.42,14.8,79.3,53,32843,35.0,9155,0.1,5,0.0,18.9,76,18.5,245,450,0,44,interior
EST007629,53,167,133,52,73,18,26,36,43,0.0,1.31,1.17,0.5,88.0,100,57526,7.6,8890,6.4,5,0.0,18.5,46,23.7,853,546,826,33,costa
EST007630,2,50,13,21,43,5,5,107,139,9.7,0.28,0.1,19.6,35.0,11,100,14.3,20,15.3,769,49.4,17.3,69,10.0,531,339,266,53,interior
EST007631,5,10,3,24,40,18,36,107,215,9.6,0.1,2.01,14.7,35.0,27,3655,0.0,20,12.5,794,36.2,12.3,63,1.3,204,490,631,29,costa
EST007632,83,210,121,52,82,25,40,46,117,0.9,1.05,2.36,0.5,79.3,100,44700,15.1,6833,8.1,5,0.0,18.6,45,27.2,954,530,1138,19,costa
EST007633,39,77,37,33,84,25,88,62,131,6.6,1.32,1.19,12.2,54.0,81,44934,8.2,7065,2.0,288,31.8,24.5,79,26.3,690,482,11,42,interior
EST007634,28,136,117,37,67,23,60,53,64,3.2,0.39,0.7,1.1,50.9,29,29862,8.9,7494,13.2,397,17.0,25.7,84,19.2,645,558,283,19,costa
EST007635,13,10,11,5,10,4,56,112,246,10.3,0.1,0.72,18.3,52.4,10,100,0.5,20,19.6,868,52.6,13.9,62,10.0,631,413,415,19,costa
EST007636,42,129,49,49,94,16,90,29,113,2.2,0.81,1.26,5.7,59.2,66,14907,19.4,4640,4.8,374,29.1,19.2,72,12.6,723,373,0,0,costa
EST007637,54,172,89,58,173,19,36,32,27,43.8,0.79,3.61,7.9,66.7,41,12270,20.8,4668,0.1,370,27.9,16.1,58,17.2,350,525,0,84,interior
EST007638,30,121,87,37,94,21,60,48,106,4.4,0.35,1.9,0.5,67.8,21,16721,12.2,5082,5.6,5,47.2,25.4,61,19.1,645,374,678,0,costa
EST007639,38,129,82,34,41,21,32,85,115,10.5,0.54,2.38,2.3,57.6,65,14008,2.6,4392,0.1,209,33.2,22.0,77,21.0,561,496,695,10,interior
EST007640,19,10,17,26,46,2,26,75,150,1.1,0.1,0.1,25.4,51.8,17,2068,5.6,20,16.9,942,53.9,13.5,56,15.7,669,427,332,6,interior
EST007641,45,92,97,38,150,37,52,16,124,35.5,1.07,3.76,19.4,60.3,15,33310,16.6,9187,5.9,5,18.8,20.1,78,8.0,528,586,65,47,costa
EST007642,15,46,25,8,52,2,48,107,171,0.0,0.35,0.16,13.5,41.5,0,100,0.0,20,9.3,1388,58.7,16.8,68,7.5,127,444,226,36,costa
EST007643,38,177,56,29,60,18,64,62,147,11.8,1.3,2.03,0.5,63.4,60,100,0.4,4727,8.8,948,36.4,25.8,74,20.4,593,563,385,41,costa
EST007644,54,185,120,57,109,25,5,19,165,46.5,1.63,2.57,12.0,71.2,59,36972,17.2,3383,2.5,128,16.4,20.3,78,19.5,259,317,0,36,costa
