id_parcela,temp_media_c,temp_max_c,temp_min_c,humedad_pct,humedad_suelo_pct,precipitacion_mm,precipitacion_acum_30d_mm,horas_humectacion_foliar,ndvi,ndwi,indice_estres_hidrico,dias_desde_tratamiento,num_tratamientos_campana,densidad_plantas_m2,ph_suelo,materia_organica_pct,nitrogeno_ppm,conductividad_suelo,altitud_m,pendiente_pct,dist_foco_plaga_km,trampas_capturas_num,grados_dia_acumulados,indice_presion_plaga,cobertura_vegetal_pct,edad_cultivo_dias,tipo_cultivo,sistema_riego,uso_fitosanitario,variedad_resistente,manejo,perdida_cosecha
CSC006314,18.9,27.9,12.9,58,37.3,5,250,15.7,0.6,0.19,0.47,21,2,143,6.4,3.8,23,2.04,391,2.5,11.1,27,806,44,79,79,trigo,goteo,no,no,ecologico,0
CSC006315,14.2,33.3,11.6,83,29.3,14,179,6.8,0.7,0.21,0.42,24,4,174,6.6,2.3,11,0.67,286,17.1,19.5,13,1006,43,79,85,olivo,goteo,no,si,integrado,0
CSC006316,15.8,29.9,16.4,69,28.1,56,84,22.6,0.44,-0.07,0.31,0,1,192,6.5,1.7,32,0.95,315,8.6,17.3,31,1072,2,99,131,horticola,secano,si,no,integrado,0
CSC006317,19.3,33.5,14.0,69,20.7,55,90,12.5,0.6,0.04,0.38,26,2,203,7.2,2.4,21,0.87,572,19.9,6.0,57,789,34,67,124,vid,goteo,si,si,convencional,0
CSC006318,23.9,28.3,6.1,64,29.9,60,83,14.3,0.74,0.2,0.61,44,0,141,6.7,1.5,14,1.43,747,8.6,0.8,54,814,36,57,89,maiz,secano,no,si,convencional,0
CSC006319,20.4,35.2,17.9,78,28.8,40,117,5.9,0.57,0.21,0.37,39,0,162,6.9,2.2,39,0.58,675,19.3,3.5,38,871,61,100,41,olivo,aspersion,no,no,convencional,1
CSC006320,24.1,20.2,15.7,62,26.5,39,91,4.6,0.52,0.27,0.37,21,2,182,7.3,2.4,19,0.61,725,13.0,8.6,22,929,61,48,28,trigo,secano,si,no,ecologico,0
CSC006321,20.9,25.7,9.5,99,22.3,94,173,6.9,0.5,0.35,0.37,34,2,235,6.1,2.2,17,0.46,50,5.8,21.0,0,1102,53,95,91,olivo,goteo,si,no,convencional,0
CSC006322,22.0,24.0,18.2,63,34.9,28,0,13.9,0.69,0.24,0.4,37,4,250,5.6,1.9,26,1.89,585,22.7,6.7,25,553,31,81,76,horticola,goteo,no,si,ecologico,0
CSC006323,19.8,34.9,11.6,38,27.6,26,128,13.1,0.85,0.55,0.35,25,1,205,6.9,2.9,23,0.1,738,0.0,9.6,18,787,54,63,162,vid,secano,no,no,ecologico,0
CSC006324,24.1,22.0,10.2,63,30.6,77,132,11.9,0.82,0.26,0.3,0,1,191,6.0,3.0,33,0.25,225,9.3,21.1,36,888,22,53,93,citricos,secano,no,no,convencional,1
CSC006325,21.6,30.0,12.9,71,30.8,5,124,11.8,0.5,0.21,0.42,26,5,166,6.6,3.1,11,0.4,555,10.0,21.6,30,717,42,59,112,vid,secano,si,si,integrado,0
CSC006326,21.3,31.6,15.9,79,25.1,0,69,15.7,0.83,0.25,0.23,25,4,104,6.4,2.9,30,0.1,371,13.6,15.6,0,332,51,57,100,trigo,aspersion,no,no,integrado,0
CSC006327,22.1,39.1,15.0,64,31.7,19,73,1.5,0.6,0.09,0.52,14,2,215,6.7,2.5,15,1.93,437,0.0,10.4,9,641,34,45,84,trigo,goteo,si,no,convencional,0
CSC006328,12.5,40.1,9.1,74,11.2,63,142,5.4,0.61,0.57,0.52,25,0,183,6.8,1.4,34,0.85,214,14.0,6.7,18,1114,49,57,103,trigo,secano,si,no,ecologico,0
CSC006329,18.3,36.4,18.3,53,22.4,0,80,9.9,0.58,0.42,0.39,13,3,206,6.5,2.2,29,0.93,623,13.5,10.2,0,700,27,100,74,horticola,aspersion,si,no,convencional,0
CSC006330,17.9,29.2,10.1,77,22.4,12,132,4.2,0.54,0.07,0.67,0,2,145,7.3,3.6,26,0.24,165,15.1,12.1,27,1118,34,96,98,trigo,aspersion,si,no,ecologico,0
CSC006331,18.2,27.5,7.2,79,28.3,31,93,14.8,0.61,-0.01,0.49,24,5,163,6.8,2.4,19,1.32,0,4.8,11.5,65,524,0,89,73,vid,secano,si,si,ecologico,0
CSC006332,18.4,24.5,15.4,78,28.2,59,0,24.0,0.6,0.42,0.3,34,5,68,7.3,3.0,33,0.3,488,9.0,12.8,0,1085,76,69,9,maiz,secano,no,no,convencional,1
CSC006333,18.0,32.5,15.2,85,28.3,0,48,16.0,0.48,0.06,0.5,12,3,182,6.7,2.1,18,1.51,418,4.5,0.2,0,704,56,83,150,citricos,secano,si,no,integrado,0
CSC006334,23.7,22.2,9.8,73,33.2,33,56,3.5,0.57,0.22,0.24,5,2,171,6.2,2.6,10,1.51,385,12.1,20.9,22,1089,80,57,77,trigo,secano,si,no,convencional,1
CSC006335,30.2,23.6,17.5,61,15.1,61,56,0.9,0.71,0.22,0.24,18,1,113,6.2,3.9,4,0.1,203,11.8,28.8,17,776,27,77,42,maiz,goteo,no,no,integrado,0
CSC006336,15.2,34.9,12.3,38,28.5,26,243,4.9,0.52,0.36,0.6,13,3,157,7.5,0.8,23,0.1,453,8.4,0.2,30,1194,40,81,70,olivo,secano,no,no,convencional,0
CSC006337,22.3,30.5,16.0,49,23.6,78,42,5.9,0.67,0.2,0.47,0,2,140,6.6,1.8,15,0.75,510,0.0,10.0,10,654,45,59,123,trigo,secano,si,no,ecologico,0
CSC006338,17.7,20.4,14.6,64,25.9,53,0,10.2,0.42,0.25,0.27,38,5,196,6.3,3.7,23,0.42,283,0.0,10.5,28,1369,29,92,154,trigo,secano,no,no,convencional,1
CSC006339,27.0,23.3,6.3,100,24.5,60,75,6.8,0.38,0.06,0.69,1,2,160,6.7,3.5,27,1.3,103,11.6,11.9,36,930,34,75,107,horticola,goteo,si,no,convencional,0
CSC006340,17.8,30.1,11.1,72,32.3,0,155,12.9,0.64,0.05,0.42,41,2,225,5.5,1.9,27,0.97,271,17.0,28.9,6,1113,49,61,72,trigo,goteo,si,no,convencional,1
CSC006341,19.3,21.3,15.9,73,24.5,1,112,4.8,0.65,0.2,0.35,60,1,156,5.2,4.2,25,0.1,404,3.8,23.1,0,957,46,52,141,trigo,secano,no,si,integrado,0
CSC006342,21.3,30.7,14.2,55,30.0,95,96,6.4,0.57,0.09,0.56,6,2,137,6.6,2.8,16,0.28,427,11.4,11.4,25,933,73,82,99,trigo,secano,no,no,ecologico,1
CSC006343,25.5,23.9,17.1,52,22.6,47,139,7.1,0.52,0.16,0.44,48,5,146,6.9,2.1,27,0.6,214,21.5,14.9,30,797,76,84,78,citricos,goteo,si,no,ecologico,1
CSC006344,17.1,32.4,11.7,60,23.9,0,33,0.0,0.34,0.14,0.26,50,4,215,7.1,3.1,11,0.14,36,19.1,27.0,9,861,45,87,58,trigo,secano,si,si,integrado,0
CSC006345,15.4,30.6,9.8,71,19.2,47,152,9.1,0.57,0.22,0.42,11,3,179,7.3,3.2,39,0.96,349,4.9,21.0,16,1296,42,59,42,citricos,goteo,si,no,convencional,0
CSC006346,12.8,28.9,9.7,75,29.1,72,91,7.5,0.62,-0.18,0.44,5,6,202,6.6,2.0,35,1.15,442,15.8,15.1,34,949,39,51,94,horticola,aspersion,si,si,convencional,0
CSC006347,20.8,23.2,16.4,58,38.1,96,56,10.3,0.49,0.51,0.21,41,3,190,6.4,2.2,13,0.65,761,0.0,18.0,13,725,56,81,20,olivo,goteo,si,no,convencional,0
CSC006348,18.3,32.2,8.1,61,25.3,42,129,7.4,0.6,0.18,0.63,1,5,211,5.3,2.9,19,0.94,540,10.9,14.8,39,668,83,69,68,trigo,aspersion,si,no,convencional,0
CSC006349,21.6,27.9,10.9,76,37.9,21,171,10.9,0.37,0.38,0.21,28,3,178,6.4,2.6,11,1.92,268,11.6,17.7,20,895,71,78,125,vid,secano,si,si,convencional,1
CSC006350,20.5,25.2,12.1,95,21.7,105,179,0.0,0.68,0.13,0.35,55,3,131,7.7,2.8,19,1.05,440,21.4,30.0,22,784,51,59,151,horticola,aspersion,si,si,convencional,0
CSC006351,24.8,22.7,13.2,42,17.9,58,102,0.2,0.49,0.18,0.28,18,0,261,7.0,0.8,19,0.42,413,0.0,19.0,10,573,0,66,93,trigo,goteo,si,no,convencional,0
CSC006352,13.5,24.6,12.3,67,13.5,3,39,0.2,0.95,0.38,0.33,38,3,179,6.9,1.4,20,1.41,119,9.3,20.3,5,725,10,60,7,horticola,secano,no,no,convencional,0
CSC006353,9.5,32.6,14.5,68,15.0,44,55,9.3,0.39,0.21,0.6,62,3,213,5.9,1.4,9,1.14,488,17.4,21.5,26,889,38,60,55,vid,aspersion,si,no,ecologico,0
CSC006354,16.3,23.1,10.8,57,36.6,39,122,7.4,0.58,0.37,0.71,19,4,271,6.4,3.1,28,1.12,269,14.6,15.8,0,940,34,77,29,citricos,goteo,si,no,integrado,0
CSC006355,19.4,26.0,14.8,79,25.4,15,68,14.5,0.6,0.23,0.52,61,2,202,6.9,2.4,15,1.12,680,4.7,13.6,7,980,52,30,62,citricos,secano,no,no,ecologico,0
CSC006356,22.3,26.7,10.1,71,31.7,29,0,12.8,0.59,0.01,0.51,18,3,126,6.3,2.8,14,1.38,229,4.8,2.6,2,919,6,73,77,citricos,aspersion,si,si,convencional,0
CSC006357,16.9,27.9,11.6,82,38.1,44,146,10.9,0.67,0.2,0.38,25,3,255,7.2,2.3,9,1.88,580,8.5,10.0,0,493,60,93,36,citricos,aspersion,si,si,integrado,0
CSC006358,23.3,32.1,7.6,79,12.2,33,57,15.5,0.78,0.1,0.44,13,4,110,6.8,2.9,25,0.81,448,0.0,0.2,6,850,23,95,59,maiz,goteo,si,no,ecologico,0
CSC006359,21.1,34.2,12.4,67,26.0,17,89,2.6,0.55,0.06,0.58,33,2,156,5.3,3.0,24,0.84,423,6.1,0.2,9,707,30,83,216,olivo,secano,si,no,convencional,0
CSC006360,20.5,25.1,5.9,79,34.7,52,150,9.5,0.64,0.22,0.29,60,3,206,5.4,2.0,30,0.75,437,14.3,1.8,40,730,84,88,129,horticola,aspersion,si,si,ecologico,0
CSC006361,17.5,28.0,6.7,53,23.5,25,175,10.6,0.59,0.11,0.3,56,0,184,6.2,1.1,23,0.13,199,14.9,3.6,30,809,0,79,118,vid,secano,no,no,integrado,0
CSC006362,24.5,26.5,3.0,60,20.9,92,208,8.9,0.65,0.35,0.26,39,2,182,6.5,1.8,25,0.64,591,0.0,5.7,10,774,50,78,115,trigo,secano,no,no,integrado,1
CSC006363,18.9,25.4,13.0,67,26.8,38,182,3.2,0.55,0.38,0.33,18,0,194,7.0,2.6,24,0.94,170,9.6,18.2,41,866,38,91,45,maiz,secano,si,no,convencional,0
CSC006364,19.5,28.8,10.3,47,19.0,83,77,5.2,0.72,0.18,0.23,0,2,159,6.5,3.2,21,0.6,489,16.9,1.6,8,977,74,87,5,horticola,goteo,si,no,integrado,0
CSC006365,20.8,26.9,19.0,67,16.4,77,181,6.4,0.63,0.25,0.52,33,4,120,5.9,2.5,22,0.61,516,7.2,7.3,19,1079,67,55,9,horticola,goteo,si,no,convencional,0
CSC006366,16.3,28.6,6.5,48,20.1,17,188,0.0,0.61,0.11,0.15,23,0,183,7.1,0.7,19,1.32,341,1.4,18.7,38,673,50,91,74,vid,goteo,si,si,integrado,0
CSC006367,23.3,35.1,16.7,85,22.2,80,40,10.7,0.45,0.23,0.24,0,2,196,6.2,3.3,14,1.14,131,12.5,11.6,28,950,37,78,97,trigo,secano,si,no,integrado,0
CSC006368,24.6,32.0,9.3,72,24.8,110,89,10.5,0.73,0.34,0.51,38,0,197,6.4,0.9,19,0.77,393,1.7,1.2,25,682,65,63,111,olivo,goteo,si,no,convencional,0
CSC006369,20.3,24.1,9.4,74,29.9,72,195,6.1,0.73,-0.03,0.44,56,5,161,7.3,2.3,16,0.89,355,18.0,17.2,0,1088,32,70,71,olivo,secano,si,no,ecologico,0
CSC006370,22.7,27.9,10.9,70,15.6,59,31,10.8,0.76,0.2,0.64,58,0,221,7.7,0.4,23,1.84,457,4.4,19.1,18,1240,32,88,156,olivo,secano,si,si,ecologico,0
CSC006371,13.4,35.2,18.4,51,37.6,14,72,15.2,0.48,0.21,0.2,18,2,158,7.7,1.9,30,0.13,285,2.8,7.0,12,881,42,86,133,maiz,aspersion,si,si,ecologico,0
CSC006372,25.2,28.8,13.7,95,18.7,46,72,8.9,0.5,0.25,0.72,19,4,163,7.1,3.1,26,1.42,175,8.8,16.0,23,1534,20,63,70,vid,goteo,si,no,ecologico,1
CSC006373,16.0,29.3,4.6,41,16.4,80,78,6.6,0.57,0.25,0.18,0,5,199,6.6,2.0,14,1.12,214,0.0,17.4,25,824,29,64,121,horticola,goteo,no,no,integrado,0
CSC006374,27.8,31.2,13.1,49,25.1,30,63,11.5,0.58,-0.1,0.31,0,4,187,5.9,1.2,23,0.7,640,13.7,2.2,0,523,40,63,32,trigo,goteo,si,si,integrado,0
CSC006375,18.9,19.7,7.4,70,23.0,26,119,16.2,0.57,0.34,0.5,47,7,198,7.7,1.7,18,0.72,685,14.1,1.9,10,889,31,61,120,vid,secano,no,no,convencional,0
CSC006376,19.5,35.1,14.5,52,22.2,58,48,3.0,0.55,0.23,0.45,43,3,185,7.0,3.2,11,1.19,721,13.2,23.6,26,709,26,72,20,citricos,goteo,no,si,convencional,0
CSC006377,28.1,30.8,17.6,85,25.1,59,0,13.9,0.46,0.07,0.61,43,3,218,6.1,1.9,26,0.82,369,10.1,22.4,37,564,0,76,63,horticola,secano,si,no,integrado,0
CSC006378,16.8,30.8,23.7,66,17.7,40,69,0.0,0.81,0.03,0.5,37,3,124,6.2,2.1,40,0.66,163,0.0,0.2,21,790,70,77,104,maiz,secano,no,no,convencional,0
CSC006379,15.3,27.0,11.5,70,25.4,0,39,2.5,0.61,0.42,0.29,0,3,190,7.1,0.4,29,0.97,489,9.0,4.9,10,983,58,90,85,olivo,goteo,no,no,integrado,0
CSC006380,16.0,31.3,10.9,69,18.2,37,170,13.5,0.81,0.12,0.35,51,5,253,6.9,2.0,21,1.82,499,11.3,6.7,62,598,53,78,52,vid,aspersion,si,no,ecologico,1
CSC006381,27.6,17.5,17.4,66,26.2,85,236,3.5,0.75,0.03,0.37,35,4,112,6.3,1.6,14,0.39,373,0.0,8.2,15,1034,14,66,54,trigo,secano,no,no,integrado,0
CSC006382,24.5,31.7,8.2,37,26.8,52,53,14.2,0.7,-0.2,0.23,22,2,121,6.7,3.6,18,1.19,317,16.7,9.8,26,949,30,92,16,olivo,secano,si,si,integrado,0
CSC006383,23.1,27.0,17.1,56,35.3,59,102,9.0,0.41,0.18,0.42,21,2,102,6.0,2.5,31,0.93,538,11.9,0.5,43,532,57,81,100,horticola,secano,no,no,integrado,0
CSC006384,19.7,32.6,9.5,61,24.5,0,156,6.4,0.64,0.07,0.46,9,4,95,6.2,0.4,10,1.22,405,6.9,20.8,26,440,47,69,40,vid,secano,no,no,ecologico,0
CSC006385,17.9,21.1,15.9,76,30.2,29,132,0.0,0.57,0.07,0.48,43,3,154,7.3,3.4,34,0.62,283,13.1,6.8,25,630,33,77,38,horticola,secano,si,si,convencional,1
CSC006386,15.6,20.7,10.6,75,15.4,27,99,12.2,0.43,0.12,0.26,0,2,193,7.4,2.0,34,0.7,138,15.0,15.7,28,470,57,60,162,citricos,secano,no,no,ecologico,0
CSC006387,13.9,28.5,6.1,84,30.7,98,20,1.4,0.45,0.24,0.26,39,3,261,8.3,3.2,20,1.29,343,9.3,23.4,22,241,57,60,172,vid,goteo,si,si,convencional,0
CSC006388,27.6,27.2,7.4,73,31.0,108,85,10.0,0.62,0.25,0.54,13,0,192,7.1,2.9,28,2.12,493,7.5,0.2,0,890,48,56,118,citricos,aspersion,si,si,convencional,0
CSC006389,23.0,32.9,12.8,66,15.4,21,172,8.6,0.52,0.46,0.4,26,4,166,5.6,2.5,21,1.19,511,9.3,10.2,0,580,61,90,66,trigo,goteo,si,no,convencional,0
CSC006390,22.4,28.1,11.0,61,23.2,30,90,7.9,0.38,-0.08,0.44,20,2,216,6.4,2.2,11,0.21,395,9.3,25.5,35,797,77,73,98,maiz,goteo,no,no,convencional,0
CSC006391,27.0,27.0,8.1,49,27.4,7,90,4.7,0.78,0.45,0.27,32,5,122,6.3,1.1,28,0.84,364,7.2,8.5,0,664,34,43,77,maiz,secano,si,si,ecologico,0
CSC006392,12.9,21.9,24.7,88,23.0,58,72,5.7,0.61,0.32,0.55,4,6,166,5.7,2.7,6,1.14,575,14.7,8.2,19,1100,52,62,9,vid,secano,si,no,convencional,0
CSC006393,21.7,30.8,9.8,86,19.3,35,134,11.5,0.82,0.13,0.42,24,5,180,6.4,2.7,19,0.92,372,12.9,20.0,26,580,68,87,160,trigo,goteo,si,si,integrado,0
CSC006394,21.7,30.0,11.2,67,19.7,14,93,1.7,0.62,0.41,0.5,17,4,259,6.5,2.8,33,0.1,0,0.6,16.4,8,950,64,64,161,maiz,secano,si,no,convencional,0
CSC006395,24.7,30.2,14.1,80,28.7,6,28,10.0,0.71,0.47,0.64,31,5,229,6.9,2.8,32,1.12,414,7.9,19.9,23,935,33,66,123,vid,aspersion,si,no,ecologico,0
CSC006396,22.0,35.0,15.1,64,27.0,79,87,7.8,0.74,0.37,0.47,0,4,156,6.3,2.1,18,1.39,488,6.2,9.6,22,1126,61,80,39,vid,aspersion,si,si,convencional,1
CSC006397,17.5,32.6,16.6,93,27.5,71,110,19.4,0.75,0.24,0.52,49,1,183,6.1,2.0,35,0.86,186,11.4,7.4,0,727,0,67,113,citricos,goteo,si,no,integrado,0
CSC006398,21.2,28.9,9.0,82,25.6,1,91,6.8,0.63,0.41,0.23,0,6,117,6.6,2.4,18,1.9,634,13.3,0.2,7,792,65,58,154,horticola,secano,si,no,convencional,1
CSC006399,18.1,26.8,5.3,63,34.4,41,148,6.8,0.57,0.3,0.15,9,1,155,5.5,2.1,37,0.91,456,13.1,0.2,7,679,78,88,102,horticola,goteo,no,no,integrado,1
CSC006400,17.6,25.1,14.7,95,16.4,96,121,7.1,0.71,0.05,0.34,27,5,174,7.2,2.5,20,0.5,389,7.9,12.6,11,325,54,54,122,trigo,secano,no,no,convencional,0
CSC006401,18.2,28.6,7.2,52,14.5,35,51,0.0,0.55,-0.03,0.12,34,5,135,6.2,1.8,36,0.76,521,11.6,26.2,0,722,37,70,131,trigo,secano,no,no,convencional,0
CSC006402,22.9,37.9,7.1,73,26.1,0,150,3.1,0.8,0.43,0.29,26,5,108,6.5,1.2,29,0.99,469,20.5,5.8,20,1133,2,66,81,horticola,secano,si,no,convencional,0
CSC006403,11.8,31.6,9.8,82,28.3,65,0,5.7,0.58,0.02,0.38,12,3,221,6.4,3.3,9,0.28,762,7.0,13.2,4,791,47,100,91,citricos,secano,si,si,ecologico,0
CSC006404,21.2,29.9,8.1,60,29.1,16,152,12.2,0.64,0.51,0.44,8,2,204,7.2,1.2,28,0.1,473,10.6,4.3,28,1297,45,74,80,citricos,secano,si,no,ecologico,0
CSC006405,17.1,20.2,10.3,84,31.3,35,154,1.7,0.64,0.26,0.27,8,5,182,7.8,2.9,16,0.59,892,10.5,6.6,4,1130,36,76,118,maiz,goteo,no,si,integrado,0
CSC006406,26.4,23.4,14.6,70,16.3,24,220,10.4,0.79,-0.0,0.55,29,2,226,6.8,3.9,5,1.46,453,0.0,11.2,59,931,44,100,44,horticola,secano,si,no,integrado,0
CSC006407,14.2,31.6,12.4,44,5.0,62,0,4.6,0.49,0.13,0.21,26,4,166,6.7,2.1,18,1.25,203,0.0,26.2,35,1245,30,75,149,citricos,secano,si,no,integrado,0
CSC006408,24.2,28.4,13.7,53,13.7,54,132,8.0,0.46,0.42,0.19,9,6,126,6.1,2.9,32,1.09,281,10.1,10.3,26,848,22,89,21,maiz,secano,no,si,ecologico,0
CSC006409,15.5,31.6,13.3,67,22.4,133,0,0.0,0.67,0.16,0.26,19,3,166,6.8,1.3,8,0.57,328,4.4,6.4,27,1052,33,67,13,maiz,goteo,si,no,integrado,0
CSC006410,17.5,27.8,12.3,73,31.7,36,0,4.7,0.73,-0.1,0.03,30,3,190,6.4,1.1,29,0.61,581,7.1,2.5,0,487,59,71,23,trigo,secano,si,si,convencional,0
CSC006411,22.4,29.3,12.6,88,24.9,56,117,13.0,0.62,0.34,0.18,0,2,152,6.6,3.7,25,0.83,839,8.5,0.9,65,932,24,85,119,trigo,aspersion,si,no,integrado,1
CSC006412,23.7,26.2,18.2,86,26.0,84,50,14.5,0.68,0.35,0.23,18,4,221,6.3,0.3,18,1.62,240,8.9,5.4,17,861,79,66,112,citricos,goteo,no,no,integrado,1
CSC006413,21.6,25.4,4.2,50,27.4,57,168,3.0,0.32,-0.15,0.29,52,1,212,6.7,2.2,15,1.15,0,3.1,10.2,21,838,47,79,142,olivo,goteo,si,si,ecologico,0
CSC006414,24.6,26.0,11.6,61,19.2,13,171,7.6,0.43,0.11,0.25,8,4,187,7.4,0.6,26,1.41,484,19.4,7.6,25,656,33,84,76,trigo,secano,si,si,ecologico,0
CSC006415,21.2,24.6,14.1,68,32.6,63,31,9.5,0.49,0.25,0.22,32,2,233,6.2,2.4,19,2.0,358,11.1,4.2,35,792,88,95,136,horticola,aspersion,si,no,integrado,0
CSC006416,16.9,24.4,15.2,79,35.3,38,85,6.5,0.6,0.29,0.65,0,3,132,7.1,3.5,17,0.49,819,3.8,13.7,0,1160,24,83,83,vid,goteo,si,no,ecologico,0
CSC006417,15.0,28.9,11.6,56,23.6,65,102,10.5,0.75,-0.03,0.14,9,3,191,6.8,2.1,25,1.8,82,13.1,14.6,5,954,46,55,103,horticola,secano,si,si,convencional,0
CSC006418,16.1,20.2,9.4,61,29.2,62,161,13.4,0.64,0.28,0.43,30,5,131,7.3,2.1,26,0.1,59,8.9,22.2,30,903,100,98,40,citricos,goteo,si,no,integrado,0
CSC006419,20.0,25.2,15.5,72,28.0,71,127,9.4,0.71,0.3,0.36,26,5,198,6.3,2.2,21,1.01,44,6.6,14.5,0,756,46,75,65,citricos,aspersion,no,no,convencional,0
CSC006420,21.2,21.9,7.8,63,36.0,81,67,12.6,0.66,0.34,0.28,3,2,222,6.3,1.8,9,2.05,668,2.5,8.4,13,612,43,70,147,citricos,secano,no,no,ecologico,1
CSC006421,20.8,32.1,11.3,41,25.3,52,81,14.4,0.57,0.04,0.21,14,4,143,7.1,2.8,22,0.93,572,6.3,25.7,14,1147,61,64,59,citricos,aspersion,si,si,convencional,0
CSC006422,18.3,24.6,8.8,68,34.1,17,138,3.8,0.7,0.14,0.44,43,7,177,6.2,3.2,16,1.29,205,12.9,4.5,41,730,47,59,87,citricos,goteo,no,si,integrado,1
CSC006423,15.8,31.7,12.3,74,18.8,44,47,9.1,0.67,0.43,0.13,5,4,260,6.5,0.6,27,0.87,365,1.1,6.5,43,691,50,88,119,vid,goteo,si,si,integrado,0
CSC006424,17.7,32.4,8.8,69,23.0,28,226,1.9,0.46,0.29,0.44,33,5,102,5.7,2.0,29,0.34,570,3.4,1.0,27,785,37,81,115,horticola,secano,no,no,ecologico,0
CSC006425,24.8,25.7,9.3,61,26.0,43,108,10.6,0.74,-0.07,0.19,48,3,238,5.8,2.8,20,0.1,595,15.3,18.4,19,811,51,59,42,vid,aspersion,si,no,ecologico,0
CSC006426,25.3,35.7,5.1,83,24.1,41,138,12.5,0.61,0.2,0.46,11,2,204,6.2,2.5,36,0.1,649,2.4,22.7,52,636,48,47,67,horticola,secano,si,no,ecologico,0
CSC006427,18.5,31.0,1.9,76,20.5,61,55,12.9,0.62,0.07,0.39,32,6,144,6.2,2.5,26,0.42,165,15.3,31.4,43,677,26,70,8,citricos,aspersion,si,si,convencional,0
CSC006428,18.3,23.0,6.8,43,20.3,43,30,7.4,0.81,0.35,0.42,27,1,199,6.6,0.9,17,0.55,509,0.0,6.1,36,1208,32,75,91,trigo,aspersion,no,si,convencional,0
CSC006429,18.8,29.5,13.3,77,22.0,18,140,4.2,0.7,0.25,0.4,25,4,159,7.5,2.9,35,0.62,164,22.4,10.1,7,666,0,68,5,maiz,goteo,si,no,convencional,1
CSC006430,17.0,29.2,8.0,71,23.0,0,102,14.8,0.74,0.42,0.56,39,7,191,6.5,4.7,15,1.53,134,0.0,18.5,23,947,74,79,143,vid,goteo,si,no,ecologico,1
CSC006431,14.5,28.1,8.5,86,32.4,35,87,6.0,0.66,0.02,0.11,17,4,221,7.1,1.7,19,0.1,389,8.1,17.1,4,892,34,100,45,vid,aspersion,no,no,convencional,0
CSC006432,24.1,27.9,11.2,77,32.9,38,88,5.1,0.59,0.12,0.41,34,9,213,7.3,0.3,18,0.1,372,12.1,22.1,24,898,42,48,61,olivo,goteo,no,si,convencional,1
CSC006433,20.3,33.0,13.1,48,20.9,83,122,0.0,0.72,0.63,0.3,34,4,228,7.4,1.7,13,1.54,250,3.9,14.6,4,1233,39,100,203,citricos,goteo,no,no,convencional,0
CSC006434,15.6,28.0,14.0,59,33.1,47,0,5.1,0.6,0.32,0.27,25,3,190,6.3,2.1,12,0.88,353,8.0,22.3,28,967,71,65,107,olivo,secano,no,no,ecologico,1
CSC006435,16.4,31.9,13.6,62,34.7,0,62,8.5,0.47,0.03,0.47,39,2,211,6.4,2.7,30,1.91,194,14.5,35.0,33,925,53,74,5,maiz,secano,no,no,convencional,0
CSC006436,17.4,26.6,16.6,71,32.0,4,194,9.0,0.7,0.15,0.53,6,4,220,6.0,2.1,30,0.92,364,0.0,23.0,0,1020,53,87,58,vid,goteo,no,si,convencional,0
CSC006437,24.2,25.7,12.3,89,26.7,62,73,8.9,0.47,0.39,0.53,10,4,164,6.6,2.3,20,1.83,552,5.4,15.4,29,680,14,91,106,olivo,secano,no,si,convencional,0
CSC006438,20.7,40.3,14.1,63,24.3,93,16,11.5,0.63,0.13,0.31,17,2,215,7.1,1.4,14,1.77,689,4.7,14.3,45,846,35,90,107,olivo,secano,si,no,integrado,1
CSC006439,19.9,33.5,13.2,32,24.3,62,54,6.3,0.43,0.29,0.07,43,5,252,6.9,4.6,32,1.19,502,12.9,3.6,21,843,58,61,38,trigo,goteo,si,si,convencional,0
CSC006440,23.6,26.9,16.5,55,28.7,0,102,12.7,0.64,0.18,0.25,22,3,150,6.4,1.5,18,0.5,408,13.0,15.4,34,1282,41,69,53,vid,goteo,si,no,ecologico,0
CSC006441,12.9,33.9,16.7,79,23.7,53,161,1.5,0.7,0.03,0.33,22,1,194,6.4,3.1,19,0.32,496,0.0,10.4,9,470,56,78,185,trigo,goteo,no,no,convencional,0
CSC006442,30.1,24.8,10.2,100,27.6,35,17,6.6,0.51,0.39,0.4,33,0,191,6.2,1.7,21,0.84,403,8.9,6.9,18,466,29,68,40,trigo,goteo,no,no,convencional,1
CSC006443,14.5,30.5,16.9,66,16.5,47,29,5.5,0.69,-0.14,0.0,11,5,176,6.9,1.5,29,0.79,301,5.1,5.2,15,843,22,68,71,trigo,secano,si,si,ecologico,0
CSC006444,14.5,27.1,13.4,55,12.5,20,58,12.1,0.66,0.14,0.15,0,0,227,6.6,2.7,23,0.88,101,4.0,15.0,30,894,12,66,150,citricos,aspersion,no,si,ecologico,1
CSC006445,20.3,23.9,10.1,63,19.5,72,25,4.7,0.68,0.18,0.49,4,1,151,7.2,1.9,25,1.23,320,19.1,12.4,5,909,27,73,129,maiz,goteo,si,si,convencional,0
CSC006446,22.0,30.0,14.4,54,38.4,30,64,6.4,0.94,0.27,0.88,21,4,181,7.3,0.6,35,0.76,591,8.4,5.2,4,662,28,77,143,vid,secano,si,no,ecologico,0
CSC006447,14.5,28.5,12.9,85,16.7,54,72,12.1,0.56,0.1,0.34,17,1,185,8.1,2.5,30,1.18,101,7.0,0.2,0,860,67,95,31,trigo,aspersion,si,no,convencional,1
