id_especimen,longitud_total_mm,longitud_elitro_mm,anchura_max_mm,anchura_pronoto_mm,anchura_cabeza_mm,altura_cuerpo_mm,peso_mg,longitud_antena_mm,num_segmentos_antena,longitud_pata_posterior_mm,longitud_femur_mm,longitud_tibia_mm,longitud_ala_mm,envergadura_mm,num_manchas,diametro_mancha_mm,num_estrias_elitro,distancia_interocular_mm,diametro_ojo_mm,longitud_mandibula_mm,ratio_largo_ancho,ratio_antena_cuerpo,ratio_ala_cuerpo,area_dorsal_mm2,volumen_estimado_mm3,densidad_setas,intensidad_color,especie_invasora
INV007658,18.23,11.17,8.98,5.15,3.57,5.49,220,9.83,12,12.58,4.84,4.18,9.86,28.7,7,0.57,10,2.44,1.14,1.42,2.03,0.539,0.541,127.7,449.4,13,54,0
INV007659,12.92,7.85,5.6,4.48,4.12,3.37,111,4.99,10,7.48,3.71,3.61,9.5,24.6,3,0.85,8,1.4,1.04,1.52,2.31,0.386,0.735,56.4,121.9,12,10,0
INV007660,17.21,10.74,7.78,5.36,3.85,7.07,204,6.16,10,8.87,5.52,4.16,11.54,30.86,4,0.56,10,1.46,0.79,1.29,2.21,0.358,0.671,104.4,473.3,13,188,0
INV007661,12.02,7.22,5.17,3.9,2.14,2.43,26,7.04,8,4.84,2.96,2.55,14.32,33.81,8,1.2,8,0.81,0.77,1.6,2.32,0.586,1.191,48.5,75.5,5,105,0
INV007662,14.49,8.84,6.48,5.85,3.76,5.59,210,6.51,11,10.8,4.93,2.92,11.12,28.72,3,0.94,9,1.33,0.86,0.47,2.24,0.449,0.767,73.2,262.4,16,48,0
INV007663,15.65,9.86,9.26,6.56,3.11,5.52,103,7.3,10,4.48,4.35,2.87,14.73,38.72,3,1.17,10,1.46,0.92,1.04,1.69,0.466,0.941,113.0,400.0,19,167,0
INV007664,12.34,7.36,5.62,2.44,2.35,3.41,174,9.38,10,8.06,2.44,3.5,21.54,48.7,13,1.18,12,1.21,0.64,1.35,2.2,0.76,1.746,54.1,118.2,18,96,1
INV007665,18.17,11.05,3.92,5.5,3.58,3.55,156,5.53,10,8.27,4.42,3.67,13.09,30.1,11,1.86,11,2.57,0.87,1.48,4.64,0.304,0.72,55.6,126.4,14,117,1
INV007666,13.59,8.09,4.6,3.37,2.12,3.17,46,7.33,11,5.27,4.1,3.5,10.78,26.16,5,0.94,12,1.94,0.51,1.58,2.95,0.539,0.793,48.8,99.1,20,79,0
INV007667,15.27,9.26,5.12,5.84,4.17,2.8,143,11.07,10,7.87,3.81,3.35,7.24,19.6,4,0.52,8,1.42,0.82,1.74,2.98,0.725,0.474,61.0,109.5,18,117,0
INV007668,17.42,10.73,6.54,5.76,3.84,4.95,109,8.22,8,8.2,5.98,2.74,11.03,28.6,0,0.0,9,1.88,1.17,0.59,2.66,0.472,0.633,88.9,282.0,11,107,0
INV007669,13.23,7.64,3.79,3.48,1.04,1.9,137,3.5,10,7.4,4.26,1.82,9.34,22.47,0,0.25,6,1.13,0.81,0.65,3.49,0.265,0.706,39.1,47.6,12,39,0
INV007670,9.52,5.64,8.68,3.45,3.16,3.9,185,6.83,8,5.01,4.1,3.48,12.09,32.86,7,1.11,9,1.18,0.71,2.2,1.1,0.717,1.27,64.5,161.1,17,156,0
INV007671,15.48,9.69,5.89,4.35,3.32,6.02,96,2.0,9,5.08,1.8,4.38,3.0,11.89,2,0.48,6,1.46,1.11,0.93,2.63,0.129,0.194,71.1,274.4,5,49,0
INV007672,12.13,7.54,4.66,4.93,3.69,3.26,77,7.99,13,4.81,4.21,2.02,11.35,27.36,9,0.2,9,1.13,0.51,0.36,2.6,0.659,0.936,44.1,92.1,12,131,0
INV007673,8.88,5.37,5.61,4.0,2.08,2.47,10,8.86,11,6.09,2.8,2.68,12.61,30.83,4,0.91,10,1.55,0.46,0.98,1.58,0.998,1.42,38.9,61.5,8,165,0
INV007674,14.9,8.62,4.55,6.01,2.61,3.4,170,6.03,10,6.15,2.98,2.99,19.51,43.57,4,0.84,7,1.57,0.99,1.63,3.27,0.405,1.309,52.9,115.3,8,138,0
INV007675,12.81,8.14,6.13,5.68,3.39,6.29,152,3.21,11,5.39,3.95,2.94,8.21,22.55,5,0.0,7,2.09,0.65,0.75,2.09,0.251,0.641,61.2,247.0,6,81,0
INV007676,15.84,10.07,8.89,6.64,3.94,5.19,216,10.97,11,10.92,2.91,2.63,14.47,37.83,7,0.91,8,1.55,1.18,1.92,1.78,0.693,0.914,109.8,365.4,3,205,1
INV007677,9.57,5.98,6.22,2.54,4.47,2.67,41,6.12,11,7.1,3.08,3.5,8.81,23.84,7,0.43,7,1.41,1.04,1.67,1.54,0.639,0.921,46.4,79.5,11,109,0
INV007678,10.25,6.15,6.05,3.88,2.92,4.14,32,7.04,11,10.76,2.27,2.58,18.82,43.69,8,1.03,12,2.06,1.03,1.98,1.69,0.687,1.836,48.4,128.4,21,123,0
INV007679,18.08,11.12,6.52,6.14,4.09,4.43,255,10.13,10,11.33,3.63,4.48,12.91,32.34,5,0.33,10,2.08,0.96,2.2,2.77,0.56,0.714,91.9,261.1,9,120,0
INV007680,16.86,10.59,5.28,6.14,4.3,2.37,51,13.36,10,5.64,3.52,3.45,19.82,44.92,11,1.22,11,1.23,0.99,2.63,3.19,0.792,1.176,69.4,105.5,17,148,0
INV007681,22.74,14.07,9.2,5.22,4.47,4.5,188,8.87,11,11.58,5.43,5.26,17.07,43.34,3,0.54,9,2.25,0.85,3.61,2.47,0.39,0.751,163.2,470.7,17,111,1
INV007682,17.91,10.92,8.17,6.58,3.41,6.67,253,8.48,9,10.1,3.45,4.51,16.72,41.61,2,1.11,9,2.08,1.16,1.19,2.19,0.473,0.934,114.1,488.0,14,230,0
INV007683,23.43,14.77,11.18,8.31,4.0,8.16,175,10.08,10,11.29,4.56,4.87,11.69,34.56,6,1.22,10,2.11,1.03,1.93,2.1,0.43,0.499,204.3,1068.7,22,184,0
INV007684,12.8,8.34,7.03,6.53,3.43,3.03,145,9.86,10,9.11,4.78,3.69,13.08,33.19,6,0.82,14,0.8,1.02,1.97,1.82,0.77,1.022,70.2,136.3,13,164,0
INV007685,17.64,11.31,6.46,5.11,2.7,5.36,240,10.18,10,7.42,4.37,2.22,17.2,40.86,16,1.38,7,1.47,0.52,2.15,2.73,0.577,0.975,88.9,305.4,23,144,0
INV007686,13.09,8.33,7.98,5.99,3.49,5.21,186,4.47,8,10.87,3.32,3.64,11.97,31.92,6,1.03,11,2.28,0.9,0.37,1.64,0.341,0.914,81.5,272.1,8,87,0
INV007687,17.01,10.73,7.47,6.73,4.86,7.34,244,6.34,9,11.8,4.64,4.33,9.59,26.65,2,0.74,7,2.2,1.2,2.42,2.28,0.373,0.564,99.1,466.3,6,102,0
INV007688,18.57,11.56,7.75,7.36,3.95,6.27,288,4.9,9,12.38,4.7,3.77,5.32,18.39,0,0.71,4,1.89,0.9,1.06,2.4,0.264,0.286,112.3,451.2,4,100,0
INV007689,16.43,9.73,6.35,6.13,3.23,6.13,37,5.75,10,9.1,3.93,3.4,17.28,40.91,8,0.37,7,1.5,0.85,1.43,2.59,0.35,1.052,81.4,319.8,5,116,0
INV007690,19.14,11.97,6.24,6.77,4.65,5.54,102,5.87,10,12.42,6.43,4.44,11.97,30.18,4,0.51,9,1.76,0.97,1.64,3.07,0.307,0.625,93.2,330.8,18,72,1
INV007691,17.21,10.63,7.12,5.54,4.28,6.85,239,3.72,9,7.82,5.75,3.86,13.48,34.08,3,0.64,6,1.72,0.75,1.07,2.42,0.216,0.783,95.6,419.7,2,181,0
INV007692,21.38,13.22,6.33,6.87,4.46,5.9,153,5.4,9,11.38,4.52,5.28,7.82,21.97,6,0.18,7,1.86,1.16,1.04,3.38,0.253,0.366,105.6,399.2,7,139,0
INV007693,17.9,11.37,8.16,5.33,4.85,5.73,163,9.12,11,11.37,5.61,3.35,10.63,29.42,10,0.42,10,1.92,0.72,1.59,2.19,0.509,0.594,113.9,418.5,10,228,0
INV007694,14.81,8.82,8.74,4.68,5.17,5.71,194,8.94,10,10.88,4.01,4.81,9.05,26.84,7,0.3,8,1.21,0.98,1.17,1.69,0.604,0.611,101.0,369.5,0,123,0
INV007695,10.16,6.17,6.78,4.34,3.42,2.77,138,5.62,11,7.26,3.48,4.1,8.25,23.28,4,0.98,8,1.77,1.07,1.53,1.5,0.553,0.812,53.7,95.4,14,213,0
INV007696,12.86,8.1,7.25,5.14,3.84,5.98,171,6.66,10,8.97,3.8,4.6,13.66,34.57,6,0.75,9,1.98,0.85,1.93,1.77,0.518,1.062,72.7,278.8,10,113,0
INV007697,18.2,10.94,6.31,6.41,2.95,4.5,126,9.45,9,7.5,5.47,4.19,17.22,40.75,7,1.18,9,1.45,0.74,2.07,2.88,0.519,0.946,89.6,258.4,14,208,0
INV007698,15.72,9.72,6.25,4.05,2.1,3.71,205,9.13,10,9.97,2.33,2.59,18.26,42.77,5,1.35,11,1.71,0.86,1.88,2.52,0.581,1.162,76.6,182.3,24,195,0
INV007699,17.03,10.62,6.28,3.99,4.9,4.26,227,5.59,9,9.68,3.81,4.81,11.54,29.36,9,0.8,5,2.04,0.96,1.13,2.71,0.328,0.678,83.4,227.8,6,177,0
INV007700,13.43,8.8,3.55,4.41,3.69,7.17,173,6.88,12,4.97,4.26,3.87,13.71,30.97,0,0.32,6,0.99,1.4,1.14,3.78,0.512,1.021,37.2,170.9,1,15,0
INV007701,12.86,7.73,5.42,1.69,2.83,5.38,163,10.64,10,8.5,1.02,3.86,15.29,36.0,3,0.41,11,0.77,1.23,1.86,2.37,0.827,1.189,54.4,187.5,16,76,0
INV007702,13.0,7.94,5.46,5.46,2.26,3.31,231,8.05,11,8.96,3.08,4.04,11.81,29.08,5,0.75,7,1.24,0.71,1.56,2.38,0.619,0.908,55.4,117.5,1,87,0
INV007703,6.57,4.05,5.66,3.37,2.03,1.0,117,8.35,11,5.98,1.7,1.88,14.8,35.26,9,0.83,9,1.72,0.8,1.88,1.16,1.271,2.253,29.0,18.6,18,160,0
INV007704,18.92,11.73,9.22,6.98,3.8,6.07,265,5.73,8,11.62,5.74,4.54,9.89,29.0,4,1.26,8,1.97,1.13,0.58,2.05,0.303,0.523,136.1,529.4,8,49,0
INV007705,14.44,9.13,4.64,4.71,3.36,4.55,66,7.08,10,6.87,2.98,3.75,16.82,38.28,5,1.31,7,1.45,0.74,2.41,3.11,0.49,1.165,52.3,152.4,17,158,0
INV007706,17.18,10.88,8.49,6.37,2.99,6.06,249,8.83,9,12.52,6.85,4.53,8.81,26.11,4,0.57,8,1.63,0.91,1.73,2.02,0.514,0.513,113.8,442.0,16,164,0
INV007707,11.1,7.03,7.07,5.95,2.68,3.39,132,8.21,10,6.82,2.92,2.7,9.97,27.01,7,0.78,7,1.35,1.13,1.44,1.57,0.74,0.898,61.2,133.0,15,62,0
INV007708,15.48,9.57,6.83,2.64,3.18,4.22,124,5.33,11,11.18,3.45,4.51,6.65,20.13,6,0.6,8,1.34,0.9,1.0,2.27,0.344,0.43,82.5,223.1,7,110,0
INV007709,8.87,5.63,6.14,4.64,1.99,3.78,98,6.85,11,10.93,4.79,1.82,15.55,37.24,10,0.58,7,1.65,1.09,1.93,1.44,0.772,1.753,42.5,102.9,9,166,0
INV007710,20.9,12.85,5.17,5.52,4.31,4.03,266,6.07,11,9.05,4.21,3.57,17.38,39.93,7,1.47,10,2.57,0.74,1.39,4.04,0.29,0.832,84.3,217.7,10,195,0
INV007711,19.3,11.89,8.01,4.88,5.05,4.6,206,6.63,11,8.26,5.09,5.49,15.23,38.47,7,0.96,9,1.6,0.85,2.15,2.41,0.344,0.789,120.6,355.6,21,177,1
INV007712,16.86,11.08,6.39,5.69,2.92,1.76,225,10.88,10,9.43,3.56,3.15,12.19,30.77,9,0.74,10,1.22,1.0,1.73,2.64,0.645,0.723,84.0,94.8,13,42,0
INV007713,14.36,8.31,4.72,5.1,2.56,5.59,59,5.97,8,9.77,5.21,4.13,11.8,28.32,7,0.19,7,1.35,1.16,0.59,3.04,0.416,0.822,52.9,189.4,9,81,0
INV007714,13.55,8.54,6.74,4.92,3.23,4.58,82,9.14,10,6.07,3.22,2.24,7.8,22.34,5,0.44,6,1.71,0.89,1.66,2.01,0.675,0.576,71.2,209.1,10,106,0
INV007715,14.74,9.27,8.01,7.01,3.33,5.14,141,6.79,9,9.45,4.81,4.59,12.2,32.41,5,0.81,11,2.26,1.05,0.88,1.84,0.461,0.828,92.1,303.4,3,61,0
INV007716,11.27,7.19,5.31,6.85,2.94,6.19,174,7.0,10,10.48,3.98,5.73,9.79,24.89,10,0.67,14,1.55,0.76,2.22,2.12,0.621,0.869,46.7,185.2,14,192,0
INV007717,20.23,12.19,7.77,5.78,4.87,5.04,235,10.72,11,9.36,3.75,4.76,15.64,39.05,10,1.05,12,1.72,1.41,1.5,2.6,0.53,0.773,122.6,396.1,14,104,0
INV007718,11.32,6.95,4.89,3.33,2.67,4.06,200,10.85,9,7.95,2.6,2.8,14.48,33.85,8,1.28,7,1.51,1.14,1.53,2.31,0.958,1.279,43.2,112.4,14,188,0
INV007719,12.0,7.38,5.77,3.76,3.57,5.58,129,10.1,10,8.82,3.99,2.8,17.34,40.45,7,0.95,8,2.27,0.97,1.32,2.08,0.842,1.445,54.0,193.2,14,87,0
INV007720,17.11,10.62,6.33,6.07,4.53,4.14,357,7.85,11,9.5,4.56,5.86,6.72,19.77,3,0.45,6,1.83,1.06,1.28,2.7,0.459,0.393,84.5,224.2,0,30,0
INV007721,14.3,9.17,6.05,3.65,4.45,4.33,67,7.08,10,7.54,3.7,2.17,12.98,32.01,4,0.56,7,1.54,0.73,1.53,2.36,0.495,0.908,67.5,187.3,7,38,0
INV007722,14.28,9.0,5.23,5.96,3.8,5.56,115,4.48,10,7.29,2.65,4.4,9.88,24.99,5,0.13,7,2.11,0.56,0.24,2.73,0.314,0.692,58.3,207.6,8,75,0
INV007723,12.44,7.97,7.6,3.91,3.71,4.25,154,6.93,11,7.65,3.27,2.61,10.82,29.24,4,0.68,9,1.87,0.68,1.47,1.64,0.557,0.87,73.7,200.9,20,125,0
INV007724,11.65,6.8,7.06,3.95,1.09,3.47,69,14.15,10,5.0,3.87,2.22,15.5,38.06,8,0.7,12,1.29,0.59,2.05,1.65,1.215,1.33,64.2,142.7,16,255,0
INV007725,16.43,10.53,3.59,6.14,4.95,4.69,201,3.96,10,13.14,5.79,4.09,10.99,25.57,3,0.38,5,2.35,1.08,2.14,4.58,0.241,0.669,46.0,138.3,0,141,1
INV007726,22.99,14.33,9.11,8.26,5.62,6.27,311,3.78,8,14.86,7.34,5.17,12.97,35.05,3,0.55,6,2.79,0.65,1.55,2.52,0.164,0.564,163.4,656.6,6,58,1
INV007727,20.49,12.87,7.28,5.33,3.42,7.74,182,3.91,9,12.16,4.1,4.28,5.56,18.4,1,0.59,7,2.4,0.49,0.9,2.81,0.191,0.271,116.4,577.3,11,105,0
INV007728,25.62,15.88,8.35,8.59,4.42,3.95,267,8.16,11,8.28,6.73,7.57,15.46,39.27,8,1.02,11,2.95,1.26,1.67,3.07,0.319,0.603,166.9,422.5,13,103,0
INV007729,16.22,9.56,5.65,5.18,2.93,1.94,76,9.77,10,9.95,3.64,3.27,17.22,40.09,9,1.05,12,1.69,0.79,0.96,2.87,0.602,1.062,71.5,88.9,15,163,0
INV007730,20.28,12.41,8.6,7.38,3.43,6.24,168,9.2,9,10.11,4.4,3.55,12.13,32.86,5,0.72,11,1.42,0.55,1.64,2.36,0.454,0.598,136.0,544.2,12,177,0
INV007731,17.13,10.4,6.8,4.1,3.5,4.18,217,10.49,9,7.77,3.99,3.64,15.05,36.9,7,0.9,10,1.24,0.51,1.95,2.52,0.612,0.879,90.9,243.5,16,131,0
INV007732,14.33,8.53,9.89,3.6,2.19,3.06,283,11.75,10,6.63,2.93,4.4,8.73,27.35,8,1.09,8,1.7,1.09,2.49,1.45,0.82,0.609,110.5,216.8,2,67,0
INV007733,20.76,13.03,9.77,7.12,5.12,8.15,319,6.46,8,15.09,5.77,4.99,13.62,37.01,7,0.92,11,2.37,1.13,2.37,2.12,0.311,0.656,158.2,826.5,13,105,1
INV007734,19.44,12.21,10.25,8.88,5.19,8.18,270,4.59,11,14.52,4.3,6.95,11.71,33.67,2,0.68,9,2.09,1.05,0.47,1.9,0.236,0.602,155.4,815.0,5,59,0
INV007735,13.29,8.18,3.15,4.74,4.98,4.54,171,2.0,10,6.34,3.26,1.0,4.12,11.39,0,0.0,6,2.14,0.72,0.72,4.22,0.15,0.31,32.7,95.0,0,10,0
INV007736,18.15,11.07,7.68,8.52,4.44,6.85,280,9.53,10,11.69,5.32,4.42,21.09,49.86,9,0.95,8,1.6,1.24,2.68,2.36,0.525,1.162,108.7,477.4,22,216,1
INV007737,15.51,10.1,6.43,5.18,4.19,4.46,10,4.7,12,9.49,4.08,4.51,12.44,31.31,0,0.23,9,1.15,0.82,1.12,2.41,0.303,0.802,77.8,222.4,18,75,0
INV007738,17.0,9.89,7.63,5.6,3.54,3.24,229,10.68,12,6.76,5.48,3.09,14.86,37.35,6,1.01,13,1.56,0.69,2.52,2.23,0.628,0.874,101.2,210.1,26,107,0
INV007739,14.9,9.69,7.96,6.22,5.44,4.12,173,10.0,13,4.48,5.26,5.73,15.78,39.52,3,0.82,11,1.92,1.21,2.08,1.87,0.671,1.059,92.5,244.3,4,87,0
INV007740,17.62,10.72,9.29,6.69,4.37,4.29,118,11.21,11,7.82,2.88,3.56,13.22,35.73,3,0.77,12,2.05,0.81,1.71,1.9,0.636,0.75,127.7,351.1,15,138,0
INV007741,16.1,10.38,6.05,3.98,5.15,5.44,161,6.55,11,12.92,5.96,3.46,16.03,38.11,11,1.48,13,1.58,0.86,1.93,2.66,0.407,0.996,76.0,264.9,12,149,0
INV007742,19.31,11.96,9.06,6.68,3.42,4.08,227,5.53,10,9.02,4.14,4.09,10.12,29.3,0,0.23,8,1.91,0.24,0.97,2.13,0.286,0.524,136.5,356.9,5,102,1
INV007743,9.97,6.29,3.58,6.57,3.06,4.51,91,7.25,9,11.11,2.46,2.78,15.04,33.66,12,1.06,11,1.08,0.54,2.36,2.78,0.727,1.509,27.8,80.5,0,141,0
INV007744,19.93,12.31,4.4,4.45,4.2,4.04,185,8.2,12,10.42,4.5,4.18,12.16,28.72,8,0.0,8,1.31,0.81,1.63,4.53,0.411,0.61,68.4,177.1,17,145,0
INV007745,16.25,9.99,5.77,6.31,2.86,3.74,178,8.27,10,10.92,3.77,3.86,13.43,32.63,8,0.32,11,2.51,1.15,2.92,2.82,0.509,0.826,73.1,175.3,10,122,0
INV007746,20.07,11.92,11.4,6.97,5.12,7.01,182,7.57,11,10.56,6.76,5.32,10.22,31.84,5,0.62,7,1.96,1.15,1.16,1.76,0.377,0.509,178.5,801.9,6,24,0
INV007747,20.42,12.6,7.84,5.67,3.2,5.55,126,6.24,10,5.82,4.74,3.95,12.59,33.02,6,0.47,8,2.5,0.85,2.35,2.6,0.306,0.617,124.9,444.3,0,140,0
INV007748,17.4,10.84,8.47,7.13,5.11,5.4,234,11.17,10,9.06,5.63,3.99,16.3,41.07,8,0.54,11,2.24,0.64,1.59,2.05,0.642,0.937,115.0,397.9,14,154,0
INV007749,19.07,11.74,9.56,5.35,4.57,6.56,276,7.4,8,16.19,5.63,5.24,10.93,31.42,5,0.3,7,2.8,0.72,1.44,1.99,0.388,0.573,142.2,598.0,28,145,0
INV007750,15.0,9.45,7.33,5.77,3.21,4.28,138,10.69,10,9.11,4.8,4.36,16.91,41.15,6,1.02,9,1.19,0.63,1.98,2.05,0.713,1.127,85.8,235.3,0,134,0
INV007751,19.24,11.95,7.37,5.61,2.99,4.75,233,8.6,12,10.47,6.26,3.37,15.4,38.17,8,1.16,12,1.29,1.19,1.06,2.61,0.447,0.8,110.6,336.8,20,223,0
INV007752,9.98,5.86,5.02,3.58,2.74,1.62,106,10.24,11,9.03,3.9,3.36,10.2,25.42,2,0.37,12,2.29,0.81,0.95,1.99,1.026,1.022,39.1,40.6,13,234,0
INV007753,23.68,14.68,8.26,7.06,4.78,4.21,233,6.46,10,9.86,5.05,3.92,11.14,30.54,4,0.75,8,2.33,1.24,0.62,2.87,0.273,0.47,152.6,411.7,10,146,0
INV007754,19.67,12.52,8.02,6.33,3.2,6.41,11,6.34,12,5.56,3.58,3.59,10.31,28.64,6,0.31,5,1.54,1.27,1.34,2.45,0.322,0.524,123.0,505.6,8,203,0
INV007755,14.16,8.74,6.06,5.67,3.36,3.75,186,8.79,12,7.01,3.93,3.44,19.63,45.32,6,0.87,5,2.03,1.12,1.61,2.34,0.621,1.386,66.9,160.9,11,131,0
INV007756,22.45,14.34,6.97,5.6,3.34,5.2,45,11.22,9,10.76,4.28,4.61,14.19,35.35,12,1.62,10,1.34,1.07,2.32,3.22,0.5,0.632,122.1,406.8,14,103,1
INV007757,22.37,13.75,10.26,6.32,4.92,4.4,273,7.29,10,6.41,5.26,5.22,11.19,32.64,7,0.77,9,2.01,0.94,0.92,2.18,0.326,0.5,179.0,504.9,17,186,0
INV007758,13.75,8.19,8.01,3.95,2.98,3.0,110,8.79,9,8.88,1.43,3.82,12.64,33.29,7,0.84,8,1.59,0.97,0.87,1.72,0.639,0.919,85.9,165.2,8,145,0
INV007759,16.66,10.31,5.86,4.66,3.68,4.8,169,9.33,10,13.26,6.01,4.14,15.59,37.04,8,1.23,10,1.73,0.73,2.08,2.84,0.56,0.936,76.1,234.3,10,137,1
INV007760,10.31,6.57,7.94,4.74,2.66,3.66,66,10.83,10,7.95,3.4,3.22,21.67,51.28,11,1.9,11,1.77,1.51,2.5,1.3,1.05,2.102,63.9,149.8,18,225,1
INV007761,10.73,6.97,6.49,5.77,3.49,4.49,152,5.24,11,8.47,3.1,2.68,10.82,28.13,0,0.27,6,1.22,1.04,0.7,1.65,0.488,1.008,54.3,156.3,17,37,0
INV007762,7.89,5.0,5.0,4.17,2.62,2.02,211,7.5,9,4.4,1.41,4.25,6.72,18.44,5,0.99,9,1.72,0.9,2.17,1.58,0.951,0.852,30.8,39.8,17,23,0
INV007763,10.99,6.69,6.62,5.18,3.73,1.81,41,6.93,10,6.83,3.3,3.53,6.82,20.26,1,0.04,9,2.0,1.05,1.11,1.66,0.631,0.621,56.7,65.8,10,19,0
INV007764,16.4,10.4,7.93,6.48,3.03,7.08,130,12.6,8,12.01,5.57,3.29,14.87,37.67,4,1.06,10,1.83,0.67,1.36,2.07,0.768,0.907,101.4,460.4,15,147,0
INV007765,21.82,13.5,7.04,6.34,3.05,4.71,218,10.31,9,9.7,5.92,5.11,17.37,41.78,9,1.03,10,2.17,0.74,2.47,3.1,0.473,0.796,119.8,361.8,23,164,0
INV007766,17.85,10.62,8.22,5.87,2.52,3.54,29,7.73,11,8.63,5.68,3.84,16.47,41.16,8,0.35,8,2.14,0.76,1.77,2.17,0.433,0.923,114.4,259.7,23,61,0
INV007767,12.96,8.13,7.89,3.71,2.3,4.89,124,4.73,11,7.72,3.3,3.08,10.56,29.01,4,0.64,12,1.17,1.12,1.54,1.64,0.365,0.815,79.8,250.0,19,158,0
INV007768,13.64,8.87,5.13,4.86,2.98,4.21,84,6.81,12,7.09,3.11,2.44,10.67,26.47,3,0.41,9,1.17,1.4,1.19,2.66,0.499,0.782,54.6,147.3,5,71,0
INV007769,18.63,11.02,5.68,3.71,3.54,7.57,218,9.48,10,10.43,4.2,3.83,9.16,24.0,0,1.37,8,1.23,0.58,1.24,3.28,0.509,0.492,82.5,400.5,6,164,0
INV007770,14.75,9.68,9.23,7.29,4.41,4.79,188,9.79,11,7.94,5.42,3.76,16.49,42.21,6,0.36,5,0.74,1.03,1.94,1.6,0.664,1.118,106.2,326.1,12,113,0
INV007771,17.85,11.05,7.33,5.33,4.09,4.13,147,10.98,9,12.14,4.21,4.93,14.48,36.29,12,1.31,11,1.13,0.74,1.88,2.44,0.615,0.811,102.1,270.2,18,197,1
INV007772,17.39,10.46,9.61,6.67,3.9,5.03,252,6.62,11,10.25,5.21,6.81,7.39,24.39,5,0.5,6,2.54,0.27,1.1,1.81,0.381,0.425,130.4,420.3,2,54,0
INV007773,15.96,10.14,6.24,5.13,3.38,3.17,65,8.5,8,5.8,2.2,4.38,13.02,32.28,10,0.9,7,2.03,1.15,1.94,2.56,0.533,0.816,77.7,157.9,16,138,0
INV007774,17.69,11.03,8.81,4.27,4.54,4.27,78,6.55,7,8.28,5.03,4.9,5.19,19.19,3,0.39,9,1.89,0.94,0.89,2.01,0.37,0.293,121.6,332.7,15,29,0
INV007775,11.63,7.16,5.8,5.04,4.28,2.8,129,8.57,12,7.24,3.78,3.84,15.33,36.46,5,1.13,9,1.73,1.09,1.77,2.01,0.737,1.318,52.6,94.4,13,105,0
INV007776,17.56,11.24,7.56,6.01,4.27,5.42,318,11.27,10,8.63,5.63,3.82,13.53,34.62,7,1.21,11,2.11,1.04,2.27,2.32,0.642,0.771,103.5,359.8,11,170,0
INV007777,17.63,11.01,8.1,7.51,4.47,3.69,260,8.41,9,12.25,6.61,3.87,13.6,35.3,9,0.67,9,2.24,0.75,1.66,2.18,0.477,0.771,111.4,263.5,13,46,0
INV007778,16.8,10.58,5.33,6.04,2.78,5.23,79,9.32,10,11.96,6.26,4.54,20.35,46.03,10,1.3,10,0.95,1.08,1.53,3.15,0.555,1.211,69.8,234.2,14,103,0
INV007779,13.29,8.28,6.14,7.39,5.09,6.24,203,11.19,10,10.59,6.61,4.4,14.9,35.94,11,0.99,12,2.3,0.77,2.15,2.16,0.842,1.121,63.6,254.6,33,136,0
INV007780,19.78,12.5,7.17,5.21,4.05,4.05,65,9.04,9,5.39,4.99,2.33,17.08,41.33,6,1.54,7,1.52,0.86,2.1,2.76,0.457,0.863,110.6,287.2,10,202,0
INV007781,20.0,12.22,7.12,6.11,3.01,4.29,192,9.9,9,7.68,3.88,2.76,13.66,34.44,7,0.46,8,1.26,1.14,1.66,2.81,0.495,0.683,111.1,305.4,3,136,0
INV007782,9.82,6.74,8.54,4.74,3.87,4.45,119,5.49,9,9.82,2.87,3.16,14.48,37.5,0,0.84,9,1.65,0.9,0.52,1.15,0.559,1.475,65.4,186.6,7,10,0
INV007783,15.31,9.53,8.91,5.4,4.64,4.95,184,9.97,10,7.81,5.01,2.46,13.73,36.37,11,1.55,11,1.69,1.15,1.87,1.72,0.651,0.897,106.4,337.6,10,150,0
INV007784,19.9,12.23,9.22,5.78,4.95,7.02,326,11.69,11,9.2,5.91,3.63,11.28,31.78,7,0.89,12,2.38,0.72,1.92,2.16,0.587,0.567,143.1,644.0,16,190,1
INV007785,13.0,8.26,4.15,6.77,2.68,3.99,53,8.48,10,9.99,3.67,3.06,12.06,28.27,4,0.86,11,2.09,0.8,1.58,3.13,0.652,0.928,42.1,107.6,8,167,0
INV007786,20.41,13.15,8.42,8.1,4.05,5.2,239,3.84,9,12.12,5.88,5.21,12.6,33.62,4,0.0,6,2.48,0.92,1.53,2.42,0.188,0.617,134.0,446.8,8,57,0
INV007787,9.63,6.32,4.37,4.3,4.49,2.78,29,6.53,11,6.45,2.33,2.8,9.47,23.31,6,0.6,8,1.92,1.26,1.73,2.2,0.678,0.983,32.8,58.5,7,105,0
INV007788,18.21,11.37,8.45,5.0,2.98,4.62,240,6.34,9,7.9,4.44,2.85,11.64,31.73,2,0.81,11,2.13,0.5,0.95,2.16,0.348,0.639,120.0,355.5,0,56,0
INV007789,9.56,6.43,6.27,3.72,3.71,3.94,60,12.24,7,2.0,1.0,3.54,17.55,41.37,6,1.11,12,1.67,0.95,2.65,1.52,1.28,1.836,46.8,118.1,27,140,0
INV007790,10.9,6.68,6.62,6.97,2.81,4.0,76,4.64,8,8.17,1.71,3.69,16.06,38.74,6,0.51,6,1.04,0.89,0.93,1.65,0.426,1.473,56.3,144.3,3,71,0
