id_especimen,longitud_total_mm,longitud_elitro_mm,anchura_max_mm,anchura_pronoto_mm,anchura_cabeza_mm,altura_cuerpo_mm,longitud_antena_mm,num_segmentos_antena,longitud_pata_anterior_mm,longitud_pata_posterior_mm,longitud_femur_mm,longitud_tibia_mm,longitud_tarso_mm,distancia_interocular_mm,diametro_ojo_mm,longitud_mandibula_mm,num_estrias_elitro,num_puntos_pronoto,longitud_espolon_mm,peso_mg,ratio_largo_ancho,ratio_antena_cuerpo,ratio_pata_cuerpo,area_dorsal_mm2,volumen_estimado_mm3,longitud_ala_mm,envergadura_mm,coloracion
ESP004762,11.38,7.45,4.03,3.44,2.25,3.35,6.25,9,4.77,7.31,4.2,5.7,2.11,1.58,1.24,1.76,10,60,1.11,38,2.82,0.549,0.642,35.8,76.8,11.08,26.19,rojizo
ESP004763,13.6,8.46,4.58,3.44,2.54,1.41,6.3,9,5.6,5.03,3.83,1.61,2.03,1.85,0.88,0.92,5,59,0.42,57,2.97,0.463,0.37,48.6,43.9,8.67,21.92,negro
ESP004764,9.55,5.3,3.63,2.39,1.9,2.97,2.52,6,1.73,7.07,5.29,4.98,2.92,0.96,1.14,1.03,8,69,1.25,31,2.63,0.264,0.74,27.0,51.5,10.18,23.99,rojizo
ESP004765,25.45,15.64,10.13,8.3,5.61,6.78,10.71,14,5.04,5.57,5.52,3.32,3.41,1.64,1.03,2.44,12,46,0.43,341,2.51,0.421,0.219,201.1,874.0,20.91,51.95,metalico
ESP004766,13.23,8.42,4.82,3.99,2.7,1.87,7.33,11,4.08,2.72,3.82,1.35,2.59,2.11,0.77,0.98,6,69,1.13,72,2.74,0.554,0.206,49.7,59.6,7.34,19.5,marron
ESP004767,13.29,8.47,4.67,4.11,2.64,4.37,3.33,8,5.33,8.55,2.58,2.07,3.15,1.56,0.33,0.87,7,63,0.46,74,2.85,0.251,0.643,48.4,135.6,7.93,20.53,marron
ESP004768,12.69,7.74,4.78,4.63,2.79,4.22,4.66,9,5.47,6.9,4.33,1.0,2.86,1.83,0.73,1.1,6,61,0.6,39,2.65,0.367,0.544,47.3,128.0,8.0,20.78,metalico
ESP004769,18.85,11.64,9.94,7.91,5.53,7.88,9.41,9,9.48,11.61,2.39,4.43,2.81,1.95,0.56,1.63,11,71,1.2,245,1.9,0.499,0.616,146.1,738.2,18.05,46.04,metalico
ESP004770,19.61,12.46,9.18,7.16,4.73,4.89,10.13,12,6.28,13.91,3.98,4.13,4.33,2.49,0.61,1.86,13,73,0.57,224,2.14,0.517,0.709,140.4,440.1,18.25,45.68,negro
ESP004771,24.49,15.05,11.27,9.3,6.01,7.7,9.92,11,4.45,13.41,5.39,4.37,4.25,2.15,0.61,3.45,10,53,0.61,302,2.17,0.405,0.548,215.3,1062.6,16.06,43.39,marron
ESP004772,12.67,8.34,4.55,3.69,2.91,4.2,8.42,11,6.76,6.82,2.31,1.66,1.59,1.83,0.79,0.76,9,78,0.82,70,2.78,0.665,0.538,45.0,121.1,9.49,23.53,negro
ESP004773,20.13,12.45,9.95,7.59,5.45,6.29,10.72,11,7.11,13.64,4.35,4.08,3.24,1.21,0.3,2.66,11,43,1.1,220,2.02,0.533,0.678,156.2,629.9,13.48,36.91,metalico
ESP004774,11.86,6.57,4.41,3.19,2.3,3.25,3.06,9,6.27,5.02,4.09,1.54,3.14,2.21,0.78,1.0,5,40,0.1,74,2.69,0.258,0.423,40.8,85.0,13.86,32.13,marron
ESP004775,12.75,8.17,4.99,4.6,2.64,2.76,5.31,9,2.28,6.02,2.9,1.0,1.98,1.44,0.76,0.82,5,25,0.31,39,2.56,0.416,0.472,49.6,87.8,6.69,18.37,rojizo
ESP004776,9.37,5.69,3.2,2.89,2.01,3.28,6.03,7,4.53,8.43,4.68,3.74,2.7,1.79,1.54,0.48,7,36,0.68,20,2.93,0.644,0.9,23.4,49.2,10.42,24.04,marron
ESP004777,24.11,14.34,11.78,9.6,6.42,9.26,11.87,13,3.71,13.09,6.35,3.41,3.78,2.0,0.76,2.35,12,72,0.1,320,2.05,0.492,0.543,221.5,1315.0,17.95,47.68,metalico
ESP004778,23.85,14.81,11.09,9.01,5.94,7.5,10.22,13,3.9,13.28,6.09,3.58,5.05,1.35,1.0,3.28,9,56,0.1,325,2.15,0.429,0.557,206.3,991.9,15.92,42.93,metalico
ESP004779,18.93,11.02,9.71,7.77,5.43,7.31,8.44,10,7.3,14.52,2.66,3.39,4.4,1.13,0.43,2.49,9,41,0.64,268,1.95,0.446,0.767,143.4,671.8,17.57,44.85,negro
ESP004780,19.55,12.22,9.67,7.6,5.5,6.51,9.99,14,8.63,12.7,4.87,6.15,4.49,2.3,0.35,1.95,13,26,0.41,231,2.02,0.511,0.65,147.5,615.4,16.6,42.87,metalico
ESP004781,20.75,12.75,9.19,7.35,4.9,5.58,9.94,13,8.05,14.49,3.98,4.36,3.5,1.55,0.56,1.76,12,30,0.76,251,2.26,0.479,0.698,148.7,532.0,17.47,44.13,metalico
ESP004782,11.54,7.35,4.94,4.09,2.67,2.78,7.95,8,6.39,10.84,5.0,5.78,2.82,2.13,1.21,0.2,9,73,1.45,6,2.34,0.689,0.939,44.5,79.2,13.04,31.02,metalico
ESP004783,11.61,6.36,5.39,3.92,2.98,2.6,5.69,7,6.18,6.11,1.89,1.0,2.49,1.46,0.75,0.56,8,45,0.66,68,2.15,0.49,0.526,48.8,81.4,6.01,17.41,marron
ESP004784,13.16,7.6,4.6,3.49,2.54,2.84,2.81,9,4.08,6.48,3.23,1.0,3.13,1.32,1.1,0.96,4,61,0.1,76,2.86,0.214,0.492,47.2,86.0,10.02,24.64,negro
ESP004785,21.1,12.73,9.95,7.86,5.36,7.47,10.53,13,5.77,10.41,2.55,4.38,3.73,2.66,0.3,1.72,11,59,0.48,193,2.12,0.499,0.493,163.8,784.1,17.75,45.45,negro
ESP004786,11.29,6.85,4.68,3.56,3.15,3.54,8.11,10,6.34,4.71,2.41,1.93,3.17,1.17,0.78,1.39,6,31,0.92,59,2.41,0.718,0.417,41.2,93.5,4.92,14.52,marron
ESP004787,20.92,13.23,10.06,8.08,5.31,7.38,11.8,13,4.22,16.53,3.33,3.76,2.51,1.84,0.2,2.82,15,62,0.1,228,2.08,0.564,0.79,164.2,776.6,14.28,38.62,negro
ESP004788,9.75,6.43,4.07,3.4,2.2,3.14,8.38,7,6.37,9.17,3.55,6.81,3.78,1.07,1.63,0.2,9,65,1.02,5,2.4,0.859,0.941,31.0,62.3,8.94,21.95,negro
ESP004789,11.01,7.32,4.67,3.74,2.19,2.39,2.98,8,8.23,8.4,4.91,1.0,1.81,1.51,0.65,0.75,7,78,0.1,83,2.36,0.271,0.763,40.1,61.4,9.32,23.31,negro
ESP004790,9.59,6.12,3.44,2.5,2.18,1.28,4.08,10,5.33,8.07,6.88,5.51,3.75,1.63,1.31,1.77,7,46,1.45,9,2.79,0.425,0.842,25.7,21.1,9.97,23.38,negro
ESP004791,22.74,13.72,10.65,8.57,5.66,5.05,9.92,10,7.64,15.08,2.85,4.14,4.36,2.5,0.37,2.42,10,16,0.31,221,2.14,0.436,0.663,188.9,611.5,21.15,52.95,metalico
ESP004792,10.89,7.02,3.34,2.48,2.12,2.68,4.74,8,5.2,4.6,4.26,4.45,2.92,1.2,1.51,1.14,9,72,1.51,29,3.26,0.435,0.422,28.4,48.7,6.35,16.04,negro
ESP004793,10.91,6.56,4.19,3.24,2.18,2.92,7.85,8,6.09,5.06,5.37,5.38,2.89,2.12,1.39,1.46,9,16,1.1,35,2.6,0.72,0.464,35.7,66.7,9.25,22.69,negro
ESP004794,20.34,12.58,9.47,7.4,5.04,5.32,9.52,11,6.38,12.7,3.48,4.66,4.16,1.89,0.57,2.07,11,64,0.35,256,2.15,0.468,0.624,150.2,512.4,16.89,43.25,metalico
ESP004795,10.6,7.16,3.56,3.28,2.05,3.83,4.14,9,3.18,7.06,3.46,5.98,3.08,2.03,1.27,0.99,8,44,1.05,9,2.98,0.391,0.666,29.4,72.3,7.86,19.28,negro
ESP004796,11.9,7.76,3.67,3.43,1.64,2.68,4.22,8,4.97,8.23,4.11,4.39,2.04,1.28,1.55,0.94,9,32,1.01,8,3.24,0.355,0.692,34.1,58.5,8.67,21.01,marron
ESP004797,13.58,9.13,5.26,4.59,3.1,2.46,6.83,11,8.36,9.13,3.73,1.44,3.54,1.16,0.67,1.09,4,77,0.67,70,2.58,0.503,0.672,55.7,87.9,13.17,31.6,marron
ESP004798,21.62,13.05,9.82,7.99,5.37,5.87,9.36,13,4.8,11.79,5.09,5.38,4.21,1.0,0.25,3.01,14,44,1.08,245,2.2,0.433,0.545,165.6,623.1,15.86,41.54,metalico
ESP004799,10.13,5.65,3.41,2.8,1.71,3.1,3.45,8,3.78,4.58,5.69,5.08,2.93,2.07,1.67,1.29,10,53,1.28,5,2.97,0.341,0.452,26.9,53.5,5.94,15.29,marron
ESP004800,14.24,8.76,4.88,3.73,2.67,3.75,5.88,7,5.75,5.96,2.28,1.0,3.44,2.03,1.04,1.32,5,57,0.42,38,2.92,0.413,0.419,54.2,130.3,12.56,30.0,marron
ESP004801,10.45,6.68,4.25,3.4,2.22,3.86,3.62,9,3.41,8.87,5.33,5.25,2.55,2.57,1.47,0.98,10,52,1.19,5,2.46,0.346,0.849,34.6,85.7,9.65,23.55,negro
ESP004802,11.57,7.06,3.89,3.33,2.07,2.12,5.99,9,7.53,7.44,4.17,5.03,2.3,1.04,1.72,0.7,7,75,1.27,17,2.97,0.518,0.643,35.1,47.7,13.73,31.35,negro
ESP004803,19.42,12.09,9.63,7.55,5.32,8.22,8.63,12,9.15,11.97,3.01,4.45,3.85,1.87,0.43,3.51,13,72,1.14,248,2.02,0.444,0.616,145.9,768.6,17.43,44.49,negro
ESP004804,19.96,12.21,9.52,7.8,5.45,7.56,12.09,10,7.94,7.14,3.24,4.81,5.18,2.22,0.48,1.34,16,72,0.79,207,2.1,0.606,0.358,148.2,718.3,19.11,47.74,negro
ESP004805,24.99,15.77,11.21,8.82,6.31,7.23,10.92,11,1.52,11.19,7.08,3.88,4.43,2.52,1.08,2.65,9,54,0.65,334,2.23,0.437,0.448,218.5,1012.7,19.2,49.61,metalico
ESP004806,18.89,11.64,9.97,7.61,5.35,5.44,8.55,12,7.51,15.28,3.03,3.41,3.39,2.63,0.83,2.54,12,79,0.48,242,1.89,0.453,0.809,146.9,512.3,17.25,44.47,marron
ESP004807,23.58,15.57,10.86,9.08,5.85,7.85,11.66,12,1.85,15.64,5.02,3.87,5.93,1.24,1.37,2.13,10,68,0.1,325,2.17,0.494,0.663,199.7,1005.1,12.57,36.0,metalico
ESP004808,11.42,7.97,4.03,3.82,2.29,1.0,4.2,8,1.96,7.55,4.91,5.43,1.64,1.35,1.49,1.43,10,54,0.84,5,2.83,0.368,0.661,35.9,23.0,7.17,18.37,negro
ESP004809,22.65,14.64,11.03,8.97,6.06,8.19,11.32,12,4.61,11.95,6.84,3.79,3.38,0.77,1.12,3.22,15,54,0.77,312,2.05,0.5,0.528,194.9,1023.1,18.11,47.25,marron
ESP004810,20.4,12.35,9.07,7.08,4.91,6.62,9.46,12,7.59,11.9,2.56,4.35,4.1,1.58,0.24,2.44,13,55,0.99,232,2.25,0.464,0.583,144.3,612.4,18.82,46.71,negro
ESP004811,12.65,8.13,5.16,4.75,2.71,1.0,5.27,9,5.67,4.84,3.19,1.0,4.52,1.55,1.08,0.93,7,68,0.32,28,2.45,0.417,0.383,50.9,32.6,5.94,17.04,marron
ESP004812,21.36,13.13,9.81,7.81,5.21,7.67,8.24,11,5.96,8.51,1.72,5.76,3.5,2.52,0.23,2.64,12,48,0.6,246,2.18,0.386,0.398,163.4,803.6,16.91,43.63,metalico
ESP004813,23.87,14.7,11.53,9.38,6.03,7.06,9.77,12,3.49,15.21,5.32,4.08,4.35,1.99,1.06,3.42,10,39,0.28,309,2.07,0.409,0.637,214.7,971.5,22.4,56.33,metalico
ESP004814,20.23,12.59,9.76,7.85,5.71,9.38,9.16,10,5.89,15.07,2.15,5.25,3.64,2.32,0.2,2.19,15,61,0.52,220,2.07,0.453,0.745,154.0,926.0,20.74,51.24,rojizo
ESP004815,9.64,6.16,3.57,3.08,2.21,2.57,6.31,6,2.08,6.02,4.83,4.63,2.66,1.66,1.3,0.85,10,49,1.44,5,2.7,0.655,0.624,26.8,44.2,3.67,10.91,negro
ESP004816,19.96,12.74,9.83,8.03,5.34,6.97,10.28,10,5.85,9.36,1.61,4.01,3.44,2.36,0.25,2.68,10,55,0.35,202,2.03,0.515,0.469,153.0,683.8,17.65,45.13,marron
ESP004817,11.94,7.27,5.2,4.08,2.97,2.36,6.22,9,6.12,10.09,4.27,1.0,3.29,1.59,1.06,1.22,4,55,0.83,29,2.3,0.521,0.845,48.4,73.3,11.09,27.38,negro
ESP004818,11.31,7.5,4.39,3.6,2.47,2.45,5.72,10,3.95,11.52,3.87,1.0,3.08,1.36,0.67,1.49,6,48,0.66,54,2.58,0.506,1.019,38.7,60.8,8.07,20.53,marron
ESP004819,21.81,13.13,9.81,7.87,5.44,7.56,10.76,10,7.39,14.87,1.06,5.7,4.79,2.16,0.48,2.49,10,59,0.4,207,2.22,0.493,0.682,166.9,808.8,12.63,35.07,negro
ESP004820,21.48,13.77,9.34,7.75,5.1,5.77,9.59,10,9.27,11.07,2.86,4.52,1.91,1.82,0.42,1.98,15,64,1.17,261,2.3,0.446,0.515,156.5,578.8,15.03,39.4,marron
ESP004821,11.85,7.13,3.84,3.0,1.95,2.77,6.77,9,6.13,6.88,5.73,5.71,4.57,1.9,1.18,1.19,7,28,1.06,26,3.09,0.571,0.581,35.5,63.0,11.23,26.3,negro
ESP004822,24.15,14.87,11.76,9.51,6.32,6.73,13.06,10,2.57,13.62,7.61,2.84,4.83,1.78,1.17,3.42,13,73,0.36,350,2.05,0.541,0.564,221.5,955.7,18.38,48.52,marron
ESP004823,11.62,7.49,4.56,3.97,2.76,5.66,8.91,8,5.89,9.42,3.55,1.0,4.18,2.17,0.73,0.91,6,50,0.46,49,2.55,0.767,0.811,41.3,150.0,8.29,21.14,negro
ESP004824,23.84,14.93,10.28,8.47,5.92,7.1,9.38,11,2.58,9.65,6.15,3.07,4.47,1.64,0.89,3.57,12,44,0.1,331,2.32,0.393,0.405,191.2,870.0,17.27,44.82,metalico
ESP004825,18.95,12.18,9.29,7.3,4.86,7.25,8.92,12,5.34,13.11,2.19,5.1,4.18,1.62,0.2,2.19,13,56,0.46,261,2.04,0.471,0.692,137.3,638.2,17.13,43.55,marron
ESP004826,20.12,12.46,10.29,7.52,5.43,5.6,11.02,10,6.76,12.0,2.61,4.22,3.92,2.35,0.7,2.95,14,70,0.85,247,1.96,0.548,0.596,161.5,579.7,20.04,50.37,rojizo
ESP004827,20.69,12.53,9.44,7.58,4.92,6.76,9.26,10,8.08,12.58,3.87,4.02,2.69,1.64,0.3,2.15,13,52,0.59,220,2.19,0.448,0.608,152.3,660.2,18.91,47.26,marron
ESP004828,8.07,4.88,4.24,3.12,2.19,3.08,4.52,7,5.92,3.32,4.23,4.8,2.41,3.01,1.56,2.22,11,72,1.29,22,1.9,0.56,0.411,26.7,52.7,4.29,12.82,metalico
ESP004829,12.63,7.64,4.43,3.88,2.42,2.79,6.78,7,6.22,5.89,2.85,1.19,3.0,0.82,0.66,0.99,4,70,0.76,81,2.85,0.537,0.466,43.6,78.1,4.16,12.75,negro
ESP004830,12.34,7.35,3.64,2.78,1.97,3.6,5.89,8,4.16,7.85,5.09,4.93,2.27,1.54,1.22,1.19,12,82,0.81,5,3.39,0.477,0.636,35.0,80.9,11.0,25.64,negro
ESP004831,13.73,8.63,3.95,3.35,2.17,5.1,6.88,8,5.58,7.68,1.49,1.0,2.07,2.1,0.69,1.52,5,66,1.0,77,3.48,0.501,0.559,42.3,138.3,8.93,21.81,negro
ESP004832,23.05,14.09,11.03,8.7,6.14,10.28,12.03,12,3.43,13.8,5.49,4.32,3.35,1.81,0.83,2.89,11,78,0.87,315,2.09,0.522,0.599,198.3,1306.8,12.93,36.89,marron
ESP004833,24.96,14.6,10.65,8.39,5.88,8.08,10.54,12,2.87,13.03,6.57,4.92,5.32,2.0,0.8,3.47,8,59,0.68,328,2.34,0.422,0.522,207.3,1073.9,15.91,42.47,negro
ESP004834,25.1,15.43,11.69,9.12,6.52,7.38,11.22,10,2.91,14.78,5.61,4.07,2.78,1.73,1.3,2.56,11,38,0.4,311,2.15,0.447,0.589,228.9,1082.7,17.09,45.87,negro
ESP004835,24.14,14.43,11.38,8.75,6.12,6.78,9.2,13,2.57,12.93,6.94,3.52,4.45,1.41,0.94,2.74,10,58,0.18,310,2.12,0.381,0.536,214.3,931.3,18.65,48.68,marron
ESP004836,19.53,11.53,9.18,7.39,4.78,5.62,10.6,10,7.86,10.92,3.94,6.22,4.27,2.32,0.31,2.21,12,52,0.37,254,2.13,0.543,0.559,139.8,503.8,18.37,45.92,marron
ESP004837,10.05,6.54,3.56,2.99,1.71,3.24,5.66,11,4.99,9.51,5.34,6.51,2.39,1.43,1.34,0.28,8,50,0.9,29,2.82,0.563,0.946,27.9,58.0,13.85,31.26,rojizo
ESP004838,11.32,7.61,4.95,3.85,2.97,1.53,7.94,9,5.66,5.43,3.85,1.0,2.85,1.77,0.92,1.15,7,62,0.46,57,2.29,0.701,0.48,43.7,42.9,9.65,24.25,negro
ESP004839,19.01,11.33,9.38,7.52,4.88,6.96,10.32,11,5.05,9.65,1.79,4.84,3.45,2.21,0.66,1.6,14,54,1.16,228,2.03,0.543,0.508,139.1,620.5,18.85,47.08,negro
ESP004840,17.96,11.26,10.11,8.04,5.76,7.43,14.3,13,8.63,11.04,2.94,4.3,3.68,2.1,0.42,2.46,13,53,0.61,233,1.78,0.796,0.615,141.6,674.6,12.5,35.11,rojizo
ESP004841,11.82,7.69,4.04,3.68,2.13,3.39,6.89,8,4.24,4.97,4.88,4.89,2.92,2.0,1.06,0.73,10,53,0.77,5,2.93,0.583,0.42,37.2,80.9,7.51,19.06,marron
ESP004842,13.58,8.44,4.82,3.79,2.61,4.49,5.66,10,5.65,8.05,4.2,1.0,2.38,1.44,0.94,0.84,4,51,0.74,55,2.82,0.417,0.593,51.1,146.9,11.21,27.24,metalico
ESP004843,11.89,7.35,4.05,3.19,1.95,2.81,3.97,8,2.78,10.31,4.27,4.2,3.47,2.48,1.1,0.85,12,78,1.03,5,2.94,0.334,0.867,37.6,67.7,7.24,18.53,marron
ESP004844,10.56,6.54,3.74,3.06,1.96,2.95,4.13,8,5.44,6.66,4.79,5.55,2.54,0.9,1.06,1.28,9,62,0.59,5,2.82,0.391,0.631,30.8,58.3,7.68,19.1,marron
ESP004845,19.95,12.8,8.86,6.8,5.04,6.62,6.61,11,6.81,11.73,2.31,4.66,2.58,2.56,0.2,2.61,14,73,1.14,254,2.25,0.331,0.588,137.9,585.1,20.23,49.32,metalico
ESP004846,10.0,6.04,3.64,2.72,2.3,2.67,4.32,6,4.81,10.08,3.84,5.19,2.38,1.45,1.39,0.46,8,68,0.6,17,2.75,0.432,1.008,28.4,48.6,7.38,18.4,negro
ESP004847,24.63,14.68,10.85,8.71,6.1,7.49,13.6,12,2.6,14.52,4.27,3.67,4.83,1.74,0.87,2.3,12,42,0.1,330,2.27,0.552,0.59,208.4,1000.8,17.9,46.65,marron
ESP004848,18.44,11.06,9.66,8.08,5.28,8.29,7.94,12,6.5,13.61,2.4,5.13,2.35,1.32,0.71,2.56,14,38,0.6,211,1.91,0.431,0.738,138.9,738.4,14.0,37.66,metalico
ESP004849,24.51,15.1,10.99,9.45,6.46,8.75,11.59,13,5.2,15.0,5.56,3.51,5.27,2.07,0.84,2.74,10,51,0.66,352,2.23,0.473,0.612,210.1,1178.5,19.15,49.29,rojizo
ESP004850,12.67,7.65,5.22,4.17,2.85,2.51,5.97,8,4.5,7.41,4.96,1.64,3.56,2.09,0.92,1.53,4,37,0.78,35,2.43,0.471,0.585,51.6,83.0,7.98,21.18,marron
ESP004851,10.78,6.59,3.62,3.2,2.14,3.85,6.53,10,4.63,4.69,3.39,6.19,2.99,1.6,1.33,0.56,9,24,1.37,19,2.98,0.606,0.435,30.4,75.1,8.34,20.3,marron
ESP004852,25.08,15.36,11.88,9.64,6.73,8.32,8.08,12,3.7,14.86,3.97,3.15,3.78,0.63,0.66,2.51,11,93,0.34,328,2.11,0.322,0.593,232.4,1239.5,18.16,48.2,metalico
ESP004853,12.66,7.79,4.06,3.82,2.13,3.96,6.44,9,5.02,6.39,4.22,1.0,2.39,2.04,0.94,0.84,8,41,0.83,66,3.12,0.509,0.505,40.1,101.8,10.88,25.82,rojizo
ESP004854,8.98,6.29,3.59,2.99,1.9,3.03,3.95,7,3.85,4.42,5.29,4.22,2.19,1.77,1.52,1.72,10,38,0.92,19,2.5,0.44,0.492,25.1,48.8,10.73,25.05,negro
ESP004855,11.36,7.33,5.01,4.26,2.48,2.0,6.54,6,4.67,7.79,5.31,1.94,2.51,1.69,0.92,0.2,8,74,0.39,79,2.27,0.576,0.686,44.4,56.9,7.84,20.69,rojizo
ESP004856,9.37,5.71,3.46,3.16,1.35,5.89,4.24,9,5.09,3.58,4.95,5.03,2.64,1.52,0.81,0.39,12,91,0.93,5,2.71,0.453,0.382,25.3,95.5,8.88,21.22,negro
ESP004857,13.44,7.67,5.02,4.06,2.43,4.37,6.82,9,5.83,6.48,5.15,2.64,3.39,1.32,0.98,0.61,6,60,0.1,47,2.68,0.507,0.482,52.6,147.4,5.93,16.88,marron
ESP004858,22.0,13.85,9.04,7.37,5.0,5.89,6.87,13,9.69,10.78,5.66,4.74,2.74,2.75,0.44,1.05,12,60,0.49,221,2.43,0.312,0.49,155.1,585.7,17.77,44.58,metalico
ESP004859,13.32,7.95,4.1,3.19,2.1,1.47,5.67,9,3.72,6.11,3.85,1.49,3.69,1.59,1.35,0.83,6,68,0.81,31,3.25,0.426,0.459,42.6,40.1,12.05,28.2,negro
ESP004860,19.35,12.45,10.11,7.9,5.58,6.4,8.41,14,9.32,15.14,2.86,4.01,4.34,2.02,0.2,2.13,11,58,0.64,231,1.91,0.435,0.782,152.6,626.0,13.78,37.67,marron
ESP004861,10.49,6.52,3.04,2.21,1.69,3.54,2.59,9,6.44,6.96,5.73,4.81,2.8,2.08,1.56,1.36,9,45,0.92,7,3.45,0.247,0.663,24.9,56.4,10.33,23.7,negro
ESP004862,21.68,13.64,10.05,7.32,5.7,6.73,7.88,12,5.94,16.56,1.0,5.29,3.76,1.81,0.77,2.63,10,47,0.91,263,2.16,0.363,0.764,169.9,733.2,19.39,48.83,metalico
ESP004863,13.85,8.53,4.84,3.22,2.63,2.88,4.38,8,3.23,7.16,3.93,1.43,3.0,1.59,0.86,0.94,6,52,0.53,92,2.86,0.316,0.517,52.3,96.5,9.84,24.52,marron
ESP004864,8.98,4.86,3.29,2.37,2.05,2.28,5.14,7,2.71,6.29,4.3,5.24,2.13,1.9,1.45,1.38,9,64,0.33,14,2.73,0.572,0.7,23.0,33.7,9.66,22.61,marron
ESP004865,22.34,13.49,11.09,8.51,6.14,5.07,11.07,11,2.16,12.32,6.62,4.63,4.62,1.8,1.06,3.73,12,64,0.1,356,2.01,0.496,0.551,193.2,628.0,16.69,44.47,metalico
ESP004866,10.13,6.02,4.59,4.35,2.55,2.41,2.49,10,5.94,6.56,5.4,5.03,2.43,2.18,1.12,0.27,8,40,1.17,26,2.21,0.246,0.648,36.3,56.0,12.27,29.13,negro
ESP004867,11.45,7.08,3.91,2.68,2.12,4.21,4.72,8,2.92,7.77,5.59,4.64,2.54,1.44,1.38,0.76,10,36,0.32,26,2.93,0.412,0.679,34.9,94.2,7.73,19.37,negro
ESP004868,13.65,8.42,5.02,4.02,2.82,3.28,3.88,8,7.74,6.57,3.31,2.12,3.1,1.22,1.08,0.95,6,73,0.76,54,2.72,0.284,0.481,53.4,112.4,9.47,23.96,negro
ESP004869,11.72,6.88,5.6,4.87,3.01,2.3,4.39,8,5.99,6.11,3.29,1.0,2.96,1.39,0.48,1.25,6,68,0.1,68,2.09,0.375,0.521,51.2,75.5,8.3,22.2,metalico
ESP004870,21.2,14.02,9.18,7.13,5.22,6.22,9.35,12,8.16,12.46,2.11,5.04,2.87,1.83,0.49,2.77,11,66,0.54,250,2.31,0.441,0.588,151.8,605.3,15.01,39.2,marron
ESP004871,12.57,7.47,4.25,3.44,2.13,4.11,3.0,7,3.86,6.77,3.2,1.0,2.66,2.48,1.16,0.2,7,64,0.46,58,2.96,0.239,0.539,41.7,109.8,8.33,20.91,negro
ESP004872,15.15,8.89,5.0,4.41,2.61,3.22,5.5,9,6.18,7.8,3.12,1.45,2.13,2.04,1.17,1.54,6,40,0.58,73,3.03,0.363,0.515,59.1,122.0,8.64,22.28,marron
ESP004873,13.2,8.21,4.43,3.7,2.21,2.31,9.1,9,5.05,7.75,2.22,1.19,2.68,1.9,0.89,0.67,5,77,0.57,58,2.98,0.689,0.587,45.6,67.5,11.28,26.99,negro
ESP004874,10.07,6.55,3.61,2.33,2.2,2.79,4.37,9,6.01,6.36,3.74,4.81,2.78,2.53,1.21,1.21,10,28,0.79,5,2.79,0.434,0.632,28.4,50.7,12.28,28.17,negro
ESP004875,12.22,7.84,3.6,2.71,1.94,1.0,5.19,9,4.82,9.84,3.29,1.0,1.78,1.97,0.89,1.24,5,41,0.25,45,3.39,0.425,0.805,34.3,22.0,3.73,11.06,metalico
ESP004876,23.28,14.45,10.44,8.55,5.52,6.35,10.93,10,3.9,12.11,4.97,3.7,3.88,2.21,1.38,2.62,11,55,0.65,333,2.23,0.47,0.52,189.6,771.7,14.65,39.74,metalico
ESP004877,11.15,7.03,4.27,3.29,2.21,1.63,4.59,8,3.78,8.2,2.69,4.37,2.79,1.75,1.21,1.41,8,43,1.14,17,2.61,0.412,0.735,37.1,38.8,10.27,24.81,negro
ESP004878,20.65,13.33,9.75,7.96,5.57,6.28,8.39,13,8.24,11.06,2.92,3.31,2.29,2.01,0.2,3.03,13,60,0.75,210,2.12,0.406,0.536,157.0,632.2,16.81,43.37,metalico
ESP004879,11.51,7.06,4.29,4.03,2.15,1.23,7.56,7,4.58,6.82,3.59,1.38,2.48,1.31,0.79,1.24,9,68,0.55,38,2.68,0.657,0.593,38.5,30.4,5.89,16.07,negro
ESP004880,10.28,6.46,3.39,2.58,1.85,3.23,3.76,6,4.4,6.18,5.67,6.11,3.25,0.8,1.64,1.6,12,43,1.09,9,3.03,0.366,0.601,27.2,56.3,6.88,17.15,marron
ESP004881,21.76,13.37,10.5,7.79,5.9,6.18,8.29,11,6.62,7.84,3.64,4.66,2.85,1.83,0.64,2.19,11,67,1.13,225,2.07,0.381,0.36,178.2,706.0,14.88,40.26,marron
ESP004882,20.03,12.01,10.01,7.98,5.56,4.61,10.69,11,6.72,13.59,3.92,3.24,2.72,1.94,0.47,3.42,10,57,1.11,239,2.0,0.534,0.678,156.4,462.2,11.8,33.61,marron
ESP004883,13.83,8.59,4.87,3.88,2.62,2.43,7.58,9,4.04,10.31,3.36,1.0,2.7,1.88,0.86,1.67,7,51,0.31,80,2.84,0.548,0.745,52.5,81.8,10.98,26.83,negro
ESP004884,9.98,5.63,3.41,2.73,1.92,2.32,6.47,10,3.81,4.95,4.23,5.33,1.79,1.34,1.11,0.57,10,65,0.52,42,2.93,0.648,0.496,26.5,39.5,12.99,29.39,negro
ESP004885,20.64,13.09,8.97,6.88,4.92,7.54,8.68,11,6.56,12.27,1.87,3.52,3.8,1.7,0.26,3.19,13,38,1.05,258,2.3,0.421,0.594,144.4,698.0,16.41,41.79,marron
ESP004886,11.88,7.67,5.58,4.12,2.78,3.84,2.9,9,4.82,4.26,1.89,1.0,2.88,1.87,0.62,0.49,6,88,0.79,66,2.13,0.244,0.359,51.7,127.3,10.96,27.5,rojizo
