id_hogar,ingreso_mensual_eur,ingreso_principal_eur,ingreso_secundario_eur,ratio_gasto_ingreso,gasto_mensual_eur,gasto_vivienda_pct,gasto_alimentacion_pct,gasto_suministros_pct,gasto_transporte_pct,gasto_ocio_pct,gasto_educacion_pct,gasto_salud_pct,ahorro_pct,ahorro_acumulado_eur,deuda_eur,deuda_consumo_eur,cuota_deuda_mensual_eur,ratio_endeudamiento_pct,num_miembros,num_perceptores,num_menores,edad_sustentador,num_tarjetas,num_productos_bancarios,antiguedad_cliente_anos,patrimonio_neto_eur,regimen_vivienda,nivel_estudios,situacion_laboral
HOG005451,700,956,99,1.14,798,22.0,39.5,12.4,8.2,0.0,10.9,8.8,0.0,0,15947,4430,506,38.0,3,1,0,20,1,0,24.0,-20696,propiedad,medio,parado
HOG005452,5602,2835,193,0.91,5098,23.5,28.1,17.5,8.5,6.2,3.5,12.7,13.4,8024,22971,7731,912,46.2,4,1,1,20,2,1,19.9,15310,propiedad,basico,ocupado
HOG005453,4431,2310,998,0.92,4077,41.7,20.8,18.4,11.8,13.8,6.6,10.2,0.0,0,40178,7631,97,68.6,4,3,0,20,1,5,0.0,-11129,alquiler,medio,ocupado
HOG005454,6427,5604,0,0.47,3021,8.0,16.3,3.0,8.7,21.8,16.2,8.0,55.0,88696,369,1420,0,18.1,1,1,1,72,5,10,6.3,305167,propiedad,medio,ocupado
HOG005455,7567,5972,325,0.59,4465,19.4,19.3,3.0,11.2,20.2,3.4,2.9,37.9,71121,7053,785,43,19.5,3,3,0,68,6,7,36.7,306176,hipoteca,superior,ocupado
HOG005456,3046,2020,909,0.89,2711,33.2,28.4,9.5,6.2,8.3,8.8,6.1,3.9,0,14291,10382,1048,40.9,3,2,1,46,0,5,12.7,-24721,hipoteca,medio,ocupado
HOG005457,1777,500,0,1.3,2310,63.9,27.7,7.5,15.6,3.0,1.6,6.4,0.0,0,21119,4366,226,48.7,1,1,0,49,0,1,20.0,-30000,alquiler,basico,parado
HOG005458,6341,5259,0,0.49,3107,9.2,24.9,4.7,7.0,21.0,8.9,15.0,35.5,66639,0,4391,341,0.0,1,2,0,70,3,10,26.5,428140,hipoteca,superior,ocupado
HOG005459,9196,4602,111,0.48,4414,17.2,15.1,3.0,8.3,18.4,18.7,9.7,36.4,76514,3477,2089,358,0.0,2,3,3,86,5,4,25.0,428427,hipoteca,medio,ocupado
HOG005460,1563,1632,812,0.98,1532,52.7,33.5,5.0,10.3,0.2,3.3,6.6,0.0,0,21251,5457,543,40.2,3,0,0,23,1,5,0.0,-30000,propiedad,medio,parado
HOG005461,7441,4924,473,0.84,6250,8.0,19.7,3.0,15.4,12.4,9.6,9.5,45.8,118083,21074,1257,491,15.5,5,2,1,69,4,6,1.0,506072,propiedad,superior,ocupado
HOG005462,700,500,1422,1.28,896,60.8,26.0,3.7,19.3,6.7,5.7,7.9,0.0,5655,17793,12455,0,50.4,1,1,0,53,0,0,5.4,-5967,propiedad,basico,parado
HOG005463,1712,1515,2311,0.86,1472,23.3,20.6,16.6,5.7,10.0,11.8,7.7,8.5,17834,7371,10542,198,28.5,3,2,1,38,3,3,28.3,63448,propiedad,superior,parado
HOG005464,700,1409,732,1.12,784,46.8,34.1,7.8,9.5,6.4,7.1,1.2,0.0,13107,27397,8594,1235,23.3,5,0,0,33,0,5,0.0,77667,propiedad,medio,ocupado
HOG005465,2745,981,174,1.09,2992,38.0,27.0,14.6,15.4,4.4,15.4,4.0,0.0,18849,37611,9649,608,66.1,4,1,2,20,4,2,0.0,127102,alquiler,basico,ocupado
HOG005466,7342,4917,0,0.3,2203,19.7,8.0,4.4,12.9,14.2,11.3,3.8,41.2,107523,16319,0,798,1.4,2,1,0,47,4,3,3.4,460907,propiedad,medio,ocupado
HOG005467,4995,3201,1533,0.94,4695,13.3,27.7,5.3,12.5,11.7,3.1,7.6,0.0,14317,15386,7410,208,38.6,3,1,2,28,0,2,24.1,94063,alquiler,basico,ocupado
HOG005468,3437,1333,1791,0.88,3025,30.9,28.6,16.5,18.9,2.8,11.6,10.1,18.4,21305,13277,6802,92,11.4,4,2,2,44,2,1,3.9,183272,propiedad,basico,parado
HOG005469,2072,2299,2388,0.68,1409,32.7,21.1,19.1,16.7,0.0,8.3,4.8,0.0,0,27249,9715,366,30.3,1,2,0,40,1,3,1.0,163745,hipoteca,medio,jubilado
HOG005470,2059,2898,0,0.85,1750,40.7,22.1,14.7,17.5,8.5,9.6,7.1,17.6,1503,33038,4567,908,48.2,4,3,1,20,3,4,8.9,-30000,hipoteca,medio,ocupado
HOG005471,7035,4900,0,0.53,3729,10.5,17.5,7.0,9.2,12.0,13.3,9.3,48.9,59213,0,12787,691,14.2,3,2,1,79,3,3,15.7,377998,propiedad,superior,inactivo
HOG005472,700,500,1820,1.26,882,45.1,37.9,6.8,12.2,4.3,2.5,1.2,0.0,0,15416,11620,1052,22.7,1,0,0,22,2,1,5.6,-30000,hipoteca,basico,parado
HOG005473,2748,2476,0,0.93,2556,31.8,18.1,16.2,16.9,11.6,8.7,9.9,3.0,0,20727,10192,715,75.7,5,2,1,20,3,6,23.4,31727,propiedad,medio,ocupado
HOG005474,7179,4739,0,0.44,3159,8.0,10.2,3.7,14.8,21.9,11.8,12.6,46.4,96569,2869,6640,785,4.7,1,3,0,67,1,7,17.3,520400,propiedad,superior,ocupado
HOG005475,6613,5900,0,0.47,3108,8.0,12.4,3.0,14.5,14.2,9.9,5.4,48.2,101513,2506,9723,726,22.8,1,2,0,65,5,6,18.2,591198,propiedad,superior,ocupado
HOG005476,1817,2766,162,0.86,1563,40.2,17.2,22.4,16.8,10.1,8.0,3.5,3.6,5114,16986,11438,1092,52.3,5,1,2,20,1,7,22.2,92732,hipoteca,medio,ocupado
HOG005477,741,1123,337,0.98,726,53.0,36.6,10.0,12.6,4.3,6.9,5.2,3.0,0,38232,7871,308,49.2,3,0,0,48,3,1,9.7,17165,alquiler,basico,inactivo
HOG005478,4271,4290,0,0.99,4228,26.0,11.5,19.1,9.1,6.4,7.0,6.6,11.8,0,31648,14927,1021,68.0,6,2,2,20,4,6,0.0,-30000,hipoteca,basico,parado
HOG005479,4298,3252,145,0.65,2794,31.5,33.5,14.6,6.8,14.4,14.8,9.4,6.6,12747,28654,11884,944,52.7,5,2,3,37,3,5,13.8,-30000,propiedad,superior,parado
HOG005480,700,500,1485,1.17,819,46.3,31.1,6.9,12.0,7.5,12.6,0.0,0.0,13193,8938,6174,871,45.7,3,0,0,63,0,2,10.5,-27478,propiedad,medio,jubilado
HOG005481,3730,594,2080,0.96,3581,28.3,9.7,16.1,9.7,10.4,0.0,5.0,2.9,26575,26058,3079,922,11.0,3,1,0,43,0,2,1.9,193117,hipoteca,medio,ocupado
HOG005482,2662,2003,0,0.81,2156,42.8,31.5,19.1,12.4,3.2,5.8,10.2,0.0,0,27080,10674,1154,59.0,6,3,1,20,1,3,13.0,-30000,propiedad,superior,jubilado
HOG005483,3140,2727,0,1.03,3234,44.7,29.1,10.9,14.2,12.0,10.0,5.9,9.3,28694,24350,9430,1249,52.9,4,1,1,20,3,6,15.9,120418,alquiler,basico,ocupado
HOG005484,700,500,1131,0.93,651,65.5,40.3,3.0,11.7,5.1,0.0,3.1,0.0,978,25137,11974,244,43.5,2,0,1,62,0,5,0.0,-30000,propiedad,basico,parado
HOG005485,1503,2041,2484,0.78,1172,27.5,14.2,18.3,9.4,13.7,13.7,7.0,29.2,2416,9125,3335,828,27.0,1,2,0,20,1,5,23.7,-30000,propiedad,medio,parado
HOG005486,2716,2251,1446,1.19,3232,25.0,26.0,24.9,9.6,8.3,9.9,15.2,7.2,0,14136,13125,859,28.9,4,2,0,27,2,6,9.0,75422,propiedad,basico,ocupado
HOG005487,2016,2193,2401,0.7,1411,28.0,17.9,8.5,13.4,8.7,0.0,9.1,23.4,15293,8702,1197,268,17.5,5,1,0,29,2,2,10.7,222107,hipoteca,medio,ocupado
HOG005488,3984,2058,2491,1.12,4462,34.0,11.2,12.4,16.6,7.3,7.9,9.7,10.9,9469,23178,9584,487,38.9,3,3,1,20,2,2,15.1,170351,hipoteca,basico,ocupado
HOG005489,2614,611,2337,1.3,3398,56.7,17.8,5.5,17.9,4.8,6.8,7.2,0.0,18086,27035,9794,1108,46.8,4,2,0,81,0,0,0.0,-30000,hipoteca,medio,ocupado
HOG005490,2678,3070,2633,0.94,2517,47.3,13.1,10.5,13.9,11.2,6.2,10.5,0.0,0,22600,3302,175,41.0,4,2,2,33,3,6,8.8,87772,hipoteca,superior,ocupado
HOG005491,2244,3181,2119,1.02,2289,18.4,28.4,21.2,14.4,14.4,4.9,5.8,20.0,9581,13984,5686,86,25.4,5,2,0,53,1,2,4.8,34264,hipoteca,basico,ocupado
HOG005492,3543,2468,2604,0.97,3437,18.7,20.7,19.6,18.6,13.4,4.3,5.9,17.0,13465,18943,0,1011,36.0,3,1,0,20,1,6,0.0,3296,propiedad,basico,ocupado
HOG005493,4269,921,2149,0.73,3116,35.8,13.0,17.8,16.7,14.5,6.1,9.3,11.1,33248,25542,4155,868,20.2,5,0,0,62,1,2,20.6,81400,propiedad,medio,jubilado
HOG005494,3028,2057,2907,1.01,3058,25.6,21.3,16.5,9.8,11.9,7.9,7.5,15.4,0,11230,7092,218,24.8,3,1,0,21,3,3,12.3,156864,propiedad,medio,ocupado
HOG005495,5035,1664,295,0.84,4229,31.3,34.3,15.7,20.7,11.2,11.6,11.7,4.4,22747,18234,6913,891,59.4,5,3,1,20,1,5,7.5,-21957,hipoteca,medio,ocupado
HOG005496,3541,1622,714,1.05,3718,45.3,29.5,16.7,19.0,7.4,9.5,5.5,9.8,16016,31545,12202,1487,67.7,5,1,0,20,3,2,7.1,56055,hipoteca,medio,jubilado
HOG005497,7229,3952,0,0.34,2458,20.8,10.7,3.0,15.0,18.8,13.2,12.9,43.5,87272,6073,0,218,15.4,3,2,1,55,5,8,0.0,545295,propiedad,superior,ocupado
HOG005498,4611,2027,370,0.96,4427,26.3,23.4,16.6,16.6,6.5,5.0,6.4,2.1,5820,40219,5044,620,36.4,4,2,0,24,2,0,7.9,65758,alquiler,basico,ocupado
HOG005499,6698,4569,0,0.3,2009,8.0,21.6,4.9,16.5,21.5,11.4,9.4,39.8,102716,15551,0,0,3.9,1,1,1,60,5,9,24.1,504487,propiedad,medio,ocupado
HOG005500,3901,2661,0,1.18,4603,32.1,37.6,17.4,8.9,5.8,2.2,12.1,11.1,8772,25308,3420,478,37.8,4,1,2,24,4,3,8.5,86690,hipoteca,superior,ocupado
HOG005501,700,960,2049,1.12,784,67.4,30.0,6.6,14.5,0.0,1.1,6.4,10.6,0,12441,16082,995,35.2,3,1,0,40,0,1,11.6,36322,alquiler,medio,jubilado
HOG005502,2026,3557,0,1.2,2431,33.8,20.6,20.0,15.3,5.7,8.6,7.1,22.2,0,21816,8961,889,69.4,6,2,2,20,3,0,0.0,13495,alquiler,basico,ocupado
HOG005503,3256,2567,641,1.22,3972,29.4,18.7,16.8,18.2,2.4,9.8,8.1,0.0,28299,0,7317,389,30.7,4,3,1,20,2,2,0.0,138511,alquiler,basico,jubilado
HOG005504,2376,2325,2264,0.76,1806,19.2,21.8,19.8,15.2,9.7,4.8,12.3,7.7,28813,4479,1989,565,13.6,3,1,0,31,2,0,9.0,-30000,alquiler,medio,ocupado
HOG005505,8653,4330,0,0.41,3548,14.1,22.0,6.7,17.5,20.6,14.7,8.1,35.5,76294,13880,5740,362,0.0,2,3,0,57,4,8,13.9,447860,propiedad,medio,ocupado
HOG005506,700,500,574,1.3,910,49.9,34.5,12.3,6.5,1.4,0.0,6.8,3.1,0,22553,4765,631,46.9,2,1,0,36,0,3,0.0,-30000,alquiler,medio,jubilado
HOG005507,4605,2541,25,0.94,4329,34.0,23.1,13.4,6.0,4.6,8.1,6.5,7.0,0,33992,19914,775,40.3,4,1,3,20,2,5,5.2,234693,propiedad,medio,ocupado
HOG005508,8225,5116,0,0.31,2550,8.0,13.6,4.9,3.1,18.8,17.6,10.0,53.9,96157,0,1858,0,14.1,1,2,0,69,2,6,25.7,360243,propiedad,superior,ocupado
HOG005509,4833,1573,114,1.07,5171,45.2,29.8,18.3,12.4,12.4,14.8,10.8,0.0,0,19128,9191,760,36.8,4,2,0,20,1,4,6.7,54478,alquiler,basico,parado
HOG005510,700,500,845,1.03,721,33.4,25.4,7.3,22.3,0.0,8.7,7.8,0.9,0,15048,5739,428,58.2,4,1,0,26,2,1,8.0,9143,alquiler,basico,ocupado
HOG005511,7342,3666,0,0.38,2790,8.0,14.8,3.3,17.6,16.7,8.9,2.1,53.0,92583,3901,557,317,18.0,3,2,0,78,2,8,18.5,441910,alquiler,superior,ocupado
HOG005512,4322,1749,431,1.11,4797,29.5,13.3,18.4,13.8,15.1,1.3,5.4,14.0,9622,17863,11609,1325,61.4,3,3,1,20,3,4,14.1,63168,hipoteca,basico,inactivo
HOG005513,7402,4942,0,0.3,2221,10.2,9.5,6.9,16.0,27.2,2.7,11.2,51.5,62419,14413,1968,0,12.9,1,4,0,75,3,3,22.5,274235,propiedad,superior,ocupado
HOG005514,4519,2628,745,1.0,4519,54.0,16.9,18.9,16.0,9.1,3.0,10.3,19.1,22521,13324,9097,523,55.1,7,1,0,20,2,8,18.3,65375,hipoteca,basico,ocupado
HOG005515,1806,1092,1649,0.87,1571,32.0,26.6,15.4,4.6,9.1,6.6,9.1,7.3,8121,13971,7519,366,25.7,2,2,1,25,3,2,13.1,137020,alquiler,medio,ocupado
HOG005516,1400,737,1117,0.97,1358,54.6,40.0,3.0,11.6,9.6,9.1,9.9,1.6,12658,28286,7472,1174,55.4,4,1,0,43,1,0,0.0,-13784,propiedad,medio,parado
HOG005517,5412,500,253,0.98,5304,39.0,25.9,18.8,18.3,11.7,3.7,12.0,0.0,29080,20869,11469,873,35.7,6,3,0,20,3,3,22.6,43824,propiedad,medio,jubilado
HOG005518,5847,3554,246,0.61,3567,15.0,20.1,4.1,16.7,19.2,4.7,7.4,46.8,86335,913,3716,238,6.3,1,2,0,57,3,7,21.9,456318,hipoteca,superior,ocupado
HOG005519,7816,3399,0,0.38,2970,8.0,8.0,6.4,18.3,20.4,8.8,14.3,45.4,87824,2948,0,0,0.0,2,3,1,52,3,8,32.1,324638,propiedad,medio,jubilado
HOG005520,1821,948,405,0.97,1766,58.9,35.0,14.9,14.6,3.1,10.2,3.2,0.0,1371,18515,6191,234,37.7,3,0,0,45,1,2,9.9,13743,alquiler,basico,inactivo
HOG005521,1311,1789,2568,0.83,1088,61.0,20.8,9.8,11.1,3.2,12.1,12.4,8.4,12973,18139,0,741,28.5,1,2,1,24,3,0,8.2,109371,propiedad,medio,jubilado
HOG005522,3068,3205,1896,0.77,2362,30.4,30.3,11.9,13.6,6.6,3.9,6.9,17.3,0,2239,14786,189,47.3,4,3,2,20,0,2,4.6,68928,alquiler,basico,ocupado
HOG005523,4244,2580,0,0.82,3480,31.4,26.4,18.8,17.3,7.2,3.4,7.1,12.1,7467,6339,7073,656,44.3,3,2,1,20,4,4,7.1,228731,alquiler,basico,parado
HOG005524,4472,1866,0,0.89,3980,24.0,26.5,20.3,11.6,8.0,0.0,10.6,9.6,28481,13681,3919,358,60.9,5,3,3,20,5,4,3.4,37570,hipoteca,basico,ocupado
HOG005525,700,927,306,1.09,763,46.5,31.2,3.0,14.6,7.2,0.0,4.1,0.0,0,16839,7560,510,34.7,1,1,0,45,2,2,10.0,64410,hipoteca,superior,parado
HOG005526,4878,2241,2563,0.71,3463,35.0,24.7,11.5,15.7,10.1,2.8,9.7,12.1,0,18720,8146,1129,32.9,3,2,0,33,1,0,30.5,90814,alquiler,medio,ocupado
HOG005527,1180,500,1474,1.23,1451,56.1,27.3,3.0,8.5,2.4,6.2,3.0,0.0,16142,12434,6214,796,44.4,5,1,0,56,1,4,0.1,63028,hipoteca,basico,parado
HOG005528,8128,5224,0,0.67,5446,13.6,8.0,3.0,18.4,17.5,9.1,6.2,46.2,77934,14160,5343,228,13.8,5,3,1,54,3,8,17.4,358159,propiedad,medio,ocupado
HOG005529,3840,1174,1407,0.81,3110,34.2,21.3,11.1,4.6,14.0,2.3,11.6,17.3,3484,93,0,764,21.1,4,1,2,42,2,5,0.0,168425,hipoteca,basico,ocupado
HOG005530,6098,5364,105,0.47,2866,15.9,18.0,4.5,8.0,14.5,12.2,18.1,44.1,82499,0,3688,0,12.4,2,3,0,56,6,8,19.3,448090,propiedad,medio,jubilado
HOG005531,700,500,1583,1.17,819,58.3,25.6,3.0,21.6,0.0,4.0,4.8,0.0,21087,29395,18487,1325,34.4,4,1,0,55,0,3,5.7,-30000,alquiler,medio,inactivo
HOG005532,3278,2074,61,0.9,2950,30.1,17.8,8.1,15.0,0.2,8.9,10.1,16.0,39686,35371,11918,1201,46.7,5,1,0,20,1,6,10.8,202311,propiedad,superior,ocupado
HOG005533,1054,1086,929,0.86,906,70.0,35.3,7.0,15.6,1.4,3.0,5.5,0.0,12979,1803,6405,868,44.7,3,1,0,50,3,0,19.1,-1451,hipoteca,medio,jubilado
HOG005534,8152,5211,0,0.58,4728,8.0,8.2,3.0,10.6,22.7,13.9,9.3,37.7,70166,14066,945,564,0.2,1,4,0,89,5,10,13.0,320530,propiedad,superior,ocupado
HOG005535,5545,3249,0,0.3,1664,18.8,17.2,3.0,15.7,13.3,12.2,13.6,45.4,80549,14694,0,602,3.6,1,2,0,44,5,8,23.1,354050,propiedad,medio,ocupado
HOG005536,3134,2195,0,1.24,3886,30.6,32.8,17.4,15.9,12.8,9.4,6.3,13.1,6027,28539,7811,642,68.4,2,2,1,20,3,5,0.5,-30000,propiedad,superior,ocupado
HOG005537,4348,2693,0,1.15,5000,29.2,24.0,12.1,2.6,7.9,12.1,7.8,17.3,42349,16509,7657,564,48.1,5,1,2,23,0,5,9.7,353931,propiedad,medio,inactivo
HOG005538,3672,930,2704,0.88,3231,50.3,17.0,18.7,11.4,0.7,9.2,10.5,11.2,0,7713,1596,195,18.6,3,3,0,24,1,1,15.9,-7457,propiedad,medio,ocupado
HOG005539,700,1367,2056,1.18,826,56.4,33.3,7.1,8.6,0.0,0.0,1.6,0.0,0,20637,12442,525,34.5,2,0,0,30,2,2,0.0,107186,alquiler,medio,ocupado
HOG005540,6759,5672,0,0.33,2230,8.0,11.6,9.5,15.2,20.6,11.8,0.8,46.9,74157,0,4290,322,0.0,3,2,0,52,2,10,19.8,398493,propiedad,medio,ocupado
HOG005541,2314,500,3156,0.71,1643,40.9,32.3,20.5,6.6,11.0,9.2,3.4,5.2,44223,36834,2922,150,20.1,5,1,0,20,3,3,1.5,144637,alquiler,basico,parado
HOG005542,8544,5519,0,0.42,3588,14.6,22.5,3.0,15.3,19.2,7.1,11.4,45.4,72052,0,8124,268,9.5,3,4,0,75,4,11,11.4,415144,alquiler,superior,ocupado
HOG005543,2940,3245,1967,1.0,2940,38.8,34.2,16.5,10.4,10.9,11.2,4.8,15.3,0,16902,5067,763,23.6,3,1,0,50,1,0,19.3,128548,hipoteca,medio,ocupado
HOG005544,2054,910,2025,1.0,2054,70.0,41.6,5.5,7.9,13.0,7.7,8.1,0.0,12272,36841,15840,1067,56.2,1,1,0,24,2,1,15.2,36951,alquiler,medio,inactivo
HOG005545,1396,818,1633,1.0,1396,51.4,35.3,14.7,10.9,0.7,0.0,9.0,7.5,0,32870,4801,922,56.8,3,1,0,38,0,5,2.9,-30000,alquiler,basico,inactivo
HOG005546,3803,2376,73,0.84,3195,43.8,32.7,11.6,14.5,6.2,11.2,9.2,0.0,11333,15660,7019,628,48.5,6,2,1,38,2,6,5.0,73671,alquiler,superior,ocupado
HOG005547,2518,2820,3449,0.81,2040,26.2,21.7,8.2,16.8,3.4,1.5,10.0,27.7,14286,9930,10681,739,29.7,4,1,0,42,1,4,4.5,44462,alquiler,medio,ocupado
HOG005548,9134,5105,65,0.47,4293,12.5,9.6,7.5,13.1,18.8,12.8,11.7,55.0,78614,0,9063,207,0.0,1,2,0,61,4,6,12.2,321876,propiedad,superior,jubilado
HOG005549,6951,3784,0,0.37,2572,11.0,15.5,4.6,6.4,22.8,10.4,10.5,42.7,72482,6212,0,496,0.0,1,2,0,64,5,4,14.3,431325,alquiler,medio,ocupado
HOG005550,3545,3078,0,0.95,3368,32.0,24.4,16.2,13.9,9.2,11.4,8.4,3.1,32929,24759,10089,884,76.1,5,1,2,20,1,4,18.9,23036,alquiler,superior,ocupado
HOG005551,3884,1798,0,1.2,4661,41.6,35.0,16.2,13.5,5.4,12.8,5.1,0.0,43084,29298,4359,1056,52.1,6,2,1,20,2,8,17.3,86062,alquiler,superior,jubilado
HOG005552,3013,2589,2890,0.81,2441,30.1,32.3,21.3,13.4,16.4,6.5,8.0,0.0,29345,0,0,950,25.4,3,2,1,24,2,5,4.9,-6691,propiedad,medio,jubilado
HOG005553,3935,1196,1952,0.98,3856,33.8,27.1,20.0,14.8,10.6,2.6,5.9,0.0,0,15870,10144,1002,39.7,4,2,0,20,0,6,18.1,-30000,propiedad,basico,ocupado
HOG005554,3782,2022,0,0.91,3442,40.0,23.8,24.7,9.7,3.9,8.3,6.3,0.0,0,13588,9853,1507,51.3,3,2,1,20,3,3,14.1,159296,alquiler,medio,ocupado
HOG005555,3710,2800,1843,0.65,2412,35.8,8.0,16.7,13.7,9.7,3.6,4.9,10.4,33777,22003,12473,211,22.9,4,2,2,20,1,7,9.5,9518,alquiler,basico,ocupado
HOG005556,700,500,534,1.05,735,60.9,30.0,9.6,14.8,1.6,0.0,2.6,0.0,568,12128,14496,243,53.6,4,2,0,37,0,4,11.8,46663,alquiler,basico,jubilado
HOG005557,4608,1309,2732,0.8,3686,32.4,15.0,14.4,9.4,12.2,3.8,17.0,29.7,0,12658,0,0,41.5,4,2,1,35,1,7,1.0,-21444,propiedad,superior,jubilado
HOG005558,700,893,877,1.01,707,65.3,37.0,3.0,10.6,3.3,4.3,1.1,0.0,0,6460,8657,520,49.1,5,2,0,71,2,1,2.5,156499,alquiler,basico,ocupado
HOG005559,3599,3349,0,1.11,3995,43.3,29.6,14.5,12.9,12.4,4.2,6.3,2.7,31452,18540,5931,716,52.6,5,2,1,20,2,6,9.3,20394,propiedad,medio,ocupado
HOG005560,3953,1912,1420,1.07,4230,23.4,27.4,14.1,16.9,2.7,12.0,10.4,28.4,37065,27578,2699,1182,40.7,4,2,1,20,2,6,5.4,130952,hipoteca,superior,ocupado
HOG005561,2720,2533,2828,0.9,2448,45.4,18.9,16.5,7.1,5.9,9.0,8.5,0.0,4516,18163,3905,230,24.6,3,1,2,20,2,3,10.9,110989,hipoteca,medio,ocupado
HOG005562,2939,4231,3333,0.93,2733,44.1,16.5,15.8,13.4,6.7,8.4,11.4,22.9,6063,16202,2200,1150,32.3,2,1,1,48,1,3,19.2,78735,propiedad,superior,parado
HOG005563,1351,2880,2021,0.91,1229,30.6,18.2,19.1,16.2,10.4,0.0,8.7,10.7,14383,7539,2644,190,22.8,5,1,0,24,3,4,15.0,38288,hipoteca,medio,ocupado
HOG005564,4938,2380,0,0.97,4790,36.0,36.5,16.8,6.8,6.5,3.2,3.1,3.7,29778,16567,7468,660,39.3,6,2,2,20,2,7,4.8,400013,alquiler,medio,ocupado
HOG005565,3282,1019,1291,0.95,3118,38.4,28.7,14.2,11.5,8.5,3.7,3.6,8.9,0,6053,4219,668,40.4,3,1,0,39,2,1,7.7,24331,propiedad,medio,inactivo
HOG005566,4192,2371,3013,1.02,4276,41.3,23.7,18.5,13.2,10.4,0.6,3.9,5.4,22142,16975,0,586,38.7,2,1,1,28,1,6,22.2,62991,propiedad,basico,ocupado
HOG005567,700,500,1152,0.98,686,70.0,34.4,13.4,10.0,3.7,4.4,4.0,0.0,0,16526,10525,1307,30.2,4,0,0,54,1,3,5.5,94571,alquiler,basico,parado
HOG005568,3641,1879,1263,0.82,2986,35.6,24.4,9.4,11.9,13.0,11.1,7.0,0.0,11812,19088,15344,517,68.1,3,1,1,20,5,2,12.4,69943,hipoteca,basico,jubilado
HOG005569,5402,3995,0,0.88,4754,32.6,24.8,16.6,14.4,3.5,8.0,9.7,10.2,27099,20968,10816,1106,55.5,3,1,1,20,1,3,3.9,153227,alquiler,medio,jubilado
HOG005570,5006,1158,1874,0.99,4956,25.5,22.9,13.9,13.3,8.0,8.2,8.4,10.5,4448,7686,13745,1040,34.8,2,2,1,20,1,0,1.9,199032,hipoteca,medio,jubilado
HOG005571,1945,673,290,1.02,1984,20.9,26.6,12.5,13.0,7.8,8.1,10.0,0.0,14547,22699,10854,856,63.6,5,1,1,21,3,6,0.0,27154,alquiler,superior,parado
HOG005572,2420,2373,1023,1.14,2759,28.1,21.7,17.1,15.3,1.1,15.2,10.2,16.7,39143,19457,0,586,45.1,6,1,2,20,2,3,12.3,-22154,alquiler,medio,ocupado
HOG005573,2831,513,1058,0.94,2661,23.3,25.6,13.4,15.7,3.1,4.7,7.1,19.3,36989,15330,5000,495,25.2,1,2,0,30,2,6,18.3,79885,propiedad,basico,jubilado
HOG005574,8278,5626,0,0.73,6043,20.5,29.9,3.0,9.9,19.7,8.0,12.7,44.9,83944,0,4022,254,28.0,1,1,1,57,3,8,13.0,399725,propiedad,medio,ocupado
HOG005575,4025,3150,0,0.9,3622,45.4,28.7,14.5,16.1,2.3,6.0,7.4,8.8,21656,30956,7328,758,78.9,7,2,2,20,0,6,5.5,46376,alquiler,basico,ocupado
HOG005576,2811,708,1615,0.82,2305,41.0,25.5,16.9,9.9,6.5,7.1,8.6,8.5,24288,10244,6087,788,37.3,5,0,0,36,4,1,16.3,60538,alquiler,medio,ocupado
HOG005577,4116,3420,1195,1.15,4733,36.2,18.1,16.4,15.1,7.7,13.5,8.9,20.7,0,11395,8544,1112,59.0,5,2,1,20,3,2,23.1,140885,propiedad,basico,ocupado
HOG005578,4372,2901,3697,0.75,3279,31.4,14.0,16.5,6.6,4.2,6.6,7.2,21.6,26311,17453,2102,1220,39.4,3,3,0,22,1,1,15.3,87775,alquiler,medio,ocupado
HOG005579,4268,1962,0,1.04,4439,45.2,33.7,10.3,10.8,13.6,8.6,5.6,5.7,17753,22680,14922,671,30.0,6,2,2,20,3,3,18.5,-30000,propiedad,medio,ocupado
HOG005580,1256,1227,1136,1.0,1256,53.6,28.5,8.3,10.9,4.2,1.9,7.2,6.1,0,15847,15329,718,55.0,3,1,0,55,0,4,9.9,19024,alquiler,superior,inactivo
HOG005581,4074,2001,0,1.12,4563,46.6,34.7,18.6,14.1,12.9,3.5,9.8,18.5,23060,21363,7464,767,45.0,5,2,0,25,2,4,3.0,64407,hipoteca,medio,ocupado
HOG005582,5403,3656,0,1.25,6754,19.6,23.2,13.7,18.8,5.1,8.7,2.9,0.0,29194,27827,8675,888,31.4,5,2,1,23,1,4,0.0,292839,hipoteca,superior,ocupado
HOG005583,7945,3822,0,0.37,2940,8.0,9.1,5.5,7.3,15.0,10.5,11.4,40.2,73322,7595,7682,68,10.1,1,2,2,52,5,7,5.6,421932,propiedad,superior,ocupado
HOG005584,700,1829,1333,1.04,728,61.0,33.3,10.0,7.9,3.2,0.0,10.0,7.9,0,21662,9808,105,49.1,4,0,1,40,0,4,6.3,-30000,alquiler,medio,ocupado
HOG005585,2586,2303,281,0.95,2457,44.5,30.6,10.5,10.1,8.0,11.3,2.1,9.8,24183,5546,5216,480,60.2,3,3,1,20,3,3,5.5,147308,alquiler,medio,jubilado
HOG005586,3448,1890,2349,0.63,2172,41.8,12.7,12.7,12.8,4.6,5.9,6.5,9.0,4997,11077,6233,771,20.9,3,2,0,28,3,2,9.1,13085,propiedad,superior,ocupado
HOG005587,2874,2925,2042,1.04,2989,22.5,16.7,18.0,8.9,6.3,0.0,1.0,3.4,26270,19872,10804,668,24.8,4,2,0,27,1,4,0.0,72496,propiedad,superior,ocupado
