id_prestamo,edad,ingresos_mensuales_eur,ingresos_conyuge_eur,importe_prestamo_eur,plazo_meses,cuota_mensual_eur,ratio_endeudamiento,ratio_cuota_ingreso,antiguedad_empleo_anos,antiguedad_cliente_anos,num_prestamos_previos,num_prestamos_activos,num_impagos_previos,dias_mora_max_historico,score_credito,score_externo,saldo_medio_cuenta_eur,num_productos_contratados,patrimonio_declarado_eur,num_consultas_buro_6m,tasa_interes_pct,gastos_fijos_mensuales_eur,finalidad,tipo_empleo,regimen_vivienda,nivel_estudios,sector_actividad,tiene_avalista,impago
PRE006528,18,2338,1068,22273,55,437,18.7,12.8,4.6,4.2,2,0,1,9,578,738,4709,3,180967,0,16.0,1182,consumo,temporal,hipoteca,basico,servicios,no,0
PRE006529,48,1902,1709,10804,49,238,12.5,6.6,7.9,2.1,0,1,1,13,730,530,1981,2,1752,4,13.2,817,consumo,fijo,alquiler,medio,industria,no,0
PRE006530,49,2989,0,3077,71,47,1.6,1.6,10.2,5.1,1,1,0,0,633,536,3703,7,0,1,5.8,1457,negocio,temporal,alquiler,medio,servicios,no,0
PRE006531,60,2309,1522,2830,27,113,4.9,2.9,17.9,15.3,2,1,0,7,566,634,4556,2,0,1,8.5,1028,vivienda,fijo,alquiler,medio,publico,no,0
PRE006532,51,1957,1692,15812,43,397,20.3,10.9,5.3,0.0,2,1,1,0,600,780,2417,6,183040,0,12.7,302,consumo,fijo,propiedad,basico,publico,no,0
PRE006533,38,2569,0,14342,18,861,33.5,33.5,9.7,0.7,4,1,1,0,775,576,2322,1,96268,0,6.4,1088,coche,funcionario,alquiler,medio,agrario,no,0
PRE006534,40,3421,1914,28716,69,449,13.1,8.4,12.5,1.5,2,0,1,0,675,861,-2000,6,0,5,7.2,780,negocio,autonomo,propiedad,superior,industria,si,1
PRE006535,18,2086,1655,6939,36,208,10.0,5.6,11.0,13.7,3,2,0,11,738,590,-330,2,42413,2,8.9,1324,vivienda,temporal,hipoteca,basico,servicios,no,0
PRE006536,20,2645,1034,4381,59,80,3.0,2.2,9.1,18.4,3,0,0,0,547,704,4854,1,84184,1,7.9,1177,consumo,autonomo,hipoteca,basico,construccion,si,1
PRE006537,49,1352,152,11287,40,305,22.5,20.3,8.1,3.2,1,1,1,0,730,590,-1130,4,0,0,7.7,1361,coche,temporal,propiedad,superior,agrario,si,0
PRE006538,50,1859,1135,31225,36,937,50.4,31.3,11.4,10.5,3,1,0,36,715,624,-2000,2,0,3,13.8,1102,negocio,fijo,hipoteca,basico,construccion,no,0
PRE006539,58,700,2260,1000,55,20,2.9,0.7,1.3,0.0,2,0,0,21,696,513,1199,6,69220,1,7.0,862,consumo,fijo,hipoteca,superior,construccion,si,0
PRE006540,33,2076,773,11002,65,183,8.8,6.4,11.7,11.1,2,1,0,30,578,571,5524,2,48010,4,7.6,1347,estudios,temporal,alquiler,basico,construccion,no,1
PRE006541,25,2625,0,1000,46,23,0.9,0.9,7.9,7.4,0,1,1,14,552,789,-1105,0,49213,0,9.8,1478,vivienda,temporal,alquiler,medio,servicios,no,0
PRE006542,32,2656,1110,8385,70,129,4.9,3.4,13.4,17.6,0,2,1,11,807,679,5493,3,57021,2,2.0,412,vivienda,fijo,propiedad,basico,servicios,no,0
PRE006543,38,3330,3149,25003,30,900,27.0,13.9,7.8,0.0,3,1,1,9,720,744,2598,4,50989,2,4.5,1076,coche,funcionario,hipoteca,basico,industria,no,1
PRE006544,45,3656,1488,8272,74,121,3.3,2.4,5.8,7.0,0,1,0,0,569,623,8789,9,154167,5,4.8,439,vivienda,autonomo,propiedad,superior,industria,no,0
PRE006545,46,1388,304,1000,26,42,3.0,2.5,13.1,6.9,2,1,0,0,639,605,-2000,3,0,1,6.4,1073,consumo,temporal,alquiler,basico,publico,si,0
PRE006546,61,3506,121,2230,60,40,1.1,1.1,0.0,2.9,2,0,0,25,751,719,452,2,35452,2,7.2,711,consumo,fijo,hipoteca,superior,agrario,si,0
PRE006547,62,3244,1797,13720,42,353,10.9,7.0,1.1,6.7,1,1,2,3,707,736,7222,4,6958,4,12.0,563,negocio,autonomo,propiedad,basico,publico,si,1
PRE006548,39,2588,0,1000,54,20,0.8,0.8,0.3,3.5,1,0,0,8,762,597,-1549,3,0,3,7.8,1119,negocio,temporal,alquiler,medio,servicios,no,0
PRE006549,27,3431,0,17396,59,318,9.3,9.3,0.9,9.4,1,0,0,23,592,683,594,4,0,2,7.1,184,consumo,autonomo,hipoteca,basico,servicios,no,0
PRE006550,40,2104,1011,21033,86,264,12.5,8.5,12.8,2.5,0,2,0,3,652,611,2977,1,97137,4,13.8,625,consumo,fijo,propiedad,basico,industria,no,0
PRE006551,35,2205,1361,12087,62,211,9.6,5.9,0.0,1.3,0,0,2,22,651,429,1709,5,114947,4,4.2,799,vivienda,fijo,propiedad,medio,servicios,no,0
PRE006552,42,3491,1570,18538,52,385,11.0,7.6,0.0,4.1,1,1,1,19,567,597,5830,4,131874,2,8.4,1315,consumo,fijo,hipoteca,medio,servicios,no,0
PRE006553,33,1796,1795,26004,42,669,37.2,18.6,2.6,12.8,2,0,0,0,701,561,-1192,2,84455,1,9.0,918,vivienda,temporal,alquiler,medio,servicios,no,0
PRE006554,32,2899,0,18776,65,312,10.8,10.8,4.6,8.0,1,2,0,20,600,672,2062,3,15745,1,12.5,100,consumo,fijo,alquiler,basico,servicios,si,0
PRE006555,23,2709,281,1000,19,57,2.1,1.9,3.5,4.3,2,0,1,12,655,587,2974,1,35671,0,11.8,1729,vivienda,fijo,alquiler,medio,agrario,no,0
PRE006556,43,700,0,15866,61,281,40.1,40.1,14.1,7.4,3,0,1,40,715,581,2034,0,0,2,4.9,798,coche,fijo,alquiler,basico,servicios,no,0
PRE006557,45,2515,395,8709,56,168,6.7,5.8,1.3,6.5,0,2,0,0,624,697,4000,6,0,1,4.2,231,consumo,autonomo,alquiler,basico,servicios,no,0
PRE006558,47,1358,845,10146,56,196,14.4,8.9,5.6,0.0,0,1,0,52,595,821,4208,5,0,0,7.4,1391,consumo,temporal,propiedad,superior,publico,no,0
PRE006559,46,3703,405,13161,29,490,13.2,11.9,4.3,12.6,1,0,0,0,580,656,5561,1,48821,2,9.0,446,negocio,temporal,propiedad,medio,construccion,no,1
PRE006560,63,1631,0,32153,14,2480,152.0,152.0,4.3,0.0,3,1,0,0,541,585,3825,2,79683,5,6.7,1451,vivienda,funcionario,alquiler,medio,industria,no,1
PRE006561,53,3737,0,2465,65,41,1.1,1.1,15.6,3.5,0,2,2,10,636,537,2656,7,19615,0,6.4,1226,vivienda,fijo,alquiler,basico,industria,no,0
PRE006562,58,1786,542,23074,64,389,21.8,16.7,0.9,10.1,3,1,0,36,607,823,7160,2,56723,3,6.5,723,vivienda,temporal,hipoteca,medio,construccion,si,1
PRE006563,27,1677,1293,1000,12,90,5.4,3.0,0.0,1.8,2,1,0,11,478,696,2447,0,160459,1,6.5,1396,vivienda,fijo,propiedad,basico,construccion,no,0
PRE006564,51,3424,1608,10914,36,327,9.5,6.5,2.2,6.4,1,2,0,19,787,610,-1425,6,0,1,4.4,565,negocio,fijo,propiedad,basico,industria,si,0
PRE006565,18,2048,526,7113,69,111,5.4,4.3,1.3,7.9,2,1,0,0,570,616,5358,6,190657,1,7.5,791,consumo,autonomo,hipoteca,medio,servicios,no,0
PRE006566,40,2059,2121,17903,47,411,20.0,9.8,2.5,14.9,2,2,0,0,455,488,1059,3,171677,2,6.9,202,consumo,fijo,alquiler,medio,industria,no,0
PRE006567,46,1254,2072,6977,64,118,9.4,3.5,9.4,6.4,2,0,1,0,564,615,6116,1,117467,1,5.4,1182,negocio,temporal,hipoteca,basico,servicios,no,1
PRE006568,38,2240,2029,12339,24,555,24.8,13.0,3.2,0.0,2,1,1,0,769,586,1930,3,9132,0,4.6,1077,coche,autonomo,alquiler,basico,agrario,no,0
PRE006569,44,2017,111,32297,79,442,21.9,20.8,0.0,10.1,0,2,0,53,771,668,-2000,0,103586,1,5.5,1040,coche,autonomo,alquiler,basico,agrario,no,1
PRE006570,32,1381,0,8083,43,203,14.7,14.7,2.0,19.0,1,2,0,0,735,639,10469,3,8884,0,11.2,830,consumo,fijo,propiedad,superior,servicios,no,0
PRE006571,49,2268,0,1000,32,34,1.5,1.5,14.9,23.6,0,0,0,8,611,594,2224,3,11845,3,12.9,504,coche,fijo,propiedad,medio,servicios,no,0
PRE006572,64,1264,1666,25722,49,567,44.8,19.3,6.7,13.9,0,3,1,42,590,441,6039,4,139930,2,8.2,791,coche,autonomo,hipoteca,medio,agrario,no,0
PRE006573,40,1914,1784,2531,43,64,3.3,1.7,3.5,11.4,0,1,1,49,736,688,7127,6,97556,3,7.1,100,negocio,fijo,alquiler,superior,servicios,no,0
PRE006574,43,2225,810,9766,76,139,6.2,4.6,5.3,2.8,0,0,0,52,710,627,5228,4,100056,3,10.5,1088,vivienda,autonomo,propiedad,medio,servicios,si,0
PRE006575,21,1464,1293,14849,64,251,17.1,9.1,2.2,9.1,2,2,0,28,488,636,-2000,5,0,0,7.3,261,coche,temporal,hipoteca,medio,servicios,no,0
PRE006576,51,1460,54,1000,46,23,1.6,1.5,10.5,7.0,2,0,0,58,755,563,1530,6,0,0,12.7,675,coche,temporal,hipoteca,superior,industria,si,0
PRE006577,54,2886,929,9285,62,162,5.6,4.2,11.3,2.3,0,1,0,0,548,726,6102,5,94979,2,6.6,152,vivienda,fijo,alquiler,superior,construccion,no,0
PRE006578,51,2904,460,8282,36,248,8.5,7.4,13.7,0.0,1,0,0,0,657,723,5837,1,73806,2,12.1,1464,consumo,autonomo,alquiler,basico,construccion,no,0
PRE006579,35,2528,320,13745,16,928,36.7,32.6,0.0,0.0,2,0,1,9,547,661,948,5,0,0,7.8,851,negocio,funcionario,hipoteca,basico,servicios,no,1
PRE006580,46,1720,701,3522,64,59,3.4,2.4,9.3,0.0,0,0,1,0,592,495,1905,2,158706,0,12.3,918,vivienda,temporal,alquiler,medio,construccion,no,0
PRE006581,33,2916,1203,18327,34,582,20.0,14.1,0.0,10.7,0,2,0,21,739,651,-2000,2,62107,0,11.0,649,vivienda,funcionario,propiedad,superior,construccion,si,0
PRE006582,48,2940,1144,16181,72,243,8.3,5.9,4.5,5.8,2,0,0,10,653,435,3498,3,89031,2,10.8,893,vivienda,fijo,propiedad,medio,agrario,no,0
PRE006583,50,3543,70,3934,42,101,2.8,2.8,6.1,18.2,1,0,0,26,492,795,2114,1,230780,1,9.9,1499,consumo,fijo,propiedad,basico,servicios,no,1
PRE006584,48,2587,373,14610,68,232,9.0,7.8,9.8,12.7,2,1,1,7,634,386,5525,3,97637,1,10.6,978,consumo,autonomo,propiedad,superior,industria,si,0
PRE006585,53,2175,0,16511,77,232,10.7,10.7,5.6,0.0,1,0,1,7,681,605,3927,6,97524,0,4.6,995,consumo,fijo,alquiler,medio,servicios,no,0
PRE006586,42,2358,1491,13270,31,462,19.6,12.0,0.0,17.1,4,0,1,10,618,780,2353,3,95535,2,6.8,1386,consumo,temporal,alquiler,basico,publico,no,0
PRE006587,23,2450,2016,1000,62,17,0.7,0.4,10.7,16.5,2,0,2,27,728,630,2743,4,19233,2,11.8,751,consumo,fijo,alquiler,medio,publico,no,0
PRE006588,58,3543,2105,20528,38,583,16.5,10.3,6.3,8.3,0,0,0,13,614,801,7092,2,161193,0,6.1,1023,coche,fijo,alquiler,basico,servicios,no,0
PRE006589,48,1514,91,16871,84,217,14.3,13.5,4.5,9.0,2,0,0,44,566,617,11372,3,15657,1,11.2,1312,coche,fijo,propiedad,basico,publico,no,1
PRE006590,43,2994,497,17795,67,287,9.6,8.2,9.0,9.4,1,1,0,27,509,738,7073,4,0,3,4.9,769,estudios,fijo,alquiler,basico,servicios,no,0
PRE006591,51,3179,0,35760,62,623,19.6,19.6,0.0,3.3,0,1,2,38,684,672,4595,3,26489,3,8.2,793,consumo,autonomo,alquiler,basico,construccion,no,0
PRE006592,32,3183,1780,29115,84,374,11.7,7.5,0.0,6.8,1,0,0,32,693,909,3154,3,164987,0,7.2,1590,coche,temporal,alquiler,medio,servicios,no,0
PRE006593,18,1979,1712,12418,52,258,13.0,7.0,5.8,0.0,1,1,1,50,840,588,8295,3,107025,6,7.6,906,coche,fijo,alquiler,basico,servicios,no,1
PRE006594,39,1379,0,28940,33,947,68.6,68.6,8.6,3.1,2,0,0,34,562,667,-997,0,160386,2,5.4,855,consumo,temporal,alquiler,medio,agrario,no,1
PRE006595,32,3340,1053,12909,50,279,8.4,6.3,11.9,11.1,1,0,0,32,626,754,7815,2,195386,0,10.9,651,consumo,temporal,alquiler,basico,construccion,no,0
PRE006596,67,1139,1870,9378,25,405,35.5,13.5,0.0,14.6,3,1,1,5,604,657,1033,4,0,0,4.9,1300,vivienda,autonomo,alquiler,basico,construccion,no,1
PRE006597,43,2452,171,1603,18,96,3.9,3.7,5.8,13.6,1,1,0,6,779,652,9766,3,3238,0,5.6,987,consumo,fijo,alquiler,superior,industria,no,0
PRE006598,33,1728,620,16884,27,675,39.0,28.7,8.8,1.1,0,1,0,0,728,631,-1406,0,133959,2,12.3,1463,consumo,fijo,hipoteca,superior,industria,no,0
PRE006599,55,700,544,13155,23,618,88.2,49.6,0.0,11.0,0,2,0,16,614,578,-2000,1,65201,0,10.8,1065,consumo,fijo,hipoteca,superior,construccion,si,0
PRE006600,50,2628,532,23207,45,557,21.2,17.6,10.7,1.9,1,1,1,3,511,623,9224,1,180307,0,10.3,1421,vivienda,fijo,alquiler,medio,industria,no,0
PRE006601,59,700,525,12894,58,240,34.2,19.6,0.0,10.6,1,1,1,0,778,703,-899,5,96174,6,10.8,938,consumo,autonomo,propiedad,basico,industria,no,0
PRE006602,59,3124,195,1000,45,24,0.8,0.7,7.4,3.1,2,1,0,55,607,506,5650,5,134432,0,9.6,400,negocio,fijo,alquiler,basico,servicios,si,0
PRE006603,36,1783,285,17415,73,258,14.5,12.5,6.5,0.0,2,1,1,0,600,626,7792,4,0,5,11.7,846,coche,fijo,alquiler,superior,servicios,no,0
PRE006604,50,3595,1061,9077,50,196,5.5,4.2,4.2,7.9,0,1,0,0,692,695,2044,2,269330,1,13.2,1124,estudios,autonomo,alquiler,medio,agrario,si,0
PRE006605,54,2479,1968,4641,57,88,3.5,2.0,0.9,12.7,1,0,1,18,685,611,-464,2,0,2,9.1,705,consumo,fijo,propiedad,medio,servicios,no,0
PRE006606,54,1450,988,13172,52,274,18.9,11.2,3.5,4.2,2,2,0,43,780,746,6793,3,58446,1,12.5,301,coche,temporal,alquiler,basico,construccion,no,1
PRE006607,33,3140,1808,16549,43,416,13.2,8.4,9.2,11.1,3,2,0,0,489,736,-642,1,151621,3,11.9,360,consumo,temporal,propiedad,basico,servicios,no,1
PRE006608,34,4056,618,21960,34,698,17.2,14.9,0.0,8.1,2,2,0,28,659,479,-2000,6,0,0,8.5,892,negocio,temporal,propiedad,medio,servicios,si,0
PRE006609,66,1459,1356,14609,21,751,51.4,26.7,2.7,5.3,2,1,0,15,542,574,-1396,2,65758,5,7.7,856,consumo,funcionario,hipoteca,medio,servicios,no,0
PRE006610,34,2490,1256,1000,28,39,1.6,1.0,6.2,2.4,3,2,0,0,655,606,6912,1,0,3,9.6,1044,vivienda,temporal,propiedad,superior,industria,no,0
PRE006611,22,1929,1707,20551,80,277,14.4,7.6,4.2,5.4,0,0,1,0,607,449,-80,5,0,0,8.9,628,coche,fijo,hipoteca,basico,construccion,no,0
PRE006612,41,2556,2493,1000,30,36,1.4,0.7,2.6,4.0,0,0,0,23,631,562,2178,4,67377,0,6.0,1272,estudios,funcionario,alquiler,superior,publico,no,0
PRE006613,33,1988,949,7829,37,229,11.5,7.8,10.2,7.1,0,1,0,0,678,635,-1069,0,64218,3,7.8,994,estudios,temporal,hipoteca,basico,servicios,no,0
PRE006614,47,2083,0,24948,35,770,36.9,36.9,2.9,10.3,0,1,0,0,497,647,5870,0,0,2,8.0,642,consumo,autonomo,alquiler,superior,servicios,no,1
PRE006615,53,2476,288,18107,21,931,37.6,33.7,4.4,0.2,0,2,0,0,725,481,3140,3,124979,2,8.8,619,estudios,temporal,alquiler,basico,servicios,no,0
PRE006616,47,1930,1129,20696,61,366,19.0,12.0,16.4,3.4,0,0,1,43,569,354,-1253,1,121769,3,8.5,1448,coche,fijo,alquiler,medio,publico,no,0
PRE006617,36,2788,256,7595,69,119,4.3,3.9,12.1,4.4,3,2,2,56,707,657,-1864,2,278663,2,2.0,434,vivienda,autonomo,hipoteca,basico,servicios,no,0
PRE006618,39,1779,863,39875,33,1305,73.3,49.4,7.0,9.1,1,1,1,30,408,599,6726,1,0,1,10.5,1438,negocio,fijo,alquiler,basico,publico,no,1
PRE006619,48,3164,0,1000,54,20,0.6,0.6,16.4,9.5,2,2,1,2,835,554,7315,3,64773,2,11.1,990,estudios,temporal,propiedad,medio,servicios,si,0
PRE006620,22,2011,732,18003,79,246,12.2,9.0,1.1,2.6,1,1,1,26,680,693,4467,7,0,2,6.0,1208,consumo,funcionario,propiedad,medio,construccion,si,0
PRE006621,40,1249,217,39967,32,1349,107.9,92.0,19.6,13.4,0,0,0,0,589,525,3532,5,236221,2,5.0,1229,coche,fijo,alquiler,basico,publico,si,0
PRE006622,51,3265,2156,3096,10,334,10.2,6.2,3.4,4.8,1,2,1,73,649,569,4103,3,0,0,5.8,1521,vivienda,autonomo,hipoteca,medio,publico,no,0
PRE006623,49,1791,1790,23916,42,615,34.3,17.2,8.2,0.8,1,0,0,3,850,549,4904,0,126803,1,10.2,135,consumo,fijo,hipoteca,superior,industria,no,0
PRE006624,47,3119,244,7930,16,535,17.1,15.9,2.9,0.0,1,0,1,0,642,656,9252,2,195394,1,6.0,1087,coche,fijo,alquiler,medio,servicios,si,0
PRE006625,40,4487,165,19654,9,2358,52.5,50.7,0.0,10.1,1,2,0,15,662,538,7738,3,0,0,11.6,237,vivienda,fijo,hipoteca,medio,servicios,no,0
PRE006626,36,2786,1186,6833,54,137,4.9,3.4,5.2,7.4,1,1,0,34,689,554,3693,3,0,0,5.8,1261,coche,fijo,propiedad,medio,construccion,no,0
PRE006627,19,2821,2065,9298,6,1674,59.3,34.3,9.3,0.0,0,1,1,11,633,680,4678,5,1501,1,7.3,1375,vivienda,autonomo,propiedad,basico,servicios,si,0
PRE006628,45,1955,858,16944,91,201,10.3,7.1,12.8,4.5,1,0,0,11,653,326,8002,3,155913,0,13.3,301,consumo,autonomo,alquiler,medio,industria,no,0
PRE006629,49,3792,738,12870,82,170,4.5,3.8,6.1,3.1,1,0,0,19,577,439,615,2,22422,0,6.6,667,consumo,autonomo,hipoteca,medio,servicios,no,0
PRE006630,55,1514,2048,10636,49,234,15.4,6.6,3.2,6.2,1,2,0,0,662,491,4921,5,128484,3,3.7,1162,consumo,fijo,hipoteca,medio,servicios,si,0
PRE006631,57,2313,988,9629,13,800,34.6,24.2,8.1,11.5,0,0,1,71,635,758,7420,2,96862,0,14.2,1102,consumo,funcionario,alquiler,basico,agrario,si,0
PRE006632,33,1486,640,1000,31,35,2.4,1.6,3.1,0.5,2,1,1,0,531,375,5191,2,0,2,9.9,789,consumo,fijo,propiedad,basico,publico,no,1
PRE006633,51,1414,918,5711,53,116,8.2,5.0,8.9,22.8,2,0,1,42,514,666,8261,0,173415,0,8.0,803,negocio,fijo,propiedad,medio,construccion,no,1
PRE006634,50,2206,2304,1000,62,17,0.8,0.4,13.7,10.9,1,0,0,40,513,698,-1737,4,6271,2,14.6,1303,coche,temporal,alquiler,medio,agrario,no,0
PRE006635,37,1614,1500,36220,6,6520,200.0,200.0,14.4,7.3,1,1,0,26,850,751,-926,3,97760,3,6.0,100,coche,temporal,alquiler,medio,industria,si,0
PRE006636,49,1617,1017,3790,42,97,6.0,3.7,0.0,6.7,2,2,1,9,644,604,-6,5,56164,1,8.4,579,negocio,fijo,alquiler,basico,servicios,no,1
PRE006637,42,2823,569,5317,33,174,6.2,5.1,4.7,18.9,4,0,0,23,478,631,3627,3,0,3,14.6,512,consumo,autonomo,alquiler,basico,agrario,no,1
PRE006638,18,2915,484,1000,43,25,0.9,0.7,2.6,10.3,0,0,1,47,662,499,4482,3,112957,2,9.4,100,consumo,autonomo,alquiler,basico,agrario,no,1
PRE006639,56,1381,1494,10824,30,390,28.2,13.6,3.0,4.2,1,2,0,9,684,775,1293,7,0,0,8.2,615,coche,temporal,alquiler,medio,agrario,no,0
PRE006640,41,1678,978,16718,35,516,30.7,19.4,3.2,14.5,0,2,0,51,662,617,-1457,3,191633,4,6.0,416,consumo,autonomo,alquiler,basico,servicios,no,0
PRE006641,35,1563,1940,17046,26,708,45.3,20.2,10.8,8.3,1,1,0,0,457,611,509,3,161910,4,8.5,100,vivienda,fijo,hipoteca,superior,servicios,no,0
PRE006642,35,2142,3196,10941,39,303,14.1,5.7,1.8,3.4,2,0,1,21,637,621,4213,1,37668,2,13.0,926,negocio,fijo,alquiler,medio,agrario,no,0
PRE006643,40,2938,102,3394,28,131,4.5,4.3,14.1,5.0,0,3,0,23,602,527,924,3,44834,0,4.8,531,coche,fijo,propiedad,basico,servicios,si,0
PRE006644,37,828,2186,1000,41,26,3.1,0.9,4.5,0.0,1,0,0,34,648,557,1904,5,38899,0,5.8,702,coche,fijo,alquiler,superior,industria,no,0
PRE006645,30,2430,1901,20138,29,750,30.9,17.3,13.2,0.0,0,2,1,17,544,715,1087,2,26286,5,13.7,1182,coche,fijo,alquiler,basico,servicios,no,1
PRE006646,46,2640,939,25229,83,328,12.4,9.2,6.7,17.2,3,0,0,40,665,579,8451,3,67108,1,11.9,406,negocio,funcionario,alquiler,superior,publico,si,1
PRE006647,61,2401,220,14995,47,345,14.4,13.2,6.4,3.8,3,0,0,23,498,681,-2000,1,53968,0,4.6,1567,estudios,fijo,propiedad,medio,servicios,no,1
PRE006648,42,3573,1525,2832,26,118,3.3,2.3,4.7,4.0,1,0,0,0,633,632,-156,1,0,2,9.6,867,consumo,funcionario,alquiler,superior,industria,no,0
PRE006649,18,2146,553,16949,32,572,26.6,21.2,3.9,0.0,2,2,1,24,557,669,5774,1,114715,2,10.3,1553,consumo,temporal,hipoteca,basico,servicios,no,1
PRE006650,24,2337,32,27380,49,603,25.8,25.4,7.2,0.0,2,0,1,0,763,649,-2000,4,288707,0,12.7,793,consumo,fijo,alquiler,superior,servicios,no,0
PRE006651,34,3117,0,7848,55,154,4.9,4.9,8.3,5.3,0,0,1,26,688,839,3661,0,110803,1,8.7,1286,consumo,funcionario,propiedad,basico,servicios,no,1
PRE006652,35,2471,1584,8449,25,365,14.8,9.0,10.1,12.3,0,0,0,0,640,739,13508,4,72099,2,10.8,661,vivienda,fijo,alquiler,basico,agrario,no,0
PRE006653,56,1818,0,1000,62,17,0.9,0.9,6.8,5.3,2,1,0,15,739,534,1514,5,25154,2,11.3,889,negocio,fijo,hipoteca,medio,servicios,si,0
PRE006654,29,2521,2303,18043,45,433,17.2,9.0,10.9,15.9,1,1,1,0,639,626,5521,4,118383,1,8.1,959,negocio,autonomo,propiedad,superior,industria,no,0
PRE006655,36,979,0,16698,6,3006,200.0,200.0,6.5,9.9,0,1,0,24,659,590,72,7,68806,5,10.1,1400,negocio,fijo,alquiler,medio,publico,no,1
PRE006656,26,2732,0,4718,78,65,2.4,2.4,0.0,5.7,0,0,0,6,678,769,11098,5,24701,1,7.2,1520,vivienda,temporal,alquiler,medio,agrario,si,0
PRE006657,18,1758,3121,7664,68,122,6.9,2.5,6.6,7.9,2,0,0,48,771,445,2623,6,174671,1,5.1,783,consumo,autonomo,propiedad,medio,agrario,no,0
PRE006658,67,1279,2856,4165,58,78,6.1,1.9,3.8,3.9,1,1,1,0,719,504,5410,2,152199,3,6.0,882,vivienda,autonomo,hipoteca,medio,publico,no,1
PRE006659,32,2016,150,14639,59,268,13.3,12.4,2.6,0.0,1,3,0,15,630,413,492,2,22223,2,10.8,566,consumo,temporal,alquiler,basico,agrario,si,0
PRE006660,26,1813,277,4187,80,57,3.1,2.7,3.6,19.4,3,0,1,6,750,746,3766,3,158544,0,7.4,1982,consumo,temporal,propiedad,medio,publico,no,0
PRE006661,58,1409,1667,6223,30,224,15.9,7.3,1.9,10.1,2,1,0,0,696,704,3458,0,171462,4,7.5,380,coche,fijo,hipoteca,medio,agrario,no,0
PRE006662,22,1961,1247,6568,27,263,13.4,8.2,7.5,6.6,1,1,0,26,411,730,6278,1,148921,3,11.4,1250,consumo,funcionario,propiedad,medio,industria,no,1
PRE006663,66,1339,0,16644,84,214,16.0,16.0,0.0,0.0,0,0,0,36,555,609,5625,2,25633,6,8.2,1206,consumo,fijo,alquiler,superior,servicios,no,0
PRE006664,51,1439,826,17116,37,500,34.7,22.1,4.8,1.2,2,0,1,2,850,644,7715,3,121479,0,6.9,1410,consumo,funcionario,hipoteca,medio,construccion,no,0
PRE006665,39,2542,1194,19172,93,223,8.8,6.0,4.0,12.1,1,0,1,24,571,467,1218,2,68731,1,9.3,1204,consumo,fijo,alquiler,basico,servicios,no,0
PRE006666,55,2865,0,16589,40,448,15.6,15.6,6.9,0.0,0,1,0,10,757,785,4356,6,48741,3,7.3,355,coche,fijo,alquiler,medio,construccion,no,0
PRE006667,39,3392,1771,26670,81,356,10.5,6.9,11.6,6.2,3,0,1,25,513,546,-1971,3,119535,2,8.2,1418,estudios,temporal,alquiler,superior,industria,no,0
PRE006668,60,2044,1596,3298,99,36,1.8,1.0,11.2,6.5,1,2,0,39,552,436,8701,8,168283,1,7.4,1636,estudios,autonomo,alquiler,medio,servicios,si,0
PRE006669,18,2915,501,5694,64,96,3.3,2.8,4.4,8.4,1,0,1,7,850,413,3536,3,0,0,5.5,493,estudios,autonomo,alquiler,medio,industria,si,0
PRE006670,44,1798,1705,15195,63,260,14.5,7.4,9.8,20.4,3,0,0,0,723,440,-782,6,0,4,10.3,674,estudios,fijo,alquiler,medio,servicios,no,0
PRE006671,47,1912,795,6416,58,119,6.2,4.4,3.1,14.0,2,1,1,6,757,569,2237,5,40606,2,6.8,615,consumo,temporal,alquiler,basico,agrario,no,0
PRE006672,30,1780,0,1000,6,180,10.1,10.1,4.8,6.1,0,1,0,0,695,601,5095,2,8329,4,11.1,1074,negocio,autonomo,propiedad,medio,construccion,no,0
PRE006673,67,1413,1588,25966,68,412,29.1,13.7,5.4,11.1,3,2,1,48,674,634,3629,0,133515,3,10.2,1029,consumo,fijo,alquiler,basico,construccion,no,0
PRE006674,41,700,2873,1000,43,25,3.6,0.7,0.0,0.0,0,0,0,0,850,661,2749,2,0,0,12.1,1516,vivienda,fijo,alquiler,basico,agrario,si,0
PRE006675,46,1717,882,11746,35,362,21.1,13.9,10.4,10.1,1,0,0,0,717,749,-294,3,0,0,4.5,515,coche,fijo,alquiler,superior,servicios,no,0
PRE006676,18,2838,2433,23339,51,494,17.4,9.4,12.6,0.0,0,2,0,0,765,697,-2000,3,71481,1,9.2,567,vivienda,temporal,hipoteca,medio,publico,no,0
PRE006677,48,700,0,6935,41,183,26.1,26.1,9.9,5.1,3,1,0,33,745,537,2952,4,36120,0,11.3,1130,coche,autonomo,propiedad,superior,construccion,si,0
PRE006678,38,1826,0,10024,105,103,5.6,5.6,12.5,10.7,0,1,0,32,732,492,858,4,88802,0,14.0,872,vivienda,temporal,propiedad,superior,industria,no,0
PRE006679,36,1859,1385,1000,79,14,0.8,0.4,9.9,9.3,0,1,0,0,493,671,7431,3,117976,1,6.9,1250,coche,fijo,alquiler,medio,publico,no,0
PRE006680,42,1063,1520,7001,66,115,10.8,4.5,6.7,13.2,0,1,1,0,761,668,1019,0,44019,2,12.9,839,coche,fijo,hipoteca,medio,publico,no,0
PRE006681,33,1883,977,1000,31,35,1.9,1.2,0.6,9.2,1,0,1,10,760,600,7873,3,75708,0,11.7,402,vivienda,autonomo,alquiler,medio,agrario,no,0
