id_parcela,ph_suelo,materia_organica_pct,carbono_organico_pct,nitrogeno_ppm,fosforo_ppm,potasio_ppm,calcio_ppm,magnesio_ppm,azufre_ppm,conductividad_electrica,cic,caliza_activa_pct,arcilla_pct,arena_pct,limo_pct,humedad_suelo_pct,capacidad_campo_pct,profundidad_suelo_cm,pendiente_pct,altitud_m,precipitacion_anual_mm,temp_media_c,temp_min_invierno_c,temp_max_verano_c,radiacion_anual,evapotranspiracion_mm,indice_aridez,orientacion,tipo_suelo
PAR006847,8.6,1.0,1.58,6,5,121,300,169,27.1,1.35,13.1,11.8,44.7,34.1,20.4,16.2,39.6,38,12.1,0,150,21.4,-0.7,27.1,1506,1236,0.32,O,calcareo
PAR006848,9.0,1.2,1.9,2,16,114,1038,279,12.7,1.84,10.9,17.5,37.2,21.9,36.0,9.7,40.1,58,20.2,153,473,20.2,-2.3,32.4,1507,933,0.27,N,arcilloso
PAR006849,6.1,5.6,1.47,42,26,262,2693,380,29.5,0.17,24.8,5.1,16.3,87.2,22.5,42.4,45.2,114,4.3,940,592,9.4,7.0,34.9,1998,861,0.89,S,arenoso
PAR006850,8.5,0.3,2.47,4,16,42,443,183,27.1,1.98,20.2,8.0,40.0,14.8,29.2,15.2,36.1,15,26.8,21,365,23.2,1.8,33.7,1560,1065,0.1,N,arcilloso
PAR006851,6.0,2.5,1.94,35,31,330,499,182,5.8,0.1,16.8,0.0,35.9,44.1,5.0,32.0,24.3,127,1.8,0,831,18.4,2.4,23.1,1413,1006,0.6,O,franco
PAR006852,5.7,4.8,0.94,32,32,317,2888,358,22.2,0.1,21.9,0.0,16.6,54.6,41.5,30.5,45.0,119,0.6,844,1085,11.9,7.1,36.2,2200,822,0.82,E,calcareo
PAR006853,6.6,0.5,1.21,22,9,118,612,145,10.5,1.45,20.0,8.6,19.9,32.8,49.1,13.0,50.1,37,22.0,630,308,15.5,6.4,39.7,1929,1113,0.19,N,arenoso
PAR006854,7.1,1.3,1.64,4,9,98,1676,151,25.2,2.88,25.2,11.9,32.9,32.0,35.7,17.3,51.8,41,11.3,201,248,20.2,-0.0,33.1,1975,1156,0.69,E,calcareo
PAR006855,7.0,1.2,0.82,24,2,81,1659,75,23.1,0.41,21.9,20.3,24.6,30.4,47.6,18.5,55.0,89,10.3,442,387,14.3,-2.2,40.4,1905,1175,1.12,O,arcilloso
PAR006856,7.3,0.9,2.66,9,11,186,1176,41,20.0,1.27,19.3,18.5,31.4,29.1,21.2,14.8,26.1,15,24.7,95,403,20.0,1.3,31.9,1581,1114,0.18,N,arenoso
PAR006857,8.6,0.3,2.25,9,2,112,605,169,17.7,1.74,26.9,16.8,40.0,29.3,42.6,13.0,46.0,29,24.4,199,236,19.0,-2.4,30.7,1518,1036,0.48,E,arcilloso
PAR006858,6.2,4.3,0.63,47,34,305,2642,429,17.5,0.53,27.1,0.0,35.8,77.9,36.6,31.3,38.0,116,0.0,680,1039,13.4,5.9,34.7,1896,665,1.2,O,arenoso
PAR006859,6.5,3.6,1.2,51,36,369,2287,306,17.5,0.2,20.2,2.5,18.7,37.2,18.8,35.4,41.9,89,5.5,1223,931,10.1,10.6,36.1,2089,1077,0.98,N,arcilloso
PAR006860,8.2,2.0,2.03,15,18,174,1517,94,25.6,0.66,18.3,20.3,30.3,26.0,35.1,27.6,49.1,25,19.8,579,619,21.8,5.6,37.6,1653,920,0.46,E,franco
PAR006861,8.0,0.9,1.03,6,2,120,1459,89,18.9,1.72,12.6,28.8,41.7,31.5,6.9,10.6,23.6,15,26.2,627,504,16.3,-1.1,31.6,1748,853,0.1,O,arcilloso
PAR006862,6.1,3.4,1.3,24,34,264,300,348,15.7,0.94,23.0,4.2,22.0,50.9,5.0,39.5,22.2,112,0.0,0,813,18.5,0.9,29.9,1499,765,0.57,S,franco
PAR006863,8.5,2.4,2.17,16,2,158,1709,182,20.7,2.14,12.4,12.9,32.4,30.5,35.1,7.9,39.3,94,12.7,616,352,17.0,-5.6,30.1,1667,1136,0.1,N,franco
PAR006864,8.6,1.3,1.73,9,4,54,304,206,10.7,1.24,14.9,15.6,28.7,36.7,8.6,5.0,30.1,15,25.1,271,150,20.3,1.4,32.6,1688,1312,0.2,S,arcilloso
PAR006865,5.9,4.9,1.04,39,33,280,1971,291,7.8,0.14,24.9,7.1,3.0,67.6,57.5,39.0,43.8,129,12.2,1017,934,14.3,0.6,29.0,1924,818,1.26,S,arcilloso
PAR006866,5.9,5.8,0.95,34,30,249,3562,452,17.2,0.48,28.1,7.8,6.8,65.5,23.1,31.2,38.0,121,5.8,845,778,13.4,7.6,36.9,1881,944,1.05,N,franco
PAR006867,8.5,0.9,2.53,14,4,40,2072,231,11.7,2.01,19.7,30.0,32.2,22.1,16.8,11.5,35.1,45,29.0,163,315,20.6,-0.7,28.1,1514,1009,0.23,N,arcilloso
PAR006868,7.7,2.0,1.7,26,17,150,1114,89,26.5,1.25,20.5,8.8,30.8,41.5,47.8,21.5,54.6,44,22.0,487,369,17.4,6.6,38.3,1920,911,0.1,O,arcilloso
PAR006869,6.9,3.6,1.49,42,26,231,2335,313,23.7,0.22,26.6,13.0,3.3,62.0,26.2,30.1,40.0,110,0.0,1175,957,10.4,8.4,36.6,1919,863,0.69,N,franco
PAR006870,7.1,4.7,1.06,44,22,230,2149,482,8.5,0.1,20.4,4.1,8.2,34.7,13.6,37.7,36.8,93,3.8,644,1013,10.8,5.3,43.4,1713,667,1.23,O,franco
PAR006871,7.8,0.3,2.58,9,14,137,548,139,28.4,2.03,20.1,10.3,30.7,29.2,27.4,15.8,32.5,45,24.7,100,150,23.3,-1.2,26.5,1777,1345,0.44,E,arenoso
PAR006872,5.4,3.5,0.89,40,35,277,2486,325,20.8,0.51,24.1,4.3,11.0,57.0,36.4,26.9,44.4,89,12.8,970,919,6.6,12.9,34.2,2068,1110,0.96,O,franco
PAR006873,6.5,4.6,1.4,29,18,222,300,196,10.5,1.07,15.8,0.0,27.2,21.5,5.0,30.2,21.9,110,0.0,0,977,18.4,5.4,42.8,1212,804,1.02,O,franco
PAR006874,4.6,5.0,0.81,31,34,268,3414,282,12.7,0.1,22.8,9.7,13.2,59.9,31.0,22.8,44.4,94,0.0,1192,877,8.9,8.6,31.2,1623,1058,1.14,O,calcareo
PAR006875,6.6,4.9,2.2,41,30,251,300,135,9.2,0.99,12.9,0.6,31.2,61.6,10.0,17.1,30.9,91,14.0,0,934,17.7,5.4,29.5,1404,764,0.92,E,arcilloso
PAR006876,8.4,1.3,1.27,5,19,89,592,129,33.3,2.03,13.7,14.0,33.9,47.2,7.3,12.3,36.4,87,29.2,202,191,16.5,-3.1,34.6,1435,922,0.5,O,arcilloso
PAR006877,8.6,0.3,2.16,2,7,160,1489,163,20.8,1.5,9.2,6.5,26.4,31.0,36.7,5.0,49.1,15,26.5,333,587,19.4,1.0,32.9,1710,1031,0.23,E,arcilloso
PAR006878,8.8,0.6,2.03,2,20,96,1366,172,21.3,2.31,20.7,25.0,45.6,21.7,9.5,8.0,31.0,15,26.2,112,322,16.4,-4.2,31.5,1927,1323,0.39,O,arcilloso
PAR006879,6.2,3.9,1.32,46,38,214,1934,122,16.8,0.12,24.2,2.0,3.0,77.5,26.6,23.7,38.0,99,0.0,764,902,8.9,9.0,36.6,2053,764,0.88,E,franco
PAR006880,4.7,4.3,1.99,40,38,209,300,262,11.9,0.3,13.0,0.0,24.9,39.2,5.0,20.9,21.7,39,2.7,0,465,17.8,4.5,34.0,1565,812,0.98,E,franco
PAR006881,6.8,2.9,2.39,20,29,255,497,217,7.3,1.14,21.7,3.2,23.6,5.0,5.0,33.7,33.1,84,16.5,0,322,23.0,11.8,30.9,1590,813,1.41,E,arenoso
PAR006882,6.2,4.0,0.54,33,31,307,1797,293,22.5,0.45,25.2,9.6,5.4,60.7,30.0,37.4,43.9,96,13.9,801,932,6.6,10.9,30.5,2126,823,0.53,O,arenoso
PAR006883,6.8,4.5,3.47,33,25,214,300,320,12.9,0.17,11.6,0.0,16.4,43.7,5.0,31.1,27.6,150,3.6,396,1023,19.3,2.3,32.6,1692,866,0.93,N,franco
PAR006884,5.8,4.4,1.25,47,37,242,2419,129,20.7,0.58,19.1,0.0,7.5,77.4,40.8,31.7,34.2,81,0.0,1185,887,11.8,11.0,30.2,2007,894,1.12,E,arenoso
PAR006885,5.9,4.2,1.89,43,28,248,772,276,12.2,0.1,24.0,0.2,13.2,44.0,5.0,31.6,22.9,70,14.9,0,706,19.3,7.3,33.2,1581,739,1.06,O,arcilloso
PAR006886,5.8,4.0,2.13,19,23,170,1202,187,12.2,0.1,23.5,4.5,32.4,34.7,5.0,21.1,34.0,88,0.0,385,673,12.5,2.0,31.3,1361,1093,0.9,N,arcilloso
PAR006887,5.0,2.8,1.88,35,33,266,587,182,11.9,0.62,17.2,9.6,30.9,38.8,5.0,23.3,17.3,46,16.7,17,543,17.9,8.9,33.6,1165,856,1.09,N,arenoso
PAR006888,7.9,2.2,1.72,13,4,88,997,126,24.3,1.16,23.8,14.1,12.8,52.1,38.2,14.5,46.3,58,10.4,775,626,15.2,-0.2,32.1,1895,1042,0.3,N,arenoso
PAR006889,6.2,4.4,1.98,45,40,281,1151,226,6.6,0.1,11.5,0.5,23.1,35.3,13.5,31.9,16.4,60,10.3,590,706,17.2,2.0,36.8,1532,900,0.98,O,franco
PAR006890,8.6,1.6,2.97,2,12,92,845,148,18.7,1.76,10.4,21.3,44.0,28.2,17.1,17.2,53.4,25,17.4,271,204,17.2,-3.3,29.9,1715,1200,0.14,E,arcilloso
PAR006891,5.2,4.0,1.83,38,42,284,441,347,12.8,1.36,14.4,5.6,31.9,34.0,6.4,32.6,29.8,70,1.6,0,607,16.4,5.9,35.5,1360,1057,0.97,S,franco
PAR006892,5.9,3.0,2.64,44,39,337,300,237,3.6,1.15,17.6,3.5,32.7,26.8,9.5,26.7,8.0,150,6.5,0,462,20.2,7.4,30.9,1353,765,0.59,E,arcilloso
PAR006893,6.4,1.2,1.59,2,16,76,809,149,28.8,1.71,18.6,11.8,32.4,34.1,52.4,15.4,52.2,59,27.1,461,678,15.6,0.7,37.5,1816,1112,0.37,E,arenoso
PAR006894,5.6,5.2,1.71,41,21,254,1730,363,25.2,0.1,19.6,0.0,11.0,58.0,18.5,29.7,39.8,59,4.2,1051,1207,16.0,2.2,35.1,1945,540,0.9,E,franco
PAR006895,6.6,4.3,1.13,26,33,284,2733,305,9.4,0.1,13.3,0.0,3.0,48.6,35.7,39.0,44.5,120,6.5,1022,1263,12.6,7.9,33.1,1635,756,0.8,E,franco
PAR006896,7.3,1.4,2.23,17,10,147,1051,193,14.2,1.02,20.5,24.6,40.9,17.6,18.5,5.0,55.0,80,25.1,351,299,17.5,0.2,32.5,1729,1081,0.65,E,calcareo
PAR006897,9.0,1.9,2.09,2,3,80,955,230,23.8,2.14,15.1,22.3,36.7,17.9,25.2,11.3,28.2,51,17.0,161,150,18.2,1.5,33.4,1671,1089,0.2,O,arcilloso
PAR006898,8.4,0.3,3.21,6,2,80,1582,118,11.5,1.47,14.7,16.2,33.7,23.5,18.9,11.0,51.9,36,10.6,127,225,15.1,-0.8,33.8,1254,871,0.1,N,arcilloso
PAR006899,5.7,3.9,2.31,28,25,217,598,264,13.8,0.31,21.3,5.0,25.3,48.6,5.0,23.9,20.1,122,3.5,459,834,18.9,5.2,32.6,1332,1086,0.7,N,arcilloso
PAR006900,7.8,1.4,0.85,7,2,148,315,40,23.6,1.37,25.2,16.5,25.5,57.2,33.6,13.8,46.2,55,11.6,520,272,17.2,5.3,39.9,1906,911,0.34,O,arcilloso
PAR006901,9.0,2.7,1.38,12,19,69,1643,40,28.9,1.17,18.6,9.5,41.7,62.9,34.2,9.2,46.9,34,15.6,95,206,20.5,-2.0,35.5,1797,962,0.23,O,calcareo
PAR006902,6.3,5.3,1.77,41,36,248,2315,413,16.3,1.25,32.0,9.3,14.4,70.8,36.1,28.0,42.7,125,0.0,800,876,12.6,8.4,26.3,2044,862,1.14,O,arenoso
PAR006903,8.0,1.5,2.05,8,4,40,1008,176,19.5,1.5,20.7,21.2,41.2,24.0,21.9,14.0,41.0,15,17.9,86,575,18.7,-4.4,25.0,1632,1310,0.56,S,arenoso
PAR006904,7.7,1.5,1.71,2,9,204,1733,141,18.5,2.16,18.6,24.8,56.5,18.2,39.6,9.7,36.4,74,15.5,517,150,20.8,-1.4,29.4,1509,822,0.18,S,calcareo
PAR006905,7.3,1.7,1.67,15,12,119,1899,104,31.3,2.02,20.8,0.0,17.8,50.4,32.9,8.3,49.3,51,10.6,659,317,18.0,1.2,34.8,2172,781,0.51,S,arenoso
PAR006906,5.7,4.4,1.26,43,36,365,2522,385,22.5,0.37,26.9,1.3,12.6,50.8,36.9,34.8,51.8,62,16.2,575,1013,11.1,8.1,33.2,1813,772,1.2,E,arenoso
PAR006907,6.0,4.1,2.22,42,30,242,300,103,11.4,0.79,21.1,0.0,34.4,56.2,5.0,35.6,34.4,79,0.0,109,556,19.4,6.6,27.6,1229,1004,1.37,O,franco
PAR006908,6.3,3.0,1.68,22,25,270,300,314,2.0,0.84,9.3,0.0,33.8,40.4,5.2,18.0,24.9,104,21.2,207,967,15.2,5.9,31.4,1478,1068,0.91,N,franco
PAR006909,6.6,2.0,2.11,2,10,94,840,135,20.2,1.62,10.8,16.7,26.3,65.6,32.2,18.1,55.0,15,12.9,515,954,21.4,2.2,37.0,1790,871,0.21,O,calcareo
PAR006910,6.3,5.9,3.12,17,22,191,300,247,5.1,0.88,9.5,0.0,25.1,26.9,5.0,39.7,28.7,87,0.0,72,720,18.9,8.7,28.1,1454,1085,1.27,S,arcilloso
PAR006911,8.3,2.9,2.1,7,21,90,309,244,7.4,2.45,17.3,20.1,46.6,36.5,35.2,16.9,43.1,21,33.4,212,420,23.7,-1.9,29.7,1857,1161,0.1,E,franco
PAR006912,5.7,4.7,1.2,46,32,293,2315,275,8.7,0.68,29.1,11.4,13.6,74.2,31.1,39.4,48.3,112,3.2,923,989,11.4,6.9,30.2,1966,950,1.02,S,calcareo
PAR006913,7.5,4.4,1.28,40,32,297,2312,422,3.8,0.27,24.8,0.4,12.6,78.8,24.2,30.5,49.5,82,0.0,651,576,7.6,6.2,32.8,2200,623,1.05,S,franco
PAR006914,7.5,1.9,2.14,27,5,146,1277,169,20.8,2.37,25.8,12.8,39.2,19.9,47.9,15.7,54.9,18,2.2,630,439,13.9,0.8,38.3,2061,892,0.44,N,arcilloso
PAR006915,7.7,0.7,2.0,25,2,123,1440,230,31.4,2.35,21.3,15.8,39.0,45.0,13.1,13.4,39.0,26,20.3,187,337,20.7,0.2,32.8,1543,1189,0.24,S,arcilloso
PAR006916,6.1,3.9,2.09,41,25,320,555,123,9.6,0.1,13.0,0.7,21.1,12.9,6.4,34.9,24.6,93,3.7,36,920,21.0,0.2,23.6,1272,756,0.86,O,arenoso
PAR006917,5.6,5.4,2.29,37,24,284,690,201,2.0,0.34,19.2,0.0,32.2,22.9,5.0,22.4,24.9,80,0.0,117,804,19.0,5.1,27.6,1461,769,1.35,E,franco
PAR006918,8.0,1.0,1.92,21,4,77,1285,281,28.4,2.41,11.4,20.5,43.3,40.9,14.6,9.3,34.2,54,24.7,382,418,14.6,-0.4,32.1,1358,1261,0.1,E,arcilloso
PAR006919,7.9,0.3,1.23,17,10,85,1748,92,21.0,1.57,20.6,23.5,37.9,34.5,11.2,6.2,25.9,30,19.8,109,150,22.2,2.6,32.6,1879,1173,0.43,N,arcilloso
PAR006920,7.2,3.3,1.22,36,31,298,2261,279,9.2,0.96,24.1,5.4,11.9,57.5,45.0,35.5,52.4,92,2.1,959,723,7.3,5.0,33.4,2045,1059,0.8,E,franco
PAR006921,5.8,4.0,1.49,40,35,240,2472,252,13.3,0.28,21.2,0.0,14.4,58.1,31.0,26.4,45.7,106,6.5,1162,670,10.1,8.7,37.3,2171,1075,0.74,S,arenoso
PAR006922,6.9,2.9,0.56,13,18,211,1375,73,23.7,1.01,27.6,9.5,29.7,34.4,35.8,25.5,55.0,51,5.5,476,664,13.6,6.7,42.0,2002,1058,0.59,S,franco
PAR006923,4.9,4.2,0.86,22,38,243,366,356,5.3,0.41,20.1,0.0,31.6,8.2,5.0,23.0,29.8,102,2.5,183,761,17.1,-1.0,29.7,1585,1035,0.74,O,calcareo
PAR006924,6.6,1.9,1.85,3,21,111,1064,149,23.4,0.75,9.4,8.6,43.6,32.7,31.3,13.3,50.4,20,5.4,517,423,19.8,5.1,37.3,1901,1047,0.77,O,franco
PAR006925,6.5,3.8,0.93,34,45,234,3043,340,12.0,0.91,27.8,7.2,13.1,74.5,28.5,38.3,47.6,118,0.0,591,851,11.7,12.2,37.3,1805,1008,1.2,O,arcilloso
PAR006926,5.1,3.7,2.2,42,39,256,679,181,10.5,0.1,12.9,0.8,36.5,30.0,5.0,31.9,26.0,106,6.9,176,612,19.4,0.9,32.6,1496,636,1.21,S,arenoso
PAR006927,5.3,4.7,1.88,41,19,242,1335,220,19.2,0.62,9.1,2.4,36.5,52.0,5.0,28.8,20.8,105,8.5,377,772,16.0,2.3,31.6,2055,1026,0.5,E,arenoso
PAR006928,8.3,1.0,2.69,11,3,136,447,209,36.4,2.06,22.5,15.5,46.8,27.5,26.9,22.2,27.1,34,16.8,307,225,20.7,-7.2,32.6,1878,1104,0.55,N,arcilloso
PAR006929,7.4,0.8,1.86,20,22,115,949,90,11.7,1.01,19.1,9.4,33.1,32.0,39.5,10.7,46.4,65,18.8,538,473,15.0,1.7,34.4,1633,944,0.7,N,franco
PAR006930,6.1,3.9,1.98,43,41,226,495,189,14.1,0.7,16.1,9.6,35.4,21.1,5.0,25.6,37.8,107,2.0,138,746,14.3,5.0,31.6,1430,1061,0.74,S,franco
PAR006931,6.5,4.4,1.25,39,29,217,2183,300,5.5,0.96,25.4,6.9,15.4,63.7,37.7,30.9,44.8,84,10.9,656,751,14.9,5.9,35.2,1931,739,0.96,N,franco
PAR006932,7.7,0.8,2.28,3,14,44,468,247,22.7,1.76,22.2,19.7,44.9,33.2,19.2,7.4,43.5,62,20.4,203,618,21.6,3.4,32.3,1519,1293,0.13,N,arcilloso
PAR006933,5.9,4.9,0.47,31,33,277,2747,378,9.9,0.22,24.1,0.0,13.2,56.2,12.2,29.2,39.4,99,0.0,911,899,14.3,6.6,38.0,1883,872,1.21,N,franco
PAR006934,6.5,5.1,1.08,34,34,105,300,297,2.0,1.25,19.6,1.4,28.1,44.2,9.9,39.3,32.7,39,8.0,78,774,16.6,8.7,34.8,1846,806,1.14,E,calcareo
PAR006935,6.8,3.8,0.57,49,21,162,2390,295,11.9,0.61,31.0,0.0,7.7,72.3,31.9,45.0,51.5,118,3.9,528,1102,5.6,3.4,29.6,2003,798,0.79,S,arenoso
PAR006936,5.9,0.3,1.2,11,17,76,1735,43,31.0,1.93,15.6,15.2,22.1,39.6,23.2,5.2,39.3,23,24.1,147,287,14.2,6.5,38.5,1809,1346,0.48,S,franco
PAR006937,6.7,2.1,0.97,19,6,68,875,154,21.1,1.3,15.3,7.7,18.4,34.1,11.8,21.9,39.3,79,19.9,376,507,19.7,5.1,39.5,1744,894,0.49,O,calcareo
PAR006938,5.9,3.5,2.1,9,13,157,1597,72,18.5,0.52,21.1,10.7,21.5,27.4,30.1,8.8,53.6,23,14.7,300,835,16.4,-1.2,36.1,1953,765,0.42,E,franco
PAR006939,8.1,0.5,1.97,15,6,162,1487,220,23.6,1.94,17.0,20.7,47.2,12.4,30.7,14.9,46.8,17,23.8,0,526,16.8,0.8,29.2,1799,1217,0.1,S,calcareo
PAR006940,6.6,2.2,1.15,14,11,130,300,40,25.8,1.7,13.5,0.5,27.9,40.1,29.6,15.7,44.6,69,11.6,690,543,13.9,3.9,33.3,1698,972,0.51,O,franco
PAR006941,8.3,0.8,2.33,2,5,91,1215,242,22.6,3.11,27.0,19.7,60.0,27.7,15.2,9.1,39.9,15,16.5,566,561,19.9,-0.9,33.5,1203,1137,0.32,O,calcareo
PAR006942,5.5,3.7,2.04,30,21,147,300,250,5.8,0.13,10.4,0.0,35.1,37.4,5.0,21.2,22.9,109,0.0,476,901,12.5,6.0,28.5,1345,607,0.97,E,franco
PAR006943,5.2,4.5,2.86,24,28,284,522,183,2.0,0.35,11.8,0.0,39.8,16.8,5.0,19.2,12.6,137,7.8,206,590,21.3,4.5,30.1,1284,606,0.96,S,calcareo
PAR006944,6.9,3.2,1.93,25,26,154,1150,182,10.0,0.76,10.8,1.3,10.0,31.1,5.0,28.2,18.3,80,0.0,378,712,22.4,7.8,34.5,1035,778,0.9,E,arcilloso
PAR006945,5.5,2.8,2.24,43,26,204,300,227,11.5,0.39,13.1,0.0,35.7,68.9,7.8,23.2,20.0,48,11.6,0,619,17.8,6.9,31.8,1261,990,0.97,S,franco
PAR006946,5.8,4.8,2.16,45,31,222,300,192,15.9,0.66,16.6,1.1,35.5,26.3,5.0,22.5,27.6,90,4.5,567,933,19.5,2.9,27.5,1691,866,0.9,N,arcilloso
PAR006947,6.1,0.7,1.42,15,10,60,678,221,15.8,1.2,21.0,17.3,33.3,24.1,40.7,9.9,52.6,22,2.7,204,537,15.3,-0.7,40.5,2087,917,0.36,O,arenoso
PAR006948,7.8,0.5,2.21,6,2,156,726,176,21.5,2.34,25.0,16.3,26.5,20.2,13.1,10.2,38.6,42,28.5,299,532,19.7,-6.1,28.6,1575,1322,0.1,E,arcilloso
PAR006949,6.2,1.4,2.31,8,17,133,687,172,16.8,1.04,25.6,10.3,35.1,26.3,28.3,30.9,55.0,58,19.4,396,414,14.9,-1.2,35.5,1786,905,1.11,E,arcilloso
PAR006950,5.0,3.3,2.09,34,26,303,300,290,15.9,0.77,11.6,3.0,37.5,22.8,5.0,31.8,35.3,72,29.5,49,714,14.4,3.0,36.2,1627,1013,0.7,S,franco
PAR006951,6.5,3.1,1.73,50,37,312,574,133,9.2,0.44,18.3,2.4,37.0,35.7,5.0,24.6,22.4,85,3.7,88,679,13.8,1.3,30.3,1404,835,0.83,O,franco
PAR006952,8.3,1.9,1.61,12,2,140,1435,108,22.8,2.22,13.5,10.6,31.6,12.9,22.2,14.9,28.1,26,25.6,0,405,19.4,-1.7,29.2,1504,1183,0.47,O,calcareo
PAR006953,5.8,4.3,2.08,38,10,232,300,295,14.9,0.58,16.1,0.0,24.3,24.0,5.8,30.6,28.5,102,3.3,0,1075,18.9,1.4,28.7,1505,767,1.11,N,calcareo
PAR006954,8.4,0.3,1.22,2,3,115,1349,196,23.3,2.1,8.2,18.1,37.1,36.1,25.6,21.5,37.9,26,15.9,385,150,18.5,4.7,30.4,1601,1071,0.1,E,calcareo
PAR006955,5.8,5.1,1.14,50,31,198,2995,227,7.3,0.23,22.3,0.6,11.4,63.7,8.2,37.8,51.3,86,9.2,1214,857,14.1,10.5,31.1,1858,618,1.28,N,franco
PAR006956,6.2,5.5,1.32,26,26,310,1520,435,10.3,0.4,18.3,0.0,7.1,74.2,12.2,33.2,39.6,106,18.8,532,757,8.3,5.3,30.8,2200,717,1.2,S,arcilloso
PAR006957,8.9,1.4,2.42,14,15,40,629,145,20.9,1.47,23.0,22.2,26.5,12.7,18.0,11.3,37.8,27,14.7,354,150,21.4,-4.1,31.9,1697,1230,0.32,S,franco
PAR006958,5.1,4.0,2.28,18,35,250,602,203,9.5,0.53,13.5,12.7,32.6,27.1,8.7,28.0,24.5,107,2.2,280,802,18.4,2.1,23.5,1373,934,0.57,N,calcareo
PAR006959,8.2,0.3,1.04,25,8,77,1268,93,26.9,2.07,18.8,20.8,46.0,30.7,18.0,13.1,40.4,15,20.0,0,236,20.5,-1.8,39.5,1503,1025,0.33,N,calcareo
PAR006960,5.3,3.4,2.04,37,25,181,300,112,14.9,1.11,9.4,0.0,23.1,57.5,5.0,28.0,27.5,102,0.0,215,753,16.0,1.8,27.2,1479,956,0.8,N,franco
PAR006961,6.0,5.0,1.24,42,21,252,1691,371,13.4,0.8,25.0,2.5,36.5,63.2,28.0,30.7,34.8,145,0.0,1153,1180,8.2,11.0,32.8,1820,809,0.67,O,arenoso
PAR006962,6.3,4.0,1.41,40,39,282,2748,257,18.5,1.6,19.4,4.0,23.6,69.7,29.3,30.2,34.9,127,1.1,800,657,14.2,6.8,35.4,1530,995,0.51,S,arenoso
PAR006963,8.9,0.3,2.42,17,5,129,1181,140,21.2,2.08,16.3,13.7,37.6,12.3,5.0,15.7,42.1,19,10.9,104,319,18.5,-1.7,31.7,1412,1352,0.37,O,arcilloso
PAR006964,9.0,0.3,1.93,4,7,183,1298,73,9.8,1.77,21.3,19.4,36.9,31.4,34.4,9.6,35.3,23,22.7,171,431,18.4,-3.7,29.6,1615,1193,0.82,S,calcareo
PAR006965,4.6,2.9,2.14,31,30,322,835,232,2.0,0.55,12.7,3.8,29.8,40.9,5.0,28.5,39.7,114,4.7,144,813,19.5,-1.0,29.7,1228,904,0.88,N,franco
PAR006966,5.9,4.9,2.26,33,30,171,300,242,6.3,0.1,10.9,0.0,43.1,23.0,5.0,33.0,13.6,86,0.0,366,647,19.2,9.1,36.2,1319,1072,1.1,O,franco
PAR006967,5.3,2.9,1.3,37,29,242,1036,347,15.4,1.49,18.3,0.0,45.4,57.5,5.0,31.0,36.9,104,0.0,0,827,21.1,-0.7,29.8,1537,916,0.49,S,arenoso
PAR006968,6.1,3.7,1.62,40,35,226,715,243,7.9,1.83,9.1,0.0,41.0,48.7,5.0,23.1,25.6,105,11.2,69,923,15.2,2.9,25.7,1343,907,1.13,O,franco
PAR006969,7.7,0.4,1.55,2,6,138,1737,114,18.5,2.35,17.5,14.9,43.4,13.0,20.9,5.0,42.1,42,26.0,247,403,17.9,-2.6,31.1,1471,1201,0.28,N,franco
PAR006970,6.0,5.1,2.18,38,31,234,300,259,8.9,0.4,13.5,0.0,25.4,47.9,5.0,39.7,20.1,59,0.0,7,980,17.5,6.0,28.0,1303,766,1.15,N,arcilloso
PAR006971,5.7,4.4,1.67,26,44,316,2514,255,18.0,0.1,31.8,0.0,12.0,59.5,14.6,44.2,40.4,110,0.0,1145,931,13.9,7.2,34.0,2200,701,0.95,E,franco
PAR006972,6.1,3.4,2.35,51,35,177,632,212,8.6,0.52,17.3,3.9,25.6,53.6,5.0,41.1,27.3,92,3.5,0,767,20.1,5.5,26.3,1533,826,0.55,O,franco
PAR006973,5.6,3.4,3.41,38,33,252,300,249,23.2,0.1,22.0,0.6,33.9,27.7,5.0,26.3,21.3,55,6.1,74,1062,17.5,1.6,29.6,1428,943,0.88,O,franco
PAR006974,7.9,1.3,2.75,12,7,95,1080,132,25.8,0.55,11.1,20.6,29.3,42.1,36.5,11.4,49.1,15,27.4,342,402,19.3,-0.1,34.7,1537,924,0.1,O,franco
PAR006975,5.8,5.3,2.96,40,19,173,300,253,2.0,0.72,11.5,6.1,22.6,21.5,5.0,27.2,16.9,119,0.0,114,554,17.3,2.0,29.9,1466,825,1.09,E,franco
PAR006976,6.5,5.4,1.26,41,26,212,2759,326,8.8,0.1,23.3,4.7,3.6,58.6,40.1,33.8,45.4,91,0.0,971,952,13.7,8.8,30.9,1630,939,1.25,S,calcareo
PAR006977,6.0,3.3,1.54,42,31,169,300,173,2.0,0.27,14.9,8.8,29.6,22.0,5.0,31.9,30.6,58,0.0,67,829,19.3,7.6,29.3,1330,1062,0.92,E,arcilloso
PAR006978,6.6,0.7,2.03,20,12,160,1076,124,13.9,2.25,18.3,10.6,33.7,38.1,26.7,16.8,55.0,33,9.9,511,419,14.4,3.0,37.4,1914,926,0.52,N,calcareo
PAR006979,5.6,4.5,0.57,40,33,266,2229,325,10.3,0.23,35.6,3.8,18.1,44.4,32.5,19.3,44.6,150,0.0,1104,837,12.8,10.5,32.3,1948,884,1.31,S,calcareo
